"Bestedingscategorieën";"Perioden";"CPI (2015 = 100)";"Jaarmutatie CPI (%)"
"072300 Onderhoud en rep. privévoertuigen";"2023 juni";"  130.45";"     8.0"
"072300 Onderhoud en rep. privévoertuigen";"2023 juli";"  132.28";"     9.1"
"072300 Onderhoud en rep. privévoertuigen";"2023 augustus";"  133.22";"     9.8"
"072300 Onderhoud en rep. privévoertuigen";"2023 september";"  130.78";"     7.6"
"072300 Onderhoud en rep. privévoertuigen";"2023 oktober";"  133.22";"     9.5"
"072300 Onderhoud en rep. privévoertuigen";"2023 november";"  133.09";"     9.5"
"072300 Onderhoud en rep. privévoertuigen";"2023 december";"  133.25";"     7.8"
"072300 Onderhoud en rep. privévoertuigen";"2024 januari";"  134.53";"     7.0"
"072300 Onderhoud en rep. privévoertuigen";"2024 februari";"  134.72";"     5.9"
"072300 Onderhoud en rep. privévoertuigen";"2024 maart";"  134.63";"     5.4"
"072300 Onderhoud en rep. privévoertuigen";"2024 april";"  135.72";"     5.1"
"072300 Onderhoud en rep. privévoertuigen";"2024 mei";"  135.91";"     4.3"
"072300 Onderhoud en rep. privévoertuigen";"2024 juni";"  135.95";"     4.2"
"072300 Onderhoud en rep. privévoertuigen";"2024 juli";"  136.12";"     2.9"
"072300 Onderhoud en rep. privévoertuigen";"2024 augustus";"  136.42";"     2.4"
"072300 Onderhoud en rep. privévoertuigen";"2024 september";"  136.04";"     4.0"
"072300 Onderhoud en rep. privévoertuigen";"2024 oktober";"  137.34";"     3.1"
"072300 Onderhoud en rep. privévoertuigen";"2024 november";"  137.33";"     3.2"
"072300 Onderhoud en rep. privévoertuigen";"2024 december";"  137.73";"     3.4"
"072300 Onderhoud en rep. privévoertuigen";"2025 januari";"  139.68";"     3.8"
"072300 Onderhoud en rep. privévoertuigen";"2025 februari";"  140.91";"     4.6"
"072300 Onderhoud en rep. privévoertuigen";"2025 maart";"  140.85";"     4.6"
"072300 Onderhoud en rep. privévoertuigen";"2025 april";"  140.96";"     3.9"
"072300 Onderhoud en rep. privévoertuigen";"2025 mei";"  141.20";"     3.9"
"072300 Onderhoud en rep. privévoertuigen";"2025 juni";"  144.44";"     6.2"
"072300 Onderhoud en rep. privévoertuigen";"2025 juli";"  145.27";"     6.7"
"072300 Onderhoud en rep. privévoertuigen";"2025 augustus";"  145.55";"     6.7"
"072300 Onderhoud en rep. privévoertuigen";"2025 september";"  146.94";"     8.0"
"072300 Onderhoud en rep. privévoertuigen";"2025 oktober";"  147.19";"     7.2"
"072300 Onderhoud en rep. privévoertuigen";"2025 november";"  147.30";"     7.3"
"072300 Onderhoud en rep. privévoertuigen";"2025 december";"  148.30";"     7.7"
