"Bestedingscategorieën";"Perioden";"CPI (2015 = 100)";"Jaarmutatie CPI (%)"
"072200 Brandstoffen en smeermiddelen";"2024 oktober";"  127.48";"    -7.0"
"072200 Brandstoffen en smeermiddelen";"2024 november";"  130.98";"    -1.5"
"072200 Brandstoffen en smeermiddelen";"2024 december";"  131.10";"     2.8"
"072200 Brandstoffen en smeermiddelen";"2025 januari";"  132.20";"     2.4"
"072200 Brandstoffen en smeermiddelen";"2025 februari";"  132.50";"    -0.5"
"072200 Brandstoffen en smeermiddelen";"2025 maart";"  128.28";"    -5.1"
"072200 Brandstoffen en smeermiddelen";"2025 april";"  126.94";"    -8.9"
"072200 Brandstoffen en smeermiddelen";"2025 mei";"  125.39";"    -7.5"
"072200 Brandstoffen en smeermiddelen";"2025 juni";"  127.60";"    -4.1"
"072200 Brandstoffen en smeermiddelen";"2025 juli";"  127.64";"    -4.6"
"072200 Brandstoffen en smeermiddelen";"2025 augustus";"  127.86";"    -2.0"
"072200 Brandstoffen en smeermiddelen";"2025 september";"  130.18";"     3.6"
"072200 Brandstoffen en smeermiddelen";"2025 oktober";"  130.01";"     2.0"
"072200 Brandstoffen en smeermiddelen";"2025 november";"  131.74";"     0.6"
"072200 Brandstoffen en smeermiddelen";"2025 december";"  128.50";"    -2.0"
