"Wegvoertuigen";"Brandstofsoort voertuig";"Perioden";"Totaal verkochte wegvoertuigen (aantal)"
"Autobus";"Lpg";"2023 september*";0
"Autobus";"Lpg";"2023 oktober*";0
"Autobus";"Lpg";"2023 november*";0
"Autobus";"Lpg";"2023 december*";0
"Autobus";"Lpg";"2024 januari*";0
"Autobus";"Lpg";"2024 februari*";0
"Autobus";"Lpg";"2024 maart*";0
"Autobus";"Lpg";"2024 april*";1
"Autobus";"Lpg";"2024 mei*";0
"Autobus";"Lpg";"2024 juni*";0
"Autobus";"Lpg";"2024 juli*";0
"Autobus";"Lpg";"2024 augustus*";0
"Autobus";"Lpg";"2024 september*";0
"Autobus";"Lpg";"2024 oktober*";0
"Autobus";"Lpg";"2024 november*";1
"Autobus";"Lpg";"2024 december*";0
"Autobus";"Lpg";"2025 januari*";0
"Autobus";"Lpg";"2025 februari*";0
"Autobus";"Lpg";"2025 maart*";0
"Autobus";"Lpg";"2025 april*";0
"Autobus";"Lpg";"2025 mei*";0
"Autobus";"Lpg";"2025 juni*";0
"Autobus";"Lpg";"2025 juli*";0
"Autobus";"Lpg";"2025 augustus*";0
"Autobus";"Lpg";"2025 september*";0
"Autobus";"Full elektric (BEV)";"2021 januari";32
"Autobus";"Full elektric (BEV)";"2021 februari";21
"Autobus";"Full elektric (BEV)";"2021 maart";23
"Autobus";"Full elektric (BEV)";"2021 april";24
"Autobus";"Full elektric (BEV)";"2021 mei";2
"Autobus";"Full elektric (BEV)";"2021 juni";27
"Autobus";"Full elektric (BEV)";"2021 juli";0
"Autobus";"Full elektric (BEV)";"2021 augustus";12
"Autobus";"Full elektric (BEV)";"2021 september";29
"Autobus";"Full elektric (BEV)";"2021 oktober";0
"Autobus";"Full elektric (BEV)";"2021 november";5
"Autobus";"Full elektric (BEV)";"2021 december";1
"Autobus";"Full elektric (BEV)";"2022 januari*";5
"Autobus";"Full elektric (BEV)";"2022 februari*";3
"Autobus";"Full elektric (BEV)";"2022 maart*";17
"Autobus";"Full elektric (BEV)";"2022 april*";31
"Autobus";"Full elektric (BEV)";"2022 mei*";34
"Autobus";"Full elektric (BEV)";"2022 juni*";8
"Autobus";"Full elektric (BEV)";"2022 juli*";1
"Autobus";"Full elektric (BEV)";"2022 augustus*";0
"Autobus";"Full elektric (BEV)";"2022 september*";1
"Autobus";"Full elektric (BEV)";"2022 oktober*";0
"Autobus";"Full elektric (BEV)";"2022 november*";1
"Autobus";"Full elektric (BEV)";"2022 december*";237
"Autobus";"Full elektric (BEV)";"2023 januari*";2
"Autobus";"Full elektric (BEV)";"2023 februari*";1
"Autobus";"Full elektric (BEV)";"2023 maart*";7
"Autobus";"Full elektric (BEV)";"2023 april*";21
"Autobus";"Full elektric (BEV)";"2023 mei*";2
"Autobus";"Full elektric (BEV)";"2023 juni*";9
"Autobus";"Full elektric (BEV)";"2023 juli*";14
"Autobus";"Full elektric (BEV)";"2023 augustus*";2
"Autobus";"Full elektric (BEV)";"2023 september*";11
"Autobus";"Full elektric (BEV)";"2023 oktober*";11
"Autobus";"Full elektric (BEV)";"2023 november*";24
"Autobus";"Full elektric (BEV)";"2023 december*";123
"Autobus";"Full elektric (BEV)";"2024 januari*";6
"Autobus";"Full elektric (BEV)";"2024 februari*";8
"Autobus";"Full elektric (BEV)";"2024 maart*";21
"Autobus";"Full elektric (BEV)";"2024 april*";21
"Autobus";"Full elektric (BEV)";"2024 mei*";29
"Autobus";"Full elektric (BEV)";"2024 juni*";37
"Autobus";"Full elektric (BEV)";"2024 juli*";37
"Autobus";"Full elektric (BEV)";"2024 augustus*";6
"Autobus";"Full elektric (BEV)";"2024 september*";36
"Autobus";"Full elektric (BEV)";"2024 oktober*";31
"Autobus";"Full elektric (BEV)";"2024 november*";32
"Autobus";"Full elektric (BEV)";"2024 december*";196
"Autobus";"Full elektric (BEV)";"2025 januari*";72
"Autobus";"Full elektric (BEV)";"2025 februari*";33
"Autobus";"Full elektric (BEV)";"2025 maart*";38
"Autobus";"Full elektric (BEV)";"2025 april*";42
"Autobus";"Full elektric (BEV)";"2025 mei*";36
"Autobus";"Full elektric (BEV)";"2025 juni*";93
"Autobus";"Full elektric (BEV)";"2025 juli*";112
"Autobus";"Full elektric (BEV)";"2025 augustus*";29
"Autobus";"Full elektric (BEV)";"2025 september*";17
"Autobus";"Totaal hybrides";"2021 januari";0
"Autobus";"Totaal hybrides";"2021 februari";0
"Autobus";"Totaal hybrides";"2021 maart";0
"Autobus";"Totaal hybrides";"2021 april";0
"Autobus";"Totaal hybrides";"2021 mei";0
"Autobus";"Totaal hybrides";"2021 juni";0
"Autobus";"Totaal hybrides";"2021 juli";0
"Autobus";"Totaal hybrides";"2021 augustus";0
"Autobus";"Totaal hybrides";"2021 september";0
"Autobus";"Totaal hybrides";"2021 oktober";0
"Autobus";"Totaal hybrides";"2021 november";0
"Autobus";"Totaal hybrides";"2021 december";0
"Autobus";"Totaal hybrides";"2022 januari*";0
"Autobus";"Totaal hybrides";"2022 februari*";0
"Autobus";"Totaal hybrides";"2022 maart*";6
"Autobus";"Totaal hybrides";"2022 april*";0
"Autobus";"Totaal hybrides";"2022 mei*";1
"Autobus";"Totaal hybrides";"2022 juni*";0
"Autobus";"Totaal hybrides";"2022 juli*";0
"Autobus";"Totaal hybrides";"2022 augustus*";0
"Autobus";"Totaal hybrides";"2022 september*";0
"Autobus";"Totaal hybrides";"2022 oktober*";0
"Autobus";"Totaal hybrides";"2022 november*";0
"Autobus";"Totaal hybrides";"2022 december*";0
"Autobus";"Totaal hybrides";"2023 januari*";0
"Autobus";"Totaal hybrides";"2023 februari*";0
"Autobus";"Totaal hybrides";"2023 maart*";0
"Autobus";"Totaal hybrides";"2023 april*";2
"Autobus";"Totaal hybrides";"2023 mei*";1
"Autobus";"Totaal hybrides";"2023 juni*";1
"Autobus";"Totaal hybrides";"2023 juli*";0
"Autobus";"Totaal hybrides";"2023 augustus*";0
"Autobus";"Totaal hybrides";"2023 september*";0
"Autobus";"Totaal hybrides";"2023 oktober*";0
"Autobus";"Totaal hybrides";"2023 november*";0
"Autobus";"Totaal hybrides";"2023 december*";0
"Autobus";"Totaal hybrides";"2024 januari*";0
"Autobus";"Totaal hybrides";"2024 februari*";0
"Autobus";"Totaal hybrides";"2024 maart*";3
"Autobus";"Totaal hybrides";"2024 april*";0
"Autobus";"Totaal hybrides";"2024 mei*";0
"Autobus";"Totaal hybrides";"2024 juni*";0
"Autobus";"Totaal hybrides";"2024 juli*";0
"Autobus";"Totaal hybrides";"2024 augustus*";0
"Autobus";"Totaal hybrides";"2024 september*";0
"Autobus";"Totaal hybrides";"2024 oktober*";0
"Autobus";"Totaal hybrides";"2024 november*";0
"Autobus";"Totaal hybrides";"2024 december*";0
"Autobus";"Totaal hybrides";"2025 januari*";0
"Autobus";"Totaal hybrides";"2025 februari*";0
"Autobus";"Totaal hybrides";"2025 maart*";5
"Autobus";"Totaal hybrides";"2025 april*";3
"Autobus";"Totaal hybrides";"2025 mei*";0
"Autobus";"Totaal hybrides";"2025 juni*";0
"Autobus";"Totaal hybrides";"2025 juli*";0
"Autobus";"Totaal hybrides";"2025 augustus*";0
"Autobus";"Totaal hybrides";"2025 september*";0
"Autobus";"Overige/onbekende brandstof";"2021 januari";0
"Autobus";"Overige/onbekende brandstof";"2021 februari";2
"Autobus";"Overige/onbekende brandstof";"2021 maart";19
"Autobus";"Overige/onbekende brandstof";"2021 april";2
"Autobus";"Overige/onbekende brandstof";"2021 mei";0
"Autobus";"Overige/onbekende brandstof";"2021 juni";0
"Autobus";"Overige/onbekende brandstof";"2021 juli";0
"Autobus";"Overige/onbekende brandstof";"2021 augustus";0
"Autobus";"Overige/onbekende brandstof";"2021 september";0
"Autobus";"Overige/onbekende brandstof";"2021 oktober";8
"Autobus";"Overige/onbekende brandstof";"2021 november";0
"Autobus";"Overige/onbekende brandstof";"2021 december";15
"Autobus";"Overige/onbekende brandstof";"2022 januari*";12
"Autobus";"Overige/onbekende brandstof";"2022 februari*";2
"Autobus";"Overige/onbekende brandstof";"2022 maart*";0
"Autobus";"Overige/onbekende brandstof";"2022 april*";0
"Autobus";"Overige/onbekende brandstof";"2022 mei*";1
"Autobus";"Overige/onbekende brandstof";"2022 juni*";0
"Autobus";"Overige/onbekende brandstof";"2022 juli*";3
"Autobus";"Overige/onbekende brandstof";"2022 augustus*";0
"Autobus";"Overige/onbekende brandstof";"2022 september*";0
"Autobus";"Overige/onbekende brandstof";"2022 oktober*";0
"Autobus";"Overige/onbekende brandstof";"2022 november*";0
"Autobus";"Overige/onbekende brandstof";"2022 december*";0
"Autobus";"Overige/onbekende brandstof";"2023 januari*";2
"Autobus";"Overige/onbekende brandstof";"2023 februari*";1
"Autobus";"Overige/onbekende brandstof";"2023 maart*";1
"Autobus";"Overige/onbekende brandstof";"2023 april*";1
"Autobus";"Overige/onbekende brandstof";"2023 mei*";2
"Autobus";"Overige/onbekende brandstof";"2023 juni*";1
"Autobus";"Overige/onbekende brandstof";"2023 juli*";0
"Autobus";"Overige/onbekende brandstof";"2023 augustus*";2
"Autobus";"Overige/onbekende brandstof";"2023 september*";0
"Autobus";"Overige/onbekende brandstof";"2023 oktober*";0
"Autobus";"Overige/onbekende brandstof";"2023 november*";1
"Autobus";"Overige/onbekende brandstof";"2023 december*";0
"Autobus";"Overige/onbekende brandstof";"2024 januari*";0
"Autobus";"Overige/onbekende brandstof";"2024 februari*";0
"Autobus";"Overige/onbekende brandstof";"2024 maart*";0
"Autobus";"Overige/onbekende brandstof";"2024 april*";0
"Autobus";"Overige/onbekende brandstof";"2024 mei*";21
"Autobus";"Overige/onbekende brandstof";"2024 juni*";6
"Autobus";"Overige/onbekende brandstof";"2024 juli*";3
"Autobus";"Overige/onbekende brandstof";"2024 augustus*";4
"Autobus";"Overige/onbekende brandstof";"2024 september*";0
"Autobus";"Overige/onbekende brandstof";"2024 oktober*";0
"Autobus";"Overige/onbekende brandstof";"2024 november*";8
"Autobus";"Overige/onbekende brandstof";"2024 december*";3
"Autobus";"Overige/onbekende brandstof";"2025 januari*";1
"Autobus";"Overige/onbekende brandstof";"2025 februari*";2
"Autobus";"Overige/onbekende brandstof";"2025 maart*";2
"Autobus";"Overige/onbekende brandstof";"2025 april*";3
"Autobus";"Overige/onbekende brandstof";"2025 mei*";18
"Autobus";"Overige/onbekende brandstof";"2025 juni*";0
"Autobus";"Overige/onbekende brandstof";"2025 juli*";2
"Autobus";"Overige/onbekende brandstof";"2025 augustus*";43
"Autobus";"Overige/onbekende brandstof";"2025 september*";19
"Motorfiets";"Totaal";"2021 januari";8559
"Motorfiets";"Totaal";"2021 februari";9804
"Motorfiets";"Totaal";"2021 maart";17757
"Motorfiets";"Totaal";"2021 april";17478
"Motorfiets";"Totaal";"2021 mei";18012
"Motorfiets";"Totaal";"2021 juni";18090
"Motorfiets";"Totaal";"2021 juli";16327
"Motorfiets";"Totaal";"2021 augustus";13504
"Motorfiets";"Totaal";"2021 september";13056
"Motorfiets";"Totaal";"2021 oktober";10993
"Motorfiets";"Totaal";"2021 november";8781
"Motorfiets";"Totaal";"2021 december";7721
"Motorfiets";"Totaal";"2022 januari*";9829
"Motorfiets";"Totaal";"2022 februari*";10491
"Motorfiets";"Totaal";"2022 maart*";16623
"Motorfiets";"Totaal";"2022 april*";16872
"Motorfiets";"Totaal";"2022 mei*";17144
"Motorfiets";"Totaal";"2022 juni*";16113
"Motorfiets";"Totaal";"2022 juli*";15416
"Motorfiets";"Totaal";"2022 augustus*";14362
"Motorfiets";"Totaal";"2022 september*";11643
"Motorfiets";"Totaal";"2022 oktober*";10499
"Motorfiets";"Totaal";"2022 november*";9278
"Motorfiets";"Totaal";"2022 december*";7359
"Motorfiets";"Totaal";"2023 januari*";9042
"Motorfiets";"Totaal";"2023 februari*";10860
"Motorfiets";"Totaal";"2023 maart*";15148
"Motorfiets";"Totaal";"2023 april*";17208
"Motorfiets";"Totaal";"2023 mei*";18593
"Motorfiets";"Totaal";"2023 juni*";18627
"Motorfiets";"Totaal";"2023 juli*";15659
"Motorfiets";"Totaal";"2023 augustus*";13301
"Motorfiets";"Totaal";"2023 september*";13430
"Motorfiets";"Totaal";"2023 oktober*";10866
"Motorfiets";"Totaal";"2023 november*";8061
"Motorfiets";"Totaal";"2023 december*";7541
"Motorfiets";"Totaal";"2024 januari*";8586
"Motorfiets";"Totaal";"2024 februari*";11400
"Motorfiets";"Totaal";"2024 maart*";19259
"Motorfiets";"Totaal";"2024 april*";17263
"Motorfiets";"Totaal";"2024 mei*";19065
"Motorfiets";"Totaal";"2024 juni*";17157
"Motorfiets";"Totaal";"2024 juli*";15718
"Motorfiets";"Totaal";"2024 augustus*";15433
"Motorfiets";"Totaal";"2024 september*";12580
"Motorfiets";"Totaal";"2024 oktober*";11660
"Motorfiets";"Totaal";"2024 november*";9698
"Motorfiets";"Totaal";"2024 december*";8405
"Motorfiets";"Totaal";"2025 januari*";9492
"Motorfiets";"Totaal";"2025 februari*";11063
"Motorfiets";"Totaal";"2025 maart*";20994
"Motorfiets";"Totaal";"2025 april*";19459
"Motorfiets";"Totaal";"2025 mei*";20663
"Motorfiets";"Totaal";"2025 juni*";17727
"Motorfiets";"Totaal";"2025 juli*";17784
"Motorfiets";"Totaal";"2025 augustus*";16120
"Motorfiets";"Totaal";"2025 september*";13119
"Motorfiets";"Benzine";"2021 januari";8528
"Motorfiets";"Benzine";"2021 februari";9789
"Motorfiets";"Benzine";"2021 maart";17721
"Motorfiets";"Benzine";"2021 april";17433
"Motorfiets";"Benzine";"2021 mei";17962
"Motorfiets";"Benzine";"2021 juni";18046
"Motorfiets";"Benzine";"2021 juli";16274
"Motorfiets";"Benzine";"2021 augustus";13461
"Motorfiets";"Benzine";"2021 september";13023
"Motorfiets";"Benzine";"2021 oktober";10962
"Motorfiets";"Benzine";"2021 november";8754
"Motorfiets";"Benzine";"2021 december";7692
"Motorfiets";"Benzine";"2022 januari*";9795
"Motorfiets";"Benzine";"2022 februari*";10467
"Motorfiets";"Benzine";"2022 maart*";16541
"Motorfiets";"Benzine";"2022 april*";16823
"Motorfiets";"Benzine";"2022 mei*";17069
"Motorfiets";"Benzine";"2022 juni*";16042
"Motorfiets";"Benzine";"2022 juli*";15344
"Motorfiets";"Benzine";"2022 augustus*";14294
"Motorfiets";"Benzine";"2022 september*";11590
"Motorfiets";"Benzine";"2022 oktober*";10451
"Motorfiets";"Benzine";"2022 november*";9249
"Motorfiets";"Benzine";"2022 december*";7326
"Motorfiets";"Benzine";"2023 januari*";9006
"Motorfiets";"Benzine";"2023 februari*";10812
"Motorfiets";"Benzine";"2023 maart*";15084
"Motorfiets";"Benzine";"2023 april*";17149
"Motorfiets";"Benzine";"2023 mei*";18527
"Motorfiets";"Benzine";"2023 juni*";18545
"Motorfiets";"Benzine";"2023 juli*";15574
"Motorfiets";"Benzine";"2023 augustus*";13226
"Motorfiets";"Benzine";"2023 september*";13377
"Motorfiets";"Benzine";"2023 oktober*";10806
"Motorfiets";"Benzine";"2023 november*";8013
"Motorfiets";"Benzine";"2023 december*";7495
"Motorfiets";"Benzine";"2024 januari*";8524
"Motorfiets";"Benzine";"2024 februari*";11346
"Motorfiets";"Benzine";"2024 maart*";19173
"Motorfiets";"Benzine";"2024 april*";17194
"Motorfiets";"Benzine";"2024 mei*";18988
"Motorfiets";"Benzine";"2024 juni*";17061
"Motorfiets";"Benzine";"2024 juli*";15647
"Motorfiets";"Benzine";"2024 augustus*";15376
"Motorfiets";"Benzine";"2024 september*";12504
"Motorfiets";"Benzine";"2024 oktober*";11590
"Motorfiets";"Benzine";"2024 november*";9658
"Motorfiets";"Benzine";"2024 december*";8332
"Motorfiets";"Benzine";"2025 januari*";9435
"Motorfiets";"Benzine";"2025 februari*";10931
"Motorfiets";"Benzine";"2025 maart*";20921
"Motorfiets";"Benzine";"2025 april*";19366
"Motorfiets";"Benzine";"2025 mei*";20576
"Motorfiets";"Benzine";"2025 juni*";17647
"Motorfiets";"Benzine";"2025 juli*";17695
"Motorfiets";"Benzine";"2025 augustus*";16050
"Motorfiets";"Benzine";"2025 september*";13046
"Motorfiets";"Diesel";"2021 januari";1
"Motorfiets";"Diesel";"2021 februari";0
"Motorfiets";"Diesel";"2021 maart";0
"Motorfiets";"Diesel";"2021 april";1
"Motorfiets";"Diesel";"2021 mei";0
"Motorfiets";"Diesel";"2021 juni";0
"Motorfiets";"Diesel";"2021 juli";1
"Motorfiets";"Diesel";"2021 augustus";0
"Motorfiets";"Diesel";"2021 september";0
"Motorfiets";"Diesel";"2021 oktober";1
"Motorfiets";"Diesel";"2021 november";0
"Motorfiets";"Diesel";"2021 december";0
"Motorfiets";"Diesel";"2022 januari*";1
"Motorfiets";"Diesel";"2022 februari*";0
"Motorfiets";"Diesel";"2022 maart*";1
"Motorfiets";"Diesel";"2022 april*";2
"Motorfiets";"Diesel";"2022 mei*";0
"Motorfiets";"Diesel";"2022 juni*";0
"Motorfiets";"Diesel";"2022 juli*";0
"Motorfiets";"Diesel";"2022 augustus*";0
"Motorfiets";"Diesel";"2022 september*";1
"Motorfiets";"Diesel";"2022 oktober*";1
"Motorfiets";"Diesel";"2022 november*";2
"Motorfiets";"Diesel";"2022 december*";0
"Motorfiets";"Diesel";"2023 januari*";0
"Motorfiets";"Diesel";"2023 februari*";1
"Motorfiets";"Diesel";"2023 maart*";1
"Motorfiets";"Diesel";"2023 april*";0
"Motorfiets";"Diesel";"2023 mei*";1
"Motorfiets";"Diesel";"2023 juni*";0
"Motorfiets";"Diesel";"2023 juli*";0
"Motorfiets";"Diesel";"2023 augustus*";2
"Motorfiets";"Diesel";"2023 september*";0
"Motorfiets";"Diesel";"2023 oktober*";0
"Motorfiets";"Diesel";"2023 november*";0
"Motorfiets";"Diesel";"2023 december*";0
"Motorfiets";"Diesel";"2024 januari*";1
"Motorfiets";"Diesel";"2024 februari*";1
"Motorfiets";"Diesel";"2024 maart*";1
"Motorfiets";"Diesel";"2024 april*";0
"Motorfiets";"Diesel";"2024 mei*";0
"Motorfiets";"Diesel";"2024 juni*";2
"Motorfiets";"Diesel";"2024 juli*";2
"Motorfiets";"Diesel";"2024 augustus*";0
"Motorfiets";"Diesel";"2024 september*";1
"Motorfiets";"Diesel";"2024 oktober*";1
"Motorfiets";"Diesel";"2024 november*";0
"Motorfiets";"Diesel";"2024 december*";0
"Motorfiets";"Diesel";"2025 januari*";0
"Motorfiets";"Diesel";"2025 februari*";0
"Motorfiets";"Diesel";"2025 maart*";1
"Motorfiets";"Diesel";"2025 april*";1
"Motorfiets";"Diesel";"2025 mei*";2
"Motorfiets";"Diesel";"2025 juni*";0
"Motorfiets";"Diesel";"2025 juli*";1
"Motorfiets";"Diesel";"2025 augustus*";0
"Motorfiets";"Diesel";"2025 september*";1
"Motorfiets";"Lpg";"2021 januari";0
"Motorfiets";"Lpg";"2021 februari";1
"Motorfiets";"Lpg";"2021 maart";0
"Motorfiets";"Lpg";"2021 april";1
"Motorfiets";"Lpg";"2021 mei";0
"Motorfiets";"Lpg";"2021 juni";0
"Motorfiets";"Lpg";"2021 juli";0
"Motorfiets";"Lpg";"2021 augustus";0
"Motorfiets";"Lpg";"2021 september";0
"Motorfiets";"Lpg";"2021 oktober";1
"Motorfiets";"Lpg";"2021 november";0
"Motorfiets";"Lpg";"2021 december";1
"Motorfiets";"Lpg";"2022 januari*";0
"Motorfiets";"Lpg";"2022 februari*";0
"Motorfiets";"Lpg";"2022 maart*";1
"Motorfiets";"Lpg";"2022 april*";0
"Motorfiets";"Lpg";"2022 mei*";0
"Motorfiets";"Lpg";"2022 juni*";0
"Motorfiets";"Lpg";"2022 juli*";0
"Motorfiets";"Lpg";"2022 augustus*";3
"Motorfiets";"Lpg";"2022 september*";0
"Motorfiets";"Lpg";"2022 oktober*";2
"Motorfiets";"Lpg";"2022 november*";0
"Motorfiets";"Lpg";"2022 december*";0
"Motorfiets";"Lpg";"2023 januari*";0
"Motorfiets";"Lpg";"2023 februari*";0
"Motorfiets";"Lpg";"2023 maart*";0
"Motorfiets";"Lpg";"2023 april*";0
"Motorfiets";"Lpg";"2023 mei*";2
"Motorfiets";"Lpg";"2023 juni*";0
"Motorfiets";"Lpg";"2023 juli*";1
"Motorfiets";"Lpg";"2023 augustus*";0
"Motorfiets";"Lpg";"2023 september*";1
"Motorfiets";"Lpg";"2023 oktober*";0
"Motorfiets";"Lpg";"2023 november*";0
"Motorfiets";"Lpg";"2023 december*";0
"Motorfiets";"Lpg";"2024 januari*";0
"Motorfiets";"Lpg";"2024 februari*";1
"Motorfiets";"Lpg";"2024 maart*";3
"Motorfiets";"Lpg";"2024 april*";0
"Motorfiets";"Lpg";"2024 mei*";2
"Motorfiets";"Lpg";"2024 juni*";0
"Motorfiets";"Lpg";"2024 juli*";1
"Motorfiets";"Lpg";"2024 augustus*";1
"Motorfiets";"Lpg";"2024 september*";0
"Motorfiets";"Lpg";"2024 oktober*";0
"Motorfiets";"Lpg";"2024 november*";0
"Motorfiets";"Lpg";"2024 december*";0
"Motorfiets";"Lpg";"2025 januari*";0
"Motorfiets";"Lpg";"2025 februari*";0
"Motorfiets";"Lpg";"2025 maart*";0
"Motorfiets";"Lpg";"2025 april*";1
"Motorfiets";"Lpg";"2025 mei*";0
"Motorfiets";"Lpg";"2025 juni*";0
"Motorfiets";"Lpg";"2025 juli*";0
"Motorfiets";"Lpg";"2025 augustus*";0
"Motorfiets";"Lpg";"2025 september*";0
"Motorfiets";"Full elektric (BEV)";"2021 januari";29
"Motorfiets";"Full elektric (BEV)";"2021 februari";14
"Motorfiets";"Full elektric (BEV)";"2021 maart";35
"Motorfiets";"Full elektric (BEV)";"2021 april";43
"Motorfiets";"Full elektric (BEV)";"2021 mei";48
"Motorfiets";"Full elektric (BEV)";"2021 juni";42
"Motorfiets";"Full elektric (BEV)";"2021 juli";52
"Motorfiets";"Full elektric (BEV)";"2021 augustus";43
"Motorfiets";"Full elektric (BEV)";"2021 september";31
"Motorfiets";"Full elektric (BEV)";"2021 oktober";29
"Motorfiets";"Full elektric (BEV)";"2021 november";26
"Motorfiets";"Full elektric (BEV)";"2021 december";26
"Motorfiets";"Full elektric (BEV)";"2022 januari*";32
"Motorfiets";"Full elektric (BEV)";"2022 februari*";23
