,Jaar_Maand,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,Datum,Log_NewBusiness,Log_Royementen,Log_Prolongaties
50,201903,147622,73630509.72,147500,73927730.25,1819,1060674.5899999999,1793,914001.98,10785,5306409.26,5516978.43,3565,1922476.12,1935669.56,562.065802095238,564.5210624761904,210569.17,499.8623007142857,520.4774293809523,2019-03-01,7.506591780070841,7.492203042618741,9.286004275897172
51,201904,147500,73927730.25,147234,74099167.28999999,1720,993468.21,1886,982493.7,10461,5119569.640000001,5316085.13,3239,1776164.54,1791147.17,564.5210624761904,564.388664047619,196515.49000000002,497.5709991428571,521.8740795238095,2019-04-01,7.450660796211539,7.54274354536855,9.255504923930557
52,201905,147234,74099167.28999999,147126,74389276.48,1857,1123820.42,1860,986382.7,10194,5035445.27,5229635.17,3284,1855494.6500000001,1854810.74,564.388664047619,570.851068047619,194189.9,519.9082984285715,539.7347533333333,2019-05-01,7.527255919373784,7.528869256642251,9.229652683008556
53,201906,147126,74389276.48,147016,74726760.13000001,1567,941500.27,1580,828234.4600000001,10792,5437121.65,5713908.28,3343,1888090.6400000001,1876635.8199999998,570.851068047619,574.4554132857144,276786.63,513.4194412380953,538.4584606190476,2019-06-01,7.357556200910353,7.365812837209472,9.286653054825347
54,201907,147016,74726760.13000001,146811,75025798.4,1612,973950.38,1709,885151.6799999999,10275,5128184.74,5383550.17,3228,1821449.51,1828729.2,574.4554132857144,576.0407536190476,255365.43,496.12240895238097,526.5338592857142,2019-07-01,7.385851078125209,7.444248649496705,9.237566358229774
55,201908,146811,75025798.4,146539,75230686.11,1437,870832.31,1612,826227.47,9441,4696699.23,4920536.16,2985,1658688.85,1642781.7,576.0407536190476,582.2216268095237,223836.93,531.9089685714285,561.220024,2019-08-01,7.271008538280992,7.385851078125209,9.152923101106232
56,201909,146539,75230686.11,146208,75389490.87,1443,870624.5,1665,879361.99,9653,4776709.600000001,5004961.5200000005,3019,1675434.29,1665598.29,582.2216268095237,584.3149493333333,228251.92,504.78334680952383,532.9578359047619,2019-09-01,7.275172319452771,7.418180822726788,9.175127616220438
57,201910,146208,75389490.87,145940,75653275.78,1580,978216.88,1727,899176.12,10526,5229668.38,5476337.63,3324,1885874.3,1878501.18,584.3149493333333,588.315313952381,246669.25,541.1148056190476,589.4009070952382,2019-10-01,7.365812837209472,7.454719949364001,9.261698664251325
58,201911,145940,75653275.78,145688,75898728.02000001,1624,973514.77,1750,929296.8300000001,10733,5354226.13,5607991.83,3404,1927186.22,1935686.56,588.315313952381,588.3306918095238,253765.7,531.8332297142857,561.0429443333333,2019-11-01,7.393263094763838,7.467942332285852,9.281171552736774
59,201912,145688,75898728.02000001,145247,76030877.98,1502,936551.27,1834,983205.74,9840,4882172.74,5114934.54,3166,1782431.98,1781203.6,588.3306918095238,589.3106407619048,232761.8,533.8154872380952,573.3428301428571,2019-12-01,7.315218389752975,7.51479976048867,9.194312610898985
60,202001,145247,76030877.98,144925,76364601.06,1855,1109814.77,1983,1046693.59,15043,7420175.22,7778958.99,4390,2445724.17,2460937.11,589.3106407619047,593.7590065238095,358783.77,555.6490921904762,587.0735971904762,2020-01-01,7.526178913346146,7.592870287844818,9.618734519590227
61,202002,144925,76364601.06,144638,76560317.28999999,1676,1009553.8300000001,1851,994243.65,9811,4872428.53,5111607.95,3130,1779026.12,1770897.7,593.7590065238095,595.9142161428572,239179.41999999998,531.3138332857143,558.5522935714285,2020-02-01,7.424761761823209,7.524021415206125,9.19136140537838
62,202003,144638,76560317.28999999,144161,76433227.96,1476,889747.2999999999,1856,1018979.27,10616,5503406.95,5574323.66,3070,1766534.9700000002,1747928.13,595.9142161428572,598.7454931428571,70916.71,526.7531781904761,536.6458515714286,2020-03-01,7.29776828253138,7.526717561352706,9.270211769013573
63,202004,144161,76433227.96,143605,76216274.6,1048,610877.88,1512,839713.0599999999,10280,5324799.88,5385733.74,2700,1490229.3800000001,1482714.29,598.7454931428571,597.2485081904762,60933.86,561.2037781428571,566.8847005238096,2020-04-01,6.955592608396297,7.321849713788356,9.238052810542719
64,202005,143605,76216274.6,143254,76143646.22,1347,803754.97,1596,863412.96,10203,5364782.5600000005,5424394.5,2855,1609398.33,1589680.0699999998,597.2485081904763,594.6138981904762,59611.939999999995,602.5922352857143,607.8089945714286,2020-05-01,7.206377291472252,7.3758821482150125,9.230535079261703
65,202006,143255,76143646.22,142979,76173782.88,1736,1047033.0,1893,1035653.4,9572,5097807.42,5175793.7299999995,4054,2300282.77,2304744.74,567.5859937272727,569.3443001363637,77986.31,547.8840584999999,554.7798035909091,2020-06-01,7.459914766241105,7.546446273746024,9.166701914946353
66,202007,142979,76173782.88,142831,76311423.14,2026,1249686.62,2034,1120504.92,9170,4868249.91,4933362.32,3981,2275349.7600000002,2290499.25,569.3443001363636,603.005022,65112.409999999996,571.3919129545455,577.5498963181818,2020-07-01,7.614312146452,7.618251097876695,9.123801610558944
67,202008,142831,76311423.14,142716,76463631.41,1799,1120381.51,1799,978351.8099999999,8477,4465559.4399999995,4537253.53,3733,2158066.47,2160242.77,603.005022,605.2507227727273,71694.09,550.2090720454545,558.9365648636364,2020-08-01,7.495541943884256,7.495541943884256,9.045229851912582
68,202009,142716,76463631.41,142675,76723541.84,1929,1179257.68,1867,1019461.14,9289,4883868.28,5014097.8,3127,1749339.78,1771277.3599999999,605.2507227727273,608.2621853636364,130229.51999999999,513.9524243181818,528.3825466818181,2020-09-01,7.5652752818989315,7.532623618788788,9.136693831807884
69,202010,142675,76723541.84,142569,76938196.27,2062,1256027.23,2036,1125492.1199999999,10135,5340321.03,5510343.149999999,3387,1974082.43,1963194.5,608.2621853636364,609.5299558636364,170022.12,543.1127226363636,558.5121912272728,2020-10-01,7.631916513071252,7.619233416226805,9.223848722000975
70,202011,142569,76938196.27,142387,77118518.39,1927,1173749.11,1970,1086771.07,10209,5396241.33,5562626.68,3330,1951277.79,1953727.16,609.5299558636364,610.9473513636364,166385.35,571.9630367727273,593.1732361363637,2020-11-01,7.564238475170491,7.58629630715272,9.231122911158712
71,202012,142387,77118518.39,141966,77122875.37,1779,1104654.8499999999,2067,1166243.08,9364,4950213.41,5090110.11,2940,1743337.01,1736029.64,610.9473513636364,611.6113317272727,139896.7,563.0351955454545,580.044520409091,2020-12-01,7.484368643286131,7.63433723562832,9.144734614878189
72,202101,141966,77122875.37,141216,77012196.71000001,1428,855987.97,1984,1106435.78,14174,7419300.87,7668022.0600000005,3841,2165604.6,2163457.97,611.6113317272727,613.436859090909,248721.19,534.7068948636363,550.9653487727272,2021-01-01,7.264730177929867,7.59337419312129,9.559235128595953
73,202102,141216,77012196.71000001,140749,76993088.79,1335,833499.44,1703,943448.41,9607,5062364.69,5205272.22,2816,1617164.3,1616811.85,613.436859090909,614.5566264545455,142907.53,534.4646677727274,550.0586642272727,2021-02-01,7.197435354096591,7.440733707389261,9.170351363759819
74,202103,140749,76993088.79,140444,77053761.67999999,1781,1084211.94,1944,1073716.09,10172,5376846.15,5537662.25,3015,1756872.4,1729546.93,614.5566264545455,616.0004241818182,160816.1,576.7354105454546,592.8728373636363,2021-03-01,7.485491608030754,7.573017256052546,9.227492430793749
75,202104,140444,77053761.67999999,140373,77321224.37,1964,1213830.54,1933,1049871.43,9398,4936016.74,5088959.14,2915,1712674.79,1725739.05,616.0004241818182,617.2606125909091,152942.4,541.4049561363637,558.1583728636364,2021-04-01,7.583247524303362,7.56734567601324,9.148358579620302
76,202105,140373,77321224.37,140627,77757634.24,2119,1299970.7999999998,1748,964444.94,9592,5146923.25,5294590.06,3069,1841583.65,1856528.99,617.2606125909091,618.8118559090909,147666.81,556.0878959545454,571.4610764090909,2021-05-01,7.659171367666058,7.466799475018602,9.168788944817948
77,202106,140627,77757634.24,140750,78006083.41,2086,1270532.97,1839,1026441.75,10162,5604051.739999999,5671264.8,3252,1940881.0799999998,1949335.74,618.8118559090909,618.8750086363636,67213.06,606.4770887272728,608.6821880909091,2021-06-01,7.643482907077201,7.517520850603031,9.226508953137767
78,202107,140750,78006083.41,141115,78422377.12,2311,1459526.45,1836,1028882.08,10048,5553131.7299999995,5598890.33,3404,2035536.77,2037571.99,618.8750086363636,619.8639243181818,45758.6,611.1868351363636,617.0973871818182,2021-07-01,7.7458682297922685,7.515889085215125,9.21522840604896
79,202108,141115,78422377.12,141168,78600438.09,1851,1158814.7,1709,968009.28,9012,4937838.87,4955188.73,2874,1690228.77,1712383.59,619.8639243181818,620.4879176818182,17349.86,598.1709926818182,599.8063387727273,2021-08-01,7.524021415206125,7.444248649496705,9.10642325855641
80,202109,141168,78600438.09,141343,78856325.27,1959,1229655.08,1686,935437.66,9412,5214728.12,5239545.4,2799,1668899.51,1653664.53,620.4879176818182,621.8716757727273,24817.28,608.6894556818181,615.6730138636364,2021-09-01,7.580699752224563,7.430707082545968,9.14984699154722
81,202110,141343,78856325.27,141421,79048914.28,2044,1291001.72,1854,1063738.73,10371,5723734.94,5767691.390000001,3055,1836391.78,1821299.5,621.8716757727273,621.3153035,43956.45,590.0913067272727,597.1821200454546,2021-10-01,7.623153068476902,7.5256399750415355,9.246865146658555
82,202111,141421,79048914.28,141534,79279389.27000001,2158,1360175.79,1939,1101691.46,10332,5745365.91,5797612.76,3152,1905010.55,1886036.4200000002,621.3153035,623.7912049090909,52246.85,631.9192670909091,642.3922687272727,2021-11-01,7.677400430514807,7.570443252057374,9.243097936214355
83,202112,141534,79279389.27,141341,79378309.07000001,1845,1196145.71,1946,1103468.94,9370,5192275.34,5238998.26,2715,1656341.82,1662051.04,623.7912049090909,626.1837806363636,46722.92,609.8443172727273,615.9080709545455,2021-12-01,7.520776415062797,7.5740450053721995,9.145375093123823
84,202201,141341,79378309.07000001,141164,79520568.05,1980,1268521.75,2004,1152452.78,13268,7210480.51,7329003.17,3642,2157219.59,2146282.96,626.1837806363636,629.3118069090909,118522.66,613.141369,623.9693623181819,2022-01-01,7.591357046698551,7.60339933974067,9.493185766536437
85,202202,141164,79520568.05,141173,79690902.4,2001,1269262.76,1915,1112791.53,9248,5097451.98,5132206.91,2754,1623799.22,1639588.82,629.3118069090909,632.3319203181818,34754.93,641.1731513636364,652.101686,2022-02-01,7.601901959875166,7.557994958530806,9.13227071655426
86,202203,141173,79690902.4,141372,80016578.76,2157,1367046.9100000001,1885,1088379.99,10183,5609115.65,5675521.22,2988,1813853.48,1832448.5699999998,632.3319203181818,633.1712175,66405.57,628.3164145454546,634.8293191818182,2022-03-01,7.67693714581808,7.542213463193403,9.228573140237243
87,202204,141372,80016578.76,141659,80399142.17,2057,1330542.73,1671,955452.41,9627,5329547.82,5389877.0200000005,2929,1813875.3499999999,1819997.72,633.1712175,634.8862194545454,60329.2,603.1389323181819,608.1398538181819,2022-04-01,7.629489916393995,7.421775793644647,9.172430798902962
88,202205,141659,80399142.17,141819,80659173.17,1885,1205750.69,1621,957082.29,9963,5575514.2,5631700.23,2782,1683088.1,1691509.14,634.8862194545454,636.5610238181818,56186.03,609.5618966363637,615.2079909090909,2022-05-01,7.542213463193403,7.3914152346753585,9.20673387638207
89,202206,141819,80659173.17,142196,81047845.08,2142,1382638.97,1648,972317.4299999999,10402,5878301.58,5916768.85,3344,2053135.8199999998,2067045.79,636.5610238181818,636.8425166818182,38467.270000000004,632.7202093636364,635.4531086818182,2022-06-01,7.669961995473577,7.407924322559599,9.249849505070895
90,202207,142196,81047845.08,142473,81445812.53999999,2018,1342496.22,1641,945262.12,10680,6067469.8100000005,6118637.88,3288,2073538.75,2090104.4500000002,636.8425166818182,636.4365180454545,51168.07,627.0884046363636,629.7644861363636,2022-07-01,7.610357618312838,7.403670290012373,9.276221741089696
91,202208,142473,81445812.53999999,142505,81644859.66,1736,1126281.56,1606,936837.6100000001,9544,5374767.56,5427666.56,2774,1720652.9000000001,1725039.3599999999,636.4365180454546,635.4831760454546,52899.0,610.2456621363636,610.8360369545454,2022-08-01,7.459914766241105,7.382124365737512,9.163772736159848
