,Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,CBS_Autoverkopen_Totaal,CPI_Verzekeringen_Vervoer,Jaarmutatie_CPI_Verzekeringen_Vervoer,CPI_Nieuwe_Autos,Jaarmutatie_CPI_Nieuwe_Autos,CPI_Tweedehands_Autos,Jaarmutatie_CPI_Tweedehands_Autos,CPI_Onderhoud_en_Reparatie_Privevoertuigen,Jaarmutatie_CPI_Onderhoud_en_Reparatie_Privevoertuigen,CPI_Brandstoffen,Jaarmutatie_CPI_Brandstoffen
646,202004,Auto Particulier,DS Polis,15,12280.19,15,12325.62,0,0.0,0,0.0,1,684.61,730.04,0,0.0,0.0,818.679333,821.708,45.43,684.61,730.04,201158,123.3,3.5,114.63,3.4,101.03,0.7,110.27,2.9,95.84,-13.4
647,202005,Auto Particulier,DS Polis,15,12325.62,17,13171.0,2,884.27,0,0.0,1,1055.79,1016.9,0,0.0,0.0,821.708,774.764705,-38.89,1055.79,1016.9,265615,123.3,2.6,114.8,3.6,99.59,-0.6,110.18,2.9,96.12,-14.1
648,202006,Auto Particulier,DS Polis,17,13171.0,19,15045.04,2,1874.04,0,0.0,0,0.0,0.0,0,0.0,0.0,774.764705,791.84421,0.0,0.0,0.0,289671,123.57,2.8,114.8,3.7,99.4,-1.3,110.24,3.4,99.28,-7.9
649,202007,Auto Particulier,DS Polis,19,15045.04,21,16366.65,2,1315.59,0,0.0,1,787.82,793.84,2,1315.59,1315.59,791.84421,779.364285,6.02,787.82,793.84,307111,122.74,2.7,115.39,3.9,98.73,-1.8,113.15,5.5,100.73,-7.1
650,202008,Auto Particulier,DS Polis,21,16366.65,21,16366.65,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,779.364285,779.364285,0.0,0.0,0.0,257447,122.74,2.6,115.39,3.6,99.32,-1.5,111.53,3.8,100.73,-5.9
651,202009,Auto Particulier,DS Polis,21,16366.65,21,16366.65,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,779.364285,779.364285,0.0,0.0,0.0,274543,122.8,2.5,115.32,3.5,99.99,-1.2,109.94,2.4,100.14,-6.7
652,202010,Auto Particulier,DS Polis,21,16366.65,22,17029.1,1,643.22,0,0.0,1,814.63,833.86,1,643.22,643.22,779.364285,774.05,19.23,814.63,833.86,289688,122.6,2.5,114.95,3.0,101.12,0.1,109.54,1.1,100.0,-6.8
653,202011,Auto Particulier,DS Polis,22,17029.1,22,17068.55,0,0.0,0,0.0,2,1240.05,1279.5,0,0.0,0.0,774.05,775.843181,39.45,620.025,639.75,261947,122.6,2.2,114.6,2.4,101.74,0.3,109.7,0.9,98.49,-8.9
654,202012,Auto Particulier,DS Polis,22,17068.55,22,17290.59,0,0.0,0,0.0,4,2793.25,2781.37,1,1077.61,1311.53,775.843181,785.935909,-11.88,698.3125,695.3425,270898,122.47,2.1,114.6,2.4,101.86,0.7,109.71,1.0,100.66,-7.4
655,202101,Auto Particulier,DS Polis,22,17290.59,22,17330.21,0,0.0,0,0.0,3,2422.21,2461.83,0,0.0,0.0,785.935909,787.736818,39.62,807.403333,820.61,268443,123.15,-0.2,118.32,3.7,101.8,0.7,109.82,1.1,104.93,-5.4
656,202102,Auto Particulier,DS Polis,22,17330.21,22,17501.15,1,1245.47,1,1074.53,0,0.0,0.0,0,0.0,0.0,787.736818,795.506818,0.0,0.0,0.0,237428,123.4,0.0,118.44,3.6,101.45,0.6,110.06,1.2,109.13,0.7
657,202103,Auto Particulier,DS Polis,22,17501.15,21,16673.35,0,0.0,1,793.84,1,1407.3,1373.34,0,0.0,0.0,795.506818,793.969047,-33.96,1407.3,1373.34,289652,123.51,0.5,118.72,3.8,101.21,0.6,110.02,0.8,112.6,10.7
658,202104,Auto Particulier,DS Polis,21,16673.35,22,17475.87,1,793.9,0,0.0,1,730.04,738.66,1,793.9,793.9,793.969047,794.357727,8.62,730.04,738.66,272934,123.64,0.3,118.86,3.7,101.7,0.7,110.62,0.3,113.38,18.3
659,202105,Auto Particulier,DS Polis,22,17475.87,22,17407.01,0,0.0,0,0.0,3,1901.17,1832.31,0,0.0,0.0,794.357727,791.227727,-68.86,633.723333,610.77,282349,123.05,-0.2,118.28,3.0,101.7,2.1,113.12,2.7,115.12,19.8
660,202106,Auto Particulier,DS Polis,22,17407.01,24,18532.2,2,1170.02,0,0.0,2,1874.04,1829.21,1,584.84,584.84,791.227727,772.175,-44.83,937.02,914.605,297957,123.05,-0.4,118.47,3.2,101.43,2.0,113.46,2.9,116.59,17.4
661,202107,Auto Particulier,DS Polis,24,18532.2,24,18539.36,0,0.0,0,0.0,2,1315.59,1322.75,0,0.0,0.0,772.175,772.473333,7.16,657.795,661.375,287885,123.05,0.3,119.26,3.4,102.17,3.5,114.61,1.3,119.01,18.1
662,202108,Auto Particulier,DS Polis,24,18539.36,24,18539.36,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,772.473333,772.473333,0.0,0.0,0.0,244144,123.04,0.2,119.49,3.6,104.25,5.0,115.01,3.1,119.17,18.3
663,202109,Auto Particulier,DS Polis,24,18539.36,23,17380.78,0,0.0,1,1158.58,0,0.0,0.0,0,0.0,0.0,772.473333,755.686086,0.0,0.0,0.0,258140,122.83,0.0,119.64,3.7,104.62,4.6,115.43,5.0,120.54,20.4
664,202110,Auto Particulier,DS Polis,23,17380.78,22,16107.54,0,0.0,1,1311.53,2,1477.08,1515.37,1,646.91,646.91,755.686086,732.160909,38.29,738.54,757.685,261408,121.82,-0.6,119.52,4.0,106.74,5.6,115.7,5.6,127.26,27.3
665,202111,Auto Particulier,DS Polis,22,16107.54,23,17055.36,1,929.95,0,0.0,2,1279.5,1297.37,0,0.0,0.0,732.160909,741.537391,17.87,639.75,648.685,249016,121.88,-0.6,119.63,4.4,107.91,6.1,116.04,5.8,131.07,33.1
666,202112,Auto Particulier,DS Polis,23,17055.36,24,17853.32,3,2312.38,2,1515.37,3,1703.76,1704.71,1,866.67,866.67,741.537391,743.888333,0.95,567.92,568.236666,258705,118.05,-3.6,119.77,4.5,108.64,6.7,116.51,6.2,128.69,27.8
667,202201,Auto Particulier,DS Polis,24,17853.32,24,18757.84,2,2188.54,1,470.86,2,1590.19,1648.67,1,1327.76,1327.76,743.888333,781.576666,58.48,795.095,824.335,276135,117.16,-4.9,123.65,4.5,110.28,8.3,116.41,6.0,131.05,24.9
668,202202,Auto Particulier,DS Polis,24,18757.84,28,22614.36,4,3058.68,0,0.0,1,1245.47,1304.48,2,1179.86,1918.69,781.576666,807.655714,59.01,1245.47,1304.48,242386,116.98,-5.2,123.95,4.7,110.94,9.4,117.35,6.6,135.31,24.0
669,202203,Auto Particulier,DS Polis,28,22614.36,30,24018.96,2,1401.18,0,0.0,1,1373.34,1376.76,0,0.0,0.0,807.655714,800.632,3.42,1373.34,1376.76,253928,115.66,-6.4,124.45,4.8,111.29,10.0,117.77,7.0,153.7,36.5
670,202204,Auto Particulier,DS Polis,30,24018.96,33,26736.95,3,2748.21,0,0.0,2,1532.56,1535.09,2,2013.78,1981.03,800.632,810.210606,2.53,766.28,767.545,235136,114.64,-7.3,125.04,5.2,112.28,10.4,118.58,7.2,141.45,24.8
671,202205,Auto Particulier,DS Polis,33,26736.95,34,27237.72,1,635.79,0,0.0,2,1361.45,1226.43,0,0.0,0.0,810.210606,801.109411,-135.02,680.725,613.215,237115,114.73,-6.8,126.17,6.7,113.52,11.6,119.25,5.4,146.51,27.3
672,202206,Auto Particulier,DS Polis,34,27237.72,36,28626.32,2,1450.24,0,0.0,3,1840.65,1829.03,2,1526.59,1476.57,801.109411,795.175555,-11.62,613.55,609.676666,252449,115.34,-6.3,127.08,7.3,113.67,12.1,120.84,6.5,157.17,34.8
673,202207,Auto Particulier,DS Polis,36,28626.32,36,28634.73,0,0.0,0,0.0,2,1322.75,1331.16,0,0.0,0.0,795.175555,795.409166,8.41,661.375,665.58,236272,113.73,-7.6,127.44,6.9,114.29,11.9,121.25,5.8,148.25,24.6
674,202208,Auto Particulier,DS Polis,36,28634.73,36,28634.73,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,795.409166,795.409166,0.0,0.0,0.0,222048,113.71,-7.6,127.8,7.0,116.4,11.7,121.31,5.5,139.12,16.7
675,202209,Auto Particulier,DS Polis,36,28634.73,40,31860.87,4,3348.04,0,0.0,0,0.0,0.0,3,2115.22,1993.32,795.409166,796.52175,0.0,0.0,0.0,235849,113.71,-7.4,128.56,7.5,116.9,11.7,121.55,5.3,134.26,11.4
676,202210,Auto Particulier,DS Polis,40,31860.87,42,34097.63,2,2168.24,0,0.0,0,0.0,0.0,1,709.0,777.52,796.52175,811.848333,0.0,0.0,0.0,239258,114.53,-6.0,129.07,8.0,117.37,10.0,121.66,5.2,136.75,7.5
677,202211,Auto Particulier,DS Polis,42,34097.63,42,34154.45,0,0.0,0,0.0,2,1297.37,1291.97,3,2696.12,2758.34,811.848333,813.20119,-5.4,648.685,645.985,241480,115.56,-5.2,129.59,8.3,116.83,8.3,121.54,4.7,130.26,-0.6
678,202212,Auto Particulier,DS Polis,42,34154.45,43,35591.37,2,1776.7,1,536.63,5,3480.46,3499.2,2,1469.51,1647.62,813.20119,827.706279,18.74,696.092,699.84,234429,114.84,-2.7,129.89,8.4,117.12,7.8,123.56,6.1,119.64,-7.0
679,202301,Auto Particulier,DS Polis,43,35591.37,44,36470.9,1,781.22,0,0.0,4,3837.21,3752.81,3,3288.34,3471.05,827.706279,828.88409,-84.4,959.3025,938.2025,261993,116.79,-0.3,132.94,7.5,119.87,8.7,125.75,8.0,123.77,-5.6
680,202302,Auto Particulier,DS Polis,44,36470.9,46,37339.24,3,2157.98,1,565.27,5,5101.99,4409.18,1,433.2,401.64,828.88409,811.722608,-692.81,1020.398,881.836,243049,116.78,-0.2,133.07,7.4,120.11,8.3,127.22,8.4,122.65,-9.4
681,202303,Auto Particulier,DS Polis,46,37339.24,46,37347.16,0,0.0,0,0.0,2,2113.87,2109.02,1,664.07,676.84,811.722608,811.894782,-4.85,1056.935,1054.51,283018,115.78,0.1,133.43,7.2,120.46,8.2,127.77,8.5,121.69,-20.8
682,202304,Auto Particulier,DS Polis,46,37347.16,48,39393.62,1,915.24,0,0.0,5,4250.55,4501.07,4,3606.26,3588.99,811.894782,820.700416,250.52,850.11,900.214,245695,117.11,2.2,134.21,7.3,120.75,7.5,129.16,8.9,123.51,-12.7
683,202305,Auto Particulier,DS Polis,48,39393.62,48,39425.4,0,0.0,0,0.0,3,1862.22,1894.0,0,0.0,0.0,820.700416,821.3625,31.78,620.74,631.333333,261143,118.12,3.0,134.28,6.4,121.33,6.9,130.35,9.3,119.63,-18.3
684,202306,Auto Particulier,DS Polis,48,39425.4,50,41383.17,2,1679.15,0,0.0,3,1823.18,1921.75,3,3768.37,3948.42,821.3625,827.6634,98.57,607.726666,640.583333,283218,119.19,3.3,133.91,5.4,121.62,7.0,130.45,8.0,120.73,-23.2
685,202307,Auto Particulier,DS Polis,50,41383.17,51,42464.55,1,1015.98,0,0.0,2,1331.16,1396.56,2,2031.96,2031.96,827.6634,832.638235,65.4,665.58,698.28,262600,118.23,4.0,134.27,5.4,121.97,6.7,132.28,9.1,131.84,-11.1
686,202308,Auto Particulier,DS Polis,51,42464.55,52,43713.69,2,1959.05,1,709.91,0,0.0,0.0,1,1297.11,1297.11,832.638235,840.647884,0.0,0.0,0.0,246839,126.89,11.6,134.19,5.0,121.96,4.8,133.22,9.8,138.29,-0.6
687,202309,Auto Particulier,DS Polis,52,43713.69,53,44278.37,1,562.56,0,0.0,2,1260.21,1304.24,3,2528.49,2486.58,840.647884,835.440943,44.03,630.105,652.12,254920,126.89,11.6,134.23,4.4,121.96,4.3,130.78,7.6,141.65,5.5
688,202310,Auto Particulier,DS Polis,53,44278.37,53,44290.45,0,0.0,0,0.0,2,2236.76,2248.75,1,1471.59,1471.68,835.440943,835.668867,11.99,1118.38,1124.375,261486,129.97,13.5,133.88,3.7,121.51,3.5,133.22,9.5,137.13,0.3
689,202311,Auto Particulier,DS Polis,53,44290.45,53,44360.56,0,0.0,0,0.0,3,2284.14,2354.25,0,0.0,0.0,835.668867,836.991698,70.11,761.38,784.75,263724,129.93,12.4,133.35,2.9,120.74,3.3,133.09,9.5,132.91,2.0
690,202312,Auto Particulier,DS Polis,53,44360.56,52,44585.92,0,0.0,1,677.18,7,5454.01,5673.38,1,857.48,1540.65,836.991698,857.421538,219.37,779.144285,810.482857,250733,129.92,13.1,133.35,2.7,119.97,2.4,133.25,7.8,127.53,6.6
691,202401,Auto Particulier,DS Polis,52,44585.92,50,42778.18,0,0.0,2,1764.06,4,3858.75,3815.07,0,0.0,0.0,857.421538,855.5636,-43.68,964.6875,953.7675,290748,131.81,12.9,136.12,2.4,122.07,1.8,134.53,7.0,129.07,4.3
692,202402,Auto Particulier,DS Polis,50,42778.18,49,42775.03,0,0.0,1,434.74,8,6535.6,6967.19,1,706.43,706.43,855.5636,872.959795,431.59,816.95,870.89875,274958,132.37,13.3,136.16,2.3,121.6,1.2,134.72,5.9,133.18,8.6
693,202403,Auto Particulier,DS Polis,49,42775.03,48,41841.53,0,0.0,1,1010.04,3,2785.86,2862.4,0,0.0,0.0,872.959795,871.698541,76.54,928.62,954.133333,298540,130.73,12.9,136.04,2.0,121.58,0.9,134.63,5.4,135.2,11.1
694,202404,Auto Particulier,DS Polis,48,41841.53,46,40220.85,0,0.0,1,1067.61,5,4186.22,4522.76,1,1212.82,1221.18,871.698541,874.366304,336.54,837.244,904.552,277264,134.32,14.7,136.42,1.6,121.53,0.6,135.72,5.1,139.31,12.8
695,202405,Auto Particulier,DS Polis,46,40220.85,44,38884.25,0,0.0,2,1417.46,3,1894.0,1974.86,0,0.0,0.0,874.366304,883.732954,80.86,631.333333,658.286666,282771,141.53,19.8,136.54,1.7,121.32,0.0,135.91,4.3,135.57,13.3
696,202406,Auto Particulier,DS Polis,44,38884.25,42,38047.52,0,0.0,1,922.96,4,3237.4,3998.17,1,1089.22,1089.12,883.732954,905.893333,760.77,809.35,999.5425,283084,141.53,18.7,136.54,2.0,121.21,-0.3,135.95,4.2,133.08,10.2
697,202407,Auto Particulier,DS Polis,42,38047.52,41,37711.98,0,0.0,1,434.28,1,1015.98,1114.72,0,0.0,0.0,905.893333,919.80439,98.74,1015.98,1114.72,280248,141.05,19.3,136.3,1.5,121.47,-0.4,136.12,2.9,133.76,1.5
698,202408,Auto Particulier,DS Polis,41,37711.98,41,37854.15,0,0.0,0,0.0,2,1959.05,2101.22,0,0.0,0.0,919.80439,923.271951,142.17,979.525,1050.61,257228,141.61,11.6,136.57,1.8,121.37,-0.5,136.42,2.4,130.48,-5.6
699,202409,Auto Particulier,DS Polis,41,37854.15,41,38038.57,0,0.0,0,0.0,4,3155.4,3298.06,2,1809.4,1851.16,923.271951,927.77,142.66,788.85,824.515,268295,141.6,11.6,136.61,1.8,121.07,-0.7,136.04,4.0,125.62,-11.3
700,202410,Auto Particulier,DS Polis,41,38038.57,39,36281.74,0,0.0,2,1851.35,2,2248.8,2350.32,39,35676.98,35669.98,927.77,930.301025,101.52,1124.4,1175.16,298430,141.24,8.7,136.97,2.3,120.18,-1.1,137.34,3.1,127.48,-7.0
701,202411,Auto Particulier,DS Polis,39,36281.74,39,36396.82,0,0.0,0,0.0,1,1013.52,1128.6,0,0.0,0.0,930.301025,933.251794,115.08,1013.52,1128.6,290301,141.3,8.8,136.97,2.7,119.84,-0.7,137.33,3.2,130.98,-1.5
702,202412,Auto Particulier,DS Polis,39,36396.82,39,37071.92,0,0.0,0,0.0,6,5412.72,6087.82,0,0.0,0.0,933.251794,950.562051,675.1,902.12,1014.636666,276946,141.31,8.8,136.99,2.7,119.45,-0.4,137.73,3.4,131.1,2.8
703,202501,Auto Particulier,DS Polis,39,37071.92,38,35735.27,0,0.0,1,1546.68,4,3920.36,4159.43,1,1002.24,973.2,950.562051,940.401842,239.07,980.09,1039.8575,311367,144.62,9.7,138.92,2.1,121.69,-0.3,139.68,3.8,132.2,2.4
704,202502,Auto Particulier,DS Polis,38,35735.27,38,36222.96,0,0.0,0,0.0,6,4889.44,5377.13,0,0.0,0.0,940.401842,953.235789,487.69,814.906666,896.188333,283406,144.91,9.5,138.82,2.0,121.88,0.2,140.91,4.6,132.5,-0.5
705,202503,Auto Particulier,DS Polis,38,36222.96,36,33856.66,0,0.0,2,2638.44,3,2862.36,3134.5,1,946.92,946.92,953.235789,940.462777,272.14,954.12,1044.833333,299600,144.34,10.4,138.87,2.1,122.02,0.4,140.85,4.6,128.28,-5.1
706,202504,Auto Particulier,DS Polis,36,33856.66,35,34013.89,0,0.0,1,883.64,6,5527.61,6864.36,2,2624.8,2328.92,940.462777,971.825428,1336.75,921.268333,1144.06,282473,143.11,6.5,138.78,1.7,121.94,0.3,140.96,3.9,126.94,-8.9
707,202505,Auto Particulier,DS Polis,35,34013.89,34,33095.68,0,0.0,1,1153.52,2,1540.48,1775.79,0,0.0,0.0,971.825428,973.402352,235.31,770.24,887.895,296401,148.32,4.8,138.91,1.7,122.21,0.7,141.2,3.9,125.39,-7.5
708,202506,Auto Particulier,DS Polis,34,33095.68,34,33204.64,0,0.0,0,0.0,3,2908.92,3017.88,0,0.0,0.0,973.402352,976.607058,108.96,969.64,1005.96,288087,148.32,4.8,138.91,1.7,122.22,0.8,144.44,6.2,127.6,-4.1
709,202507,Auto Particulier,DS Polis,34,33204.64,33,31521.89,0,0.0,1,1837.76,1,1114.73,1269.74,0,0.0,0.0,976.607058,955.208787,155.01,1114.73,1269.74,297592,153.32,8.7,138.94,1.9,122.52,0.9,145.27,6.7,127.64,-4.6
710,202508,Auto Particulier,DS Polis,33,31521.89,33,31721.09,0,0.0,0,0.0,2,2101.32,2300.52,2,2388.98,2388.98,955.208787,961.245151,199.2,1050.66,1150.26,262871,153.33,8.3,138.72,1.6,122.47,0.9,145.55,6.7,127.86,-2.0
711,202509,Auto Particulier,DS Polis,33,31721.09,33,31800.29,0,0.0,0,0.0,1,571.68,650.88,0,0.0,0.0,961.245151,963.645151,79.2,571.68,650.88,283048,153.39,8.3,139.17,1.9,122.19,0.9,146.94,8.0,130.18,3.6
712,202510,Auto Particulier,DS Polis,33,31800.29,33,31899.17,0,0.0,0,0.0,1,803.64,902.52,0,0.0,0.0,963.645151,966.641515,98.88,803.64,902.52,303116,152.98,8.3,139.25,1.7,121.72,1.3,147.19,7.2,130.01,2.0
713,202511,Auto Particulier,DS Polis,33,31899.17,33,31908.65,0,0.0,0,0.0,1,1128.6,1218.0,1,1070.76,990.84,966.641515,966.928787,89.4,1128.6,1218.0,289484,152.98,8.3,139.31,1.7,121.23,1.2,147.3,7.3,131.74,0.6
714,202512,Auto Particulier,DS Polis,33,31908.65,32,31052.8,0,0.0,1,990.84,6,6087.82,6222.81,0,0.0,0.0,966.928787,970.4,134.99,1014.636666,1037.135,297384,156.14,10.5,139.25,1.6,120.86,1.2,148.3,7.7,128.5,-2.0
715,201603,Auto Particulier,Emil Frey Polis,2,1041.91,29,16343.69,27,14019.93,0,0.0,0,0.0,0.0,15,7053.95,8335.8,520.955,563.575517,0.0,0.0,0.0,278227,100.61,0.9,101.76,1.7,100.37,0.6,101.53,1.9,90.14,-12.2
716,201604,Auto Particulier,Emil Frey Polis,29,16343.69,60,29690.78,33,14888.61,2,1884.5,0,0.0,0.0,19,10936.07,11279.05,563.575517,494.846333,0.0,0.0,0.0,264313,103.44,3.7,101.75,2.1,100.69,1.3,102.68,2.8,93.06,-10.4
717,201605,Auto Particulier,Emil Frey Polis,60,29690.78,282,120839.98,226,93999.53,2,405.12,0,0.0,0.0,75,32519.11,31776.03,494.846333,428.510567,0.0,0.0,0.0,253759,102.21,2.4,101.81,2.3,100.87,1.3,102.48,2.6,95.32,-9.7
718,201606,Auto Particulier,Emil Frey Polis,282,120839.98,562,242215.72,285,120819.14,5,1485.72,0,0.0,0.0,83,35213.41,37255.73,428.510567,430.988825,0.0,0.0,0.0,293318,102.47,2.6,101.96,2.2,101.01,0.3,102.45,2.4,97.0,-8.5
719,201607,Auto Particulier,Emil Frey Polis,562,242215.72,804,347029.55,253,108208.44,10,3483.62,0,0.0,0.0,76,37040.74,37812.92,430.988825,431.628793,0.0,0.0,0.0,264924,102.5,2.4,102.11,2.4,101.61,2.1,102.02,1.8,94.22,-10.7
720,201608,Auto Particulier,Emil Frey Polis,804,347029.55,966,417273.68,175,75588.24,12,5195.51,0,0.0,0.0,44,19090.44,19218.23,431.628793,431.960331,0.0,0.0,0.0,239804,102.5,2.4,102.15,2.4,102.26,2.4,102.21,2.1,93.42,-7.0
721,201609,Auto Particulier,Emil Frey Polis,966,417273.68,1173,504064.2,216,90288.33,8,3916.0,0,0.0,0.0,64,29122.1,28752.34,431.960331,429.72225,0.0,0.0,0.0,257549,102.22,2.0,102.13,1.9,102.4,2.0,102.02,1.8,95.21,-1.7
722,201610,Auto Particulier,Emil Frey Polis,1173,504064.2,1386,589732.41,236,95145.02,22,9996.03,0,0.0,0.0,67,28343.8,29354.98,429.72225,425.492359,0.0,0.0,0.0,264286,102.23,2.0,102.05,1.7,102.41,1.9,103.14,2.9,97.39,2.2
723,201611,Auto Particulier,Emil Frey Polis,1386,589732.41,1642,699447.65,276,118518.3,17,8861.76,0,0.0,0.0,66,30983.67,31422.63,425.492359,425.97299,0.0,0.0,0.0,260395,102.23,1.9,101.61,1.2,102.08,1.1,103.88,3.6,96.56,-0.3
724,201612,Auto Particulier,Emil Frey Polis,1642,699447.65,1816,772421.63,198,82800.2,24,10870.35,0,0.0,0.0,57,24429.35,24917.72,425.97299,425.342307,0.0,0.0,0.0,260253,104.29,3.8,101.61,1.2,102.7,1.6,103.83,3.0,99.92,7.3
725,201701,Auto Particulier,Emil Frey Polis,1816,772421.63,2017,856948.84,226,94174.1,28,12780.63,0,0.0,0.0,66,30215.12,31837.87,425.342307,424.863083,0.0,0.0,0.0,293648,105.38,4.6,103.62,1.8,103.2,2.9,103.19,1.8,101.2,11.8
726,201702,Auto Particulier,Emil Frey Polis,2017,856948.84,2181,930310.77,193,87126.91,30,14047.75,2,1041.91,1000.81,67,33504.49,33551.97,424.863083,426.552393,-41.1,520.955,500.405,258559,107.19,6.8,103.64,1.9,102.83,2.7,104.21,2.1,102.06,15.2
727,201703,Auto Particulier,Emil Frey Polis,2181,930310.77,2343,996082.92,193,80755.53,32,14818.29,20,10789.98,10153.83,34,14498.39,14591.11,426.552393,425.131421,-636.15,539.499,507.6915,290407,107.16,6.5,103.45,1.7,102.86,2.5,103.73,2.2,100.05,11.0
728,201704,Auto Particulier,Emil Frey Polis,2343,996082.92,2528,1075955.98,214,91049.17,28,13265.67,25,12104.15,12981.44,60,26312.59,27524.86,425.131421,425.615498,877.29,484.166,519.2576,247092,107.17,3.6,103.49,1.7,102.98,2.3,102.45,-0.2,101.43,9.0
729,201705,Auto Particulier,Emil Frey Polis,2528,1075955.98,2529,1073164.96,42,19102.13,38,19681.42,174,72144.13,72613.38,69,29663.31,27856.22,425.615498,424.343598,469.25,414.621436,417.318275,280324,106.09,3.8,104.2,2.3,103.12,2.2,101.88,-0.6,98.63,3.5
730,201706,Auto Particulier,Emil Frey Polis,2529,1073164.96,2531,1077301.59,41,21289.11,37,18020.8,221,93015.39,96884.72,74,36673.48,34781.57,424.343598,425.642666,3869.33,420.884117,438.392398,289854,108.57,6.0,104.31,2.3,103.06,2.0,100.42,-2.0,97.04,0.0
731,201707,Auto Particulier,Emil Frey Polis,2531,1077301.59,2527,1083095.07,37,18660.46,40,16414.52,208,90218.26,92999.43,66,28582.04,29575.12,425.642666,428.60905,2781.17,433.741634,447.112644,275438,108.57,5.9,104.55,2.4,103.05,1.4,98.55,-3.4,96.69,2.6
732,201708,Auto Particulier,Emil Frey Polis,2527,1083095.07,2521,1085515.5,38,18875.89,40,17031.21,138,59511.31,61977.99,63,29279.62,28942.44,428.60905,430.58925,2466.68,431.241376,449.115869,255378,108.9,6.2,104.6,2.4,103.1,0.8,99.25,-2.9,98.09,5.0
733,201709,Auto Particulier,Emil Frey Polis,2521,1085515.5,2519,1086923.14,42,18697.18,42,21509.74,170,72359.26,75644.9,60,28651.52,30475.88,430.58925,431.489932,3285.64,425.642705,444.97,268701,108.9,6.5,104.63,2.4,103.2,0.8,100.41,-1.6,100.22,5.3
734,201710,Auto Particulier,Emil Frey Polis,2519,1086923.14,2511,1090665.66,38,21553.79,44,21190.25,181,70394.33,74806.54,63,33827.04,33422.42,431.489932,434.355101,4412.21,388.91895,413.295801,274231,111.15,8.7,104.91,2.8,103.57,1.1,101.74,-1.4,99.33,2.0
735,201711,Auto Particulier,Emil Frey Polis,2511,1090665.66,2502,1090283.76,26,12757.54,32,17144.99,213,89418.33,94248.44,59,24911.14,26103.76,434.355101,435.764892,4830.11,419.804366,442.480938,273254,111.51,9.1,105.23,3.6,103.4,1.3,101.55,-2.2,102.43,6.1
736,201712,Auto Particulier,Emil Frey Polis,2502,1090283.76,2481,1081448.97,21,8547.08,41,19274.41,153,62716.47,65610.18,47,20034.4,19475.37,435.764892,435.89237,2893.71,409.911568,428.824705,234953,111.61,7.0,105.23,3.6,103.15,0.4,101.43,-2.3,101.43,1.5
737,201801,Auto Particulier,Emil Frey Polis,2481,1081448.97,2474,1082219.87,37,17470.17,42,20378.31,186,75894.91,80312.44,55,26682.63,27056.8,435.89237,437.437295,4417.53,408.03715,431.787311,312471,113.46,7.7,107.02,3.3,102.59,-0.6,99.79,-3.3,103.25,2.0
738,201802,Auto Particulier,Emil Frey Polis,2474,1082219.87,2485,1092531.04,43,20363.68,31,14431.77,159,68656.21,72065.32,51,24793.95,25958.74,437.437295,439.650317,3409.11,431.800062,453.241006,264207,113.46,5.8,107.02,3.3,102.27,-0.5,98.82,-5.2,101.35,-0.7
739,201803,Auto Particulier,Emil Frey Polis,2485,1092531.04,2484,1095535.03,45,19716.31,45,19328.31,179,74572.9,79465.07,56,28225.95,27463.84,439.650317,441.036646,4892.17,416.608379,443.938938,300625,112.99,5.4,107.48,3.9,102.27,-0.6,100.86,-2.8,100.36,0.3
740,201804,Auto Particulier,Emil Frey Polis,2484,1095535.03,2451,1081692.11,19,10294.28,48,24936.86,192,82165.82,86643.09,64,30032.01,28390.54,441.036646,441.32685,4477.27,427.946979,451.266093,255139,113.04,5.5,107.68,4.0,102.35,-0.6,102.28,-0.2,104.23,2.8
741,201805,Auto Particulier,Emil Frey Polis,2451,1081692.11,2438,1080131.56,22,8979.53,32,13576.01,161,67411.45,69976.97,61,25482.09,27034.01,441.32685,443.040016,2565.52,418.704658,434.639565,276699,112.75,6.3,108.66,4.3,101.66,-1.4,102.82,0.9,108.24,9.7
742,201806,Auto Particulier,Emil Frey Polis,2438,1080131.56,2424,1074150.13,22,10448.66,34,14849.25,218,91810.49,89900.65,62,30432.29,31911.24,443.040016,443.131241,-1909.84,421.149036,412.388302,303763,113.03,4.1,108.56,4.1,102.41,-0.6,103.24,2.8,107.94,11.2
