,Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,CBS_Autoverkopen_Totaal,CPI_Verzekeringen_Vervoer,Jaarmutatie_CPI_Verzekeringen_Vervoer,CPI_Nieuwe_Autos,Jaarmutatie_CPI_Nieuwe_Autos,CPI_Tweedehands_Autos,Jaarmutatie_CPI_Tweedehands_Autos,CPI_Onderhoud_en_Reparatie_Privevoertuigen,Jaarmutatie_CPI_Onderhoud_en_Reparatie_Privevoertuigen,CPI_Brandstoffen,Jaarmutatie_CPI_Brandstoffen
2230,202401,Auto Particulier,Renault Polis,9107,5772549.68,9159,5827776.12,181,122726.36,119,75237.58,695,421892.45,432235.84,230,152680.35,156268.65,633.858535,636.289564,10343.39,607.039496,621.922071,290748,131.81,12.9,136.12,2.4,122.07,1.8,134.53,7.0,129.07,4.3
2231,202402,Auto Particulier,Renault Polis,9159,5827776.12,9197,5870319.76,159,105427.16,112,69489.47,565,351502.59,358916.39,203,137213.9,139504.31,636.289564,638.286371,7413.8,622.128477,635.250247,274958,132.37,13.3,136.16,2.3,121.6,1.2,134.72,5.9,133.18,8.6
2232,202403,Auto Particulier,Renault Polis,9197,5870319.76,9268,5939785.8,218,152105.37,137,86431.83,681,419288.56,427953.03,218,151160.25,150761.43,638.286371,640.891864,8664.47,615.695389,628.418546,298540,130.73,12.9,136.04,2.0,121.58,0.9,134.63,5.4,135.2,11.1
2233,202404,Auto Particulier,Renault Polis,9268,5939785.8,9310,6012478.2,152,113400.25,102,64955.85,659,425206.69,453900.61,155,113759.39,113863.89,640.891864,645.808614,28693.92,645.230182,688.77179,277264,134.32,14.7,136.42,1.6,121.53,0.6,135.72,5.1,139.31,12.8
2234,202405,Auto Particulier,Renault Polis,9310,6012478.2,9367,6086940.77,158,112784.61,96,66080.13,648,413964.19,439417.35,147,100957.21,105387.72,645.808614,649.828202,25453.16,638.833626,678.113194,282771,141.53,19.8,136.54,1.7,121.32,0.0,135.91,4.3,135.57,13.3
2235,202406,Auto Particulier,Renault Polis,9367,6086940.77,9424,6181792.9,170,130487.02,108,71309.77,713,457199.51,491875.18,140,103427.62,107517.16,649.828202,655.962744,34675.67,641.233534,689.867012,283084,141.53,18.7,136.54,2.0,121.21,-0.3,135.95,4.2,133.08,10.2
2236,202407,Auto Particulier,Renault Polis,9424,6181792.9,9431,6240776.62,120,97585.33,106,79138.45,687,420884.38,458820.55,116,82084.0,90872.5,655.962744,661.730104,37936.17,612.641018,667.861062,280248,141.05,19.3,136.3,1.5,121.47,-0.4,136.12,2.9,133.76,1.5
2237,202408,Auto Particulier,Renault Polis,9431,6240776.62,9445,6304396.27,132,109361.53,109,70016.64,625,392827.73,420401.38,115,88580.59,90323.07,661.730104,667.485047,27573.65,628.524368,672.642208,257228,141.61,11.6,136.57,1.8,121.37,-0.5,136.42,2.4,130.48,-5.6
2238,202409,Auto Particulier,Renault Polis,9445,6304396.27,9448,6343388.33,120,90066.47,112,77558.23,597,379661.71,406735.36,45,33485.49,36251.98,667.485047,671.400119,27073.65,635.949262,681.29876,268295,141.6,11.6,136.61,1.8,121.07,-0.7,136.04,4.0,125.62,-11.3
2239,202410,Auto Particulier,Renault Polis,9448,6343388.33,9419,6376091.64,122,95572.43,164,108756.26,698,448067.19,491765.97,9466,6371184.81,6365857.51,671.400119,676.939339,43698.78,641.930071,704.535773,298430,141.24,8.7,136.97,2.3,120.18,-1.1,137.34,3.1,127.48,-7.0
2240,202411,Auto Particulier,Renault Polis,9419,6376091.64,9400,6424487.6,134,102791.45,152,102868.63,763,473488.53,519781.8,219,156523.84,159739.07,676.939339,683.456127,46293.27,620.561638,681.234338,290301,141.3,8.8,136.97,2.7,119.84,-0.7,137.33,3.2,130.98,-1.5
2241,202412,Auto Particulier,Renault Polis,9400,6424487.6,9424,6495852.48,162,120323.62,138,98645.46,772,516600.43,559162.61,225,167039.07,174163.61,683.456127,689.288251,42562.18,669.171541,724.303898,276946,141.31,8.8,136.99,2.7,119.45,-0.4,137.73,3.4,131.1,2.8
2242,202501,Auto Particulier,Renault Polis,9424,6495852.48,9396,6523140.59,127,92005.61,155,108852.36,775,498172.64,539486.19,188,138425.01,141315.76,689.288251,694.24655,41313.55,642.803406,696.111212,311367,144.62,9.7,138.92,2.1,121.69,-0.3,139.68,3.8,132.2,2.4
2243,202502,Auto Particulier,Renault Polis,9396,6523140.59,9390,6560692.82,134,99327.29,140,104989.5,635,406885.28,445107.89,196,139722.47,144714.3,694.24655,698.689331,38222.61,640.76422,700.957307,283406,144.91,9.5,138.82,2.0,121.88,0.2,140.91,4.6,132.5,-0.5
2244,202503,Auto Particulier,Renault Polis,9390,6560692.82,9400,6623971.74,188,144828.01,178,125833.95,807,518976.34,565365.35,238,179350.21,177246.06,698.689331,704.677844,46389.01,643.093358,700.576641,299600,144.34,10.4,138.87,2.1,122.02,0.4,140.85,4.6,128.28,-5.1
2245,202504,Auto Particulier,Renault Polis,9400,6623971.74,9386,6693371.86,132,107522.79,146,109856.76,695,485489.19,556385.46,254,200544.69,201382.51,704.677844,713.122934,70896.27,698.545597,800.554618,282473,143.11,6.5,138.78,1.7,121.94,0.3,140.96,3.9,126.94,-8.9
2246,202505,Auto Particulier,Renault Polis,9386,6693371.86,9362,6762408.36,114,94589.51,138,99608.1,698,477054.37,550857.81,261,208789.03,209040.68,713.122934,722.325182,73803.44,683.458982,789.19457,296401,148.32,4.8,138.91,1.7,122.21,0.7,141.2,3.9,125.39,-7.5
2247,202506,Auto Particulier,Renault Polis,9362,6762408.36,9320,6811383.52,105,91695.38,147,116291.08,786,556311.93,629058.44,260,206750.39,207458.08,722.325182,730.835141,72746.51,707.775992,800.328804,288087,148.32,4.8,138.91,1.7,122.22,0.8,144.44,6.2,127.6,-4.1
2248,202507,Auto Particulier,Renault Polis,9320,6811383.52,9267,6849978.11,88,74401.6,141,108469.16,709,494061.27,561097.37,238,188361.78,193987.83,730.835141,739.179681,67036.1,696.842411,791.392623,297592,153.32,8.7,138.94,1.9,122.52,0.9,145.27,6.7,127.64,-4.6
2249,202508,Auto Particulier,Renault Polis,9267,6849978.11,9188,6851908.83,90,75591.72,169,129217.21,645,453500.51,507012.62,142,113745.33,115789.43,739.179681,745.74541,53512.11,703.101565,786.066077,262871,153.33,8.3,138.72,1.6,122.47,0.9,145.55,6.7,127.86,-2.0
2250,202509,Auto Particulier,Renault Polis,9188,6851908.83,9147,6892188.79,97,83773.77,138,105271.93,631,446885.13,503416.26,195,156287.04,161534.03,745.74541,753.491722,56531.13,708.217321,797.807068,283048,153.39,8.3,139.17,1.9,122.19,0.9,146.94,8.0,130.18,3.6
2251,202510,Auto Particulier,Renault Polis,9147,6892188.79,9082,6918449.69,114,106176.61,179,138295.41,664,466531.66,521964.47,319,241655.73,244946.51,753.491722,761.776006,55432.81,702.607921,786.091069,303116,152.98,8.3,139.25,1.7,121.72,1.3,147.19,7.2,130.01,2.0
2252,202511,Auto Particulier,Renault Polis,9082,6918449.69,9037,6965836.61,123,109161.72,168,123079.12,747,512304.6,572799.55,222,184571.93,184291.79,761.776006,770.812947,60494.95,685.816064,766.799933,289484,152.98,8.3,139.31,1.7,121.23,1.2,147.3,7.3,131.74,0.6
2253,202512,Auto Particulier,Renault Polis,9037,6965836.61,9002,7029613.98,148,139695.69,183,142398.75,769,560053.85,623735.05,236,192426.48,197519.43,770.812947,780.894687,63681.2,728.288491,811.098894,297384,156.14,10.5,139.25,1.6,120.86,1.2,148.3,7.7,128.5,-2.0
2254,202305,Auto Particulier,Stellantis Polis,6,4677.65,13,9208.4,8,5357.22,1,673.26,0,0.0,0.0,11,8067.31,7914.1,779.608333,708.338461,0.0,0.0,0.0,261143,118.12,3.0,134.28,6.4,121.33,6.9,130.35,9.3,119.63,-18.3
2255,202306,Auto Particulier,Stellantis Polis,13,9208.4,25,18223.72,14,11399.38,3,2298.89,0,0.0,0.0,18,14926.16,14840.99,708.338461,728.9488,0.0,0.0,0.0,283218,119.19,3.3,133.91,5.4,121.62,7.0,130.45,8.0,120.73,-23.2
2256,202307,Auto Particulier,Stellantis Polis,25,18223.72,39,26988.75,14,8633.81,0,0.0,0,0.0,0.0,16,9746.24,9877.46,728.9488,692.01923,0.0,0.0,0.0,262600,118.23,4.0,134.27,5.4,121.97,6.7,132.28,9.1,131.84,-11.1
2257,202308,Auto Particulier,Stellantis Polis,39,26988.75,54,37875.68,17,10734.29,2,838.55,0,0.0,0.0,26,17740.07,18731.26,692.01923,701.401481,0.0,0.0,0.0,246839,126.89,11.6,134.19,5.0,121.96,4.8,133.22,9.8,138.29,-0.6
2258,202309,Auto Particulier,Stellantis Polis,54,37875.68,85,57763.14,32,20845.98,1,863.97,0,0.0,0.0,35,23202.78,23108.23,701.401481,679.566352,0.0,0.0,0.0,254920,126.89,11.6,134.23,4.4,121.96,4.3,130.78,7.6,141.65,5.5
2259,202310,Auto Particulier,Stellantis Polis,85,57763.14,121,83148.05,36,24137.6,0,0.0,0,0.0,0.0,44,30923.93,32171.24,679.566352,687.173966,0.0,0.0,0.0,261486,129.97,13.5,133.88,3.7,121.51,3.5,133.22,9.5,137.13,0.3
2260,202311,Auto Particulier,Stellantis Polis,121,83148.05,166,117247.51,47,33720.81,2,1068.39,0,0.0,0.0,45,33079.21,34526.25,687.173966,706.310301,0.0,0.0,0.0,263724,129.93,12.4,133.35,2.9,120.74,3.3,133.09,9.5,132.91,2.0
2261,202312,Auto Particulier,Stellantis Polis,166,117247.51,222,155929.31,58,37889.83,2,1501.29,0,0.0,0.0,51,37581.77,39875.02,706.310301,702.384279,0.0,0.0,0.0,250733,129.92,13.1,133.35,2.7,119.97,2.4,133.25,7.8,127.53,6.6
2262,202401,Auto Particulier,Stellantis Polis,222,155929.31,297,209338.85,78,53114.2,3,1731.43,0,0.0,0.0,79,54590.22,56587.33,702.384279,704.844612,0.0,0.0,0.0,290748,131.81,12.9,136.12,2.4,122.07,1.8,134.53,7.0,129.07,4.3
2263,202402,Auto Particulier,Stellantis Polis,297,209338.85,362,255401.3,69,45870.23,4,2209.52,0,0.0,0.0,61,40360.84,42762.58,704.844612,705.528453,0.0,0.0,0.0,274958,132.37,13.3,136.16,2.3,121.6,1.2,134.72,5.9,133.18,8.6
2264,202403,Auto Particulier,Stellantis Polis,362,255401.3,431,303544.21,72,50595.31,2,2076.06,0,0.0,0.0,40,25920.38,26915.88,705.528453,704.278909,0.0,0.0,0.0,298540,130.73,12.9,136.04,2.0,121.58,0.9,134.63,5.4,135.2,11.1
2265,202404,Auto Particulier,Stellantis Polis,431,303544.21,466,335186.57,43,35014.08,8,4638.1,3,2311.0,2346.4,21,15796.78,17027.76,704.278909,719.284484,35.4,770.333333,782.133333,277264,134.32,14.7,136.42,1.6,121.53,0.6,135.72,5.1,139.31,12.8
2266,202405,Auto Particulier,Stellantis Polis,466,335186.57,532,388201.64,73,56399.02,7,5073.69,5,3822.13,3971.29,50,37130.28,38670.86,719.284484,729.70233,149.16,764.426,794.258,282771,141.53,19.8,136.54,1.7,121.32,0.0,135.91,4.3,135.57,13.3
2267,202406,Auto Particulier,Stellantis Polis,532,388201.64,585,432537.91,64,49522.67,10,8181.79,12,9936.13,10210.05,38,25854.51,28575.98,729.70233,739.381042,273.92,828.010833,850.8375,283084,141.53,18.7,136.54,2.0,121.21,-0.3,135.95,4.2,133.08,10.2
2268,202407,Auto Particulier,Stellantis Polis,585,432537.91,634,475572.9,56,46691.15,7,6332.73,10,5718.71,6228.01,27,19577.66,21745.12,739.381042,750.114984,509.3,571.871,622.801,280248,141.05,19.3,136.3,1.5,121.47,-0.4,136.12,2.9,133.76,1.5
2269,202408,Auto Particulier,Stellantis Polis,634,475572.9,698,532978.42,67,54573.27,3,1494.01,13,9343.94,13545.73,29,20865.62,22644.26,750.114984,763.579398,4201.79,718.764615,1041.97923,257228,141.61,11.6,136.57,1.8,121.37,-0.5,136.42,2.4,130.48,-5.6
2270,202409,Auto Particulier,Stellantis Polis,698,532978.42,735,567558.15,46,39113.06,9,5676.73,26,17776.76,18784.29,5,3440.39,3575.49,763.579398,772.187959,1007.53,683.721538,722.472692,268295,141.6,11.6,136.61,1.8,121.07,-0.7,136.04,4.0,125.62,-11.3
2271,202410,Auto Particulier,Stellantis Polis,735,567558.15,780,607555.72,59,45651.35,16,13103.03,32,22972.91,25629.82,771,592467.16,596534.73,772.187959,778.917589,2656.91,717.903437,800.931875,298430,141.24,8.7,136.97,2.3,120.18,-1.1,137.34,3.1,127.48,-7.0
2272,202411,Auto Particulier,Stellantis Polis,780,607555.72,837,654017.08,72,57452.02,15,14902.84,41,30010.26,31992.13,58,44220.62,46150.93,778.917589,781.382413,1981.87,731.95756,780.295853,290301,141.3,8.8,136.97,2.7,119.84,-0.7,137.33,3.2,130.98,-1.5
2273,202412,Auto Particulier,Stellantis Polis,837,654017.08,892,705106.0,73,60817.93,18,17701.1,49,34187.85,39027.46,56,47268.98,50401.46,781.382413,790.477578,4839.61,697.711224,796.478775,276946,141.31,8.8,136.99,2.7,119.45,-0.4,137.73,3.4,131.1,2.8
2274,202501,Auto Particulier,Stellantis Polis,892,705106.0,953,758062.61,75,60074.05,14,13760.26,73,51252.05,55209.18,62,49062.12,51747.81,790.477578,795.448698,3957.13,702.082876,756.290136,311367,144.62,9.7,138.92,2.1,121.69,-0.3,139.68,3.8,132.2,2.4
2275,202502,Auto Particulier,Stellantis Polis,953,758062.61,1001,796797.85,65,51774.0,16,13759.24,63,43559.1,46900.59,52,44865.63,42899.55,795.448698,796.001848,3341.49,691.414285,744.453809,283406,144.91,9.5,138.82,2.0,121.88,0.2,140.91,4.6,132.5,-0.5
2276,202503,Auto Particulier,Stellantis Polis,1001,796797.85,1080,872874.02,88,72452.03,9,5868.28,64,46530.61,51378.82,83,68281.34,72925.55,796.001848,808.216685,4848.21,727.040781,802.794062,299600,144.34,10.4,138.87,2.1,122.02,0.4,140.85,4.6,128.28,-5.1
2277,202504,Auto Particulier,Stellantis Polis,1080,872874.02,1132,926681.17,72,67894.92,19,18743.68,35,29012.9,31843.46,67,61293.49,63972.88,808.216685,818.622941,2830.56,828.94,909.813142,282473,143.11,6.5,138.78,1.7,121.94,0.3,140.96,3.9,126.94,-8.9
2278,202505,Auto Particulier,Stellantis Polis,1132,926681.17,1188,986753.13,69,63015.84,13,10683.47,66,51621.71,59169.47,52,49365.44,49557.27,818.622941,830.600277,7547.76,782.147121,896.507121,296401,148.32,4.8,138.91,1.7,122.21,0.7,141.2,3.9,125.39,-7.5
2279,202506,Auto Particulier,Stellantis Polis,1188,986753.13,1232,1037129.47,64,58558.93,20,20812.44,69,58147.42,65374.08,58,49778.17,55181.36,830.600277,841.825868,7226.66,842.716231,947.450434,288087,148.32,4.8,138.91,1.7,122.22,0.8,144.44,6.2,127.6,-4.1
2280,202507,Auto Particulier,Stellantis Polis,1232,1037129.47,1276,1084959.38,70,64405.47,26,23435.62,62,52288.78,59442.98,71,65738.39,65444.25,841.825868,850.281645,7154.2,843.367419,958.757741,297592,153.32,8.7,138.94,1.9,122.52,0.9,145.27,6.7,127.64,-4.6
2281,202508,Auto Particulier,Stellantis Polis,1276,1084959.38,1329,1149453.59,73,72101.01,20,19534.57,66,56433.65,62265.7,68,69250.31,75346.03,850.281645,864.901121,5832.05,855.055303,943.419696,262871,153.33,8.3,138.72,1.6,122.47,0.9,145.55,6.7,127.86,-2.0
2282,202509,Auto Particulier,Stellantis Polis,1329,1149453.59,1375,1202679.26,69,69475.82,23,23178.05,67,56387.48,62622.19,62,53909.03,54602.22,864.901121,874.675825,6234.71,841.604179,934.659552,283048,153.39,8.3,139.17,1.9,122.19,0.9,146.94,8.0,130.18,3.6
2283,202510,Auto Particulier,Stellantis Polis,1375,1202679.26,1439,1278829.41,85,85328.6,21,19951.86,73,53681.63,61043.04,74,72301.35,75652.24,874.675825,888.693127,7361.41,735.364794,836.206027,303116,152.98,8.3,139.25,1.7,121.72,1.3,147.19,7.2,130.01,2.0
2284,202511,Auto Particulier,Stellantis Polis,1439,1278829.41,1474,1322335.25,60,53691.08,25,21013.52,91,71562.86,79485.07,49,45379.4,48285.47,888.693127,897.106682,7922.21,786.405054,873.462307,289484,152.98,8.3,139.31,1.7,121.23,1.2,147.3,7.3,131.74,0.6
2285,202512,Auto Particulier,Stellantis Polis,1474,1322335.25,1527,1386854.54,71,69957.27,18,17781.38,102,85622.53,95556.78,63,58124.61,60192.54,897.106682,908.221702,9934.25,839.436568,936.831176,297384,156.14,10.5,139.25,1.6,120.86,1.2,148.3,7.7,128.5,-2.0
2286,201510,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,271074,100.21,2.3,100.31,3.4,100.54,1.8,100.27,1.0,95.32,-12.4
2287,201511,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,255282,100.32,2.3,100.4,3.5,100.98,2.0,100.26,0.6,96.82,-8.6
2288,201512,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,294494,100.5,2.5,100.4,3.5,101.05,1.5,100.77,1.0,93.12,-7.1
2289,201601,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,277579,100.7,1.0,101.82,1.7,100.27,1.1,101.41,1.3,90.5,-5.0
2290,201602,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,262034,100.38,0.7,101.7,1.7,100.13,1.2,102.03,3.4,88.61,-10.2
2291,201603,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,278227,100.61,0.9,101.76,1.7,100.37,0.6,101.53,1.9,90.14,-12.2
2292,201604,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,264313,103.44,3.7,101.75,2.1,100.69,1.3,102.68,2.8,93.06,-10.4
2293,201605,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,253759,102.21,2.4,101.81,2.3,100.87,1.3,102.48,2.6,95.32,-9.7
2294,201606,Auto Particulier,Subaru Polis,1,828.75,1,828.75,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,828.75,828.75,0.0,0.0,0.0,293318,102.47,2.6,101.96,2.2,101.01,0.3,102.45,2.4,97.0,-8.5
2295,201607,Auto Particulier,Subaru Polis,1,828.75,2,1564.62,1,621.14,0,0.0,0,0.0,0.0,1,621.14,735.87,828.75,782.31,0.0,0.0,0.0,264924,102.5,2.4,102.11,2.4,101.61,2.1,102.02,1.8,94.22,-10.7
2296,201608,Auto Particulier,Subaru Polis,2,1564.62,3,2514.1,1,949.48,0,0.0,0,0.0,0.0,0,0.0,0.0,782.31,838.033333,0.0,0.0,0.0,239804,102.5,2.4,102.15,2.4,102.26,2.4,102.21,2.1,93.42,-7.0
2297,201609,Auto Particulier,Subaru Polis,3,2514.1,3,2496.56,0,0.0,0,0.0,1,828.75,811.21,0,0.0,0.0,838.033333,832.186666,-17.54,828.75,811.21,257549,102.22,2.0,102.13,1.9,102.4,2.0,102.02,1.8,95.21,-1.7
2298,201610,Auto Particulier,Subaru Polis,3,2496.56,9,6148.94,6,3420.12,0,0.0,0,0.0,0.0,5,2605.02,2837.28,832.186666,683.215555,0.0,0.0,0.0,264286,102.23,2.0,102.05,1.7,102.41,1.9,103.14,2.9,97.39,2.2
2299,201611,Auto Particulier,Subaru Polis,9,6148.94,13,9643.3,4,3463.87,0,0.0,0,0.0,0.0,2,1232.28,1262.77,683.215555,741.792307,0.0,0.0,0.0,260395,102.23,1.9,101.61,1.2,102.08,1.1,103.88,3.6,96.56,-0.3
2300,201612,Auto Particulier,Subaru Polis,13,9643.3,15,11433.78,2,1319.04,0,0.0,0,0.0,0.0,1,756.58,1228.02,741.792307,762.252,0.0,0.0,0.0,260253,104.29,3.8,101.61,1.2,102.7,1.6,103.83,3.0,99.92,7.3
2301,201701,Auto Particulier,Subaru Polis,15,11433.78,21,15241.55,6,3549.31,0,0.0,0,0.0,0.0,2,1286.02,1544.48,762.252,725.788095,0.0,0.0,0.0,293648,105.38,4.6,103.62,1.8,103.2,2.9,103.19,1.8,101.2,11.8
2302,201702,Auto Particulier,Subaru Polis,21,15241.55,25,17974.82,4,2733.27,0,0.0,0,0.0,0.0,3,2204.73,2204.73,725.788095,718.9928,0.0,0.0,0.0,258559,107.19,6.8,103.64,1.9,102.83,2.7,104.21,2.1,102.06,15.2
2303,201703,Auto Particulier,Subaru Polis,25,17974.82,27,19340.79,2,1365.97,0,0.0,0,0.0,0.0,1,589.64,589.64,718.9928,716.325555,0.0,0.0,0.0,290407,107.16,6.5,103.45,1.7,102.86,2.5,103.73,2.2,100.05,11.0
2304,201704,Auto Particulier,Subaru Polis,27,19340.79,28,19736.87,1,396.08,0,0.0,0,0.0,0.0,0,0.0,0.0,716.325555,704.888214,0.0,0.0,0.0,247092,107.17,3.6,103.49,1.7,102.98,2.3,102.45,-0.2,101.43,9.0
2305,201705,Auto Particulier,Subaru Polis,28,19736.87,29,20632.82,2,1713.69,1,776.33,0,0.0,0.0,1,879.4,837.99,704.888214,711.476551,0.0,0.0,0.0,280324,106.09,3.8,104.2,2.3,103.12,2.2,101.88,-0.6,98.63,3.5
2306,201706,Auto Particulier,Subaru Polis,29,20632.82,33,23505.22,4,2872.4,0,0.0,0,0.0,0.0,0,0.0,0.0,711.476551,712.279393,0.0,0.0,0.0,289854,108.57,6.0,104.31,2.3,103.06,2.0,100.42,-2.0,97.04,0.0
2307,201707,Auto Particulier,Subaru Polis,33,23505.22,35,24343.39,3,1579.43,1,594.56,1,735.87,735.77,2,1621.49,1474.89,712.279393,695.525428,-0.1,735.87,735.77,275438,108.57,5.9,104.55,2.4,103.05,1.4,98.55,-3.4,96.69,2.6
2308,201708,Auto Particulier,Subaru Polis,35,24343.39,35,24213.86,0,0.0,0,0.0,1,949.48,819.95,0,0.0,0.0,695.525428,691.824571,-129.53,949.48,819.95,255378,108.9,6.2,104.6,2.4,103.1,0.8,99.25,-2.9,98.09,5.0
2309,201709,Auto Particulier,Subaru Polis,35,24213.86,36,25053.44,1,741.69,0,0.0,1,811.21,793.41,1,741.69,857.38,691.824571,695.928888,-17.8,811.21,793.41,268701,108.9,6.5,104.63,2.4,103.2,0.8,100.41,-1.6,100.22,5.3
2310,201710,Auto Particulier,Subaru Polis,36,25053.44,35,24562.1,0,0.0,1,605.18,5,3047.2,3161.04,0,0.0,0.0,695.928888,701.774285,113.84,609.44,632.208,274231,111.15,8.7,104.91,2.8,103.57,1.1,101.74,-1.4,99.33,2.0
2311,201711,Auto Particulier,Subaru Polis,35,24562.1,36,25242.96,1,608.66,0,0.0,4,3494.36,3566.56,0,0.0,0.0,701.774285,701.193333,72.2,873.59,891.64,273254,111.51,9.1,105.23,3.6,103.4,1.3,101.55,-2.2,102.43,6.1
2312,201712,Auto Particulier,Subaru Polis,36,25242.96,38,25779.01,2,1222.38,0,0.0,2,1790.48,1746.96,2,1222.38,579.57,701.193333,678.395,-43.52,895.24,873.48,234953,111.61,7.0,105.23,3.6,103.15,0.4,101.43,-2.3,101.43,1.5
2313,201801,Auto Particulier,Subaru Polis,38,25779.01,37,25838.45,1,581.78,2,893.38,4,2914.39,3285.43,0,0.0,0.0,678.395,698.336486,371.04,728.5975,821.3575,312471,113.46,7.7,107.02,3.3,102.59,-0.6,99.79,-3.3,103.25,2.0
2314,201802,Auto Particulier,Subaru Polis,37,25838.45,40,27840.52,3,1924.0,0,0.0,4,2733.27,2969.17,2,1592.04,1434.21,698.336486,696.013,235.9,683.3175,742.2925,264207,113.46,5.8,107.02,3.3,102.27,-0.5,98.82,-5.2,101.35,-0.7
2315,201803,Auto Particulier,Subaru Polis,40,27840.52,42,29152.4,2,1257.68,0,0.0,1,589.64,643.84,1,661.31,661.31,696.013,694.104761,54.2,589.64,643.84,300625,112.99,5.4,107.48,3.9,102.27,-0.6,100.86,-2.8,100.36,0.3
2316,201804,Auto Particulier,Subaru Polis,42,29152.4,42,29181.5,0,0.0,0,0.0,1,396.08,425.18,0,0.0,0.0,694.104761,694.797619,29.1,396.08,425.18,255139,113.04,5.5,107.68,4.0,102.35,-0.6,102.28,-0.2,104.23,2.8
2317,201805,Auto Particulier,Subaru Polis,42,29181.5,43,31351.76,1,2057.71,0,0.0,2,1672.28,1784.83,0,0.0,0.0,694.797619,729.110697,112.55,836.14,892.415,276699,112.75,6.3,108.66,4.3,101.66,-1.4,102.82,0.9,108.24,9.7
2318,201806,Auto Particulier,Subaru Polis,43,31351.76,44,32322.9,1,720.57,0,0.0,2,1411.13,1513.63,2,1689.28,1837.35,729.110697,734.611363,102.5,705.565,756.815,303763,113.03,4.1,108.56,4.1,102.41,-0.6,103.24,2.8,107.94,11.2
2319,201807,Auto Particulier,Subaru Polis,44,32322.9,43,32204.94,0,0.0,1,331.96,3,1628.48,1788.48,1,540.12,594.12,734.611363,748.952093,160.0,542.826666,596.16,277713,113.08,4.2,108.67,3.9,101.77,-1.2,102.12,3.6,107.85,11.5
2320,201808,Auto Particulier,Subaru Polis,43,32204.94,44,32891.61,1,608.64,0,0.0,0,0.0,0.0,2,1428.59,1506.62,748.952093,747.53659,0.0,0.0,0.0,266203,111.73,2.6,109.71,4.9,101.67,-1.4,103.05,3.8,109.03,11.2
2321,201809,Auto Particulier,Subaru Polis,44,32891.61,47,35527.95,3,2133.63,0,0.0,2,1650.79,1751.62,1,437.97,839.85,747.53659,755.913829,100.83,825.395,875.81,257021,113.02,3.8,109.94,5.1,101.57,-1.6,103.72,3.3,109.39,9.1
2322,201810,Auto Particulier,Subaru Polis,47,35527.95,46,35166.66,1,847.63,2,1486.24,3,1843.35,2090.87,3,2415.12,2444.92,755.913829,764.492608,247.52,614.45,696.956666,273113,113.41,2.0,110.03,4.9,101.32,-2.2,105.81,4.0,108.89,9.6
2323,201811,Auto Particulier,Subaru Polis,46,35166.66,48,36210.96,2,1468.65,0,0.0,5,4175.22,4448.39,3,3467.56,2770.04,764.492608,754.395,273.17,835.044,889.678,269241,113.56,1.8,109.97,4.5,101.13,-2.2,105.52,3.9,104.38,1.9
2324,201812,Auto Particulier,Subaru Polis,48,36210.96,50,38097.64,2,1766.02,0,0.0,4,2326.53,2447.19,1,851.01,851.01,754.395,761.9528,120.66,581.6325,611.7975,231944,109.35,-2.0,110.08,4.6,101.85,-1.3,104.55,3.1,99.33,-2.1
2325,201901,Auto Particulier,Subaru Polis,50,38097.64,51,38971.28,1,551.28,0,0.0,5,3867.21,4189.57,0,0.0,0.0,761.9528,764.142745,322.36,773.442,837.914,294291,109.67,-3.3,110.93,3.7,100.39,-2.1,106.4,6.6,101.25,-1.9
