Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,CBS_Autoverkopen_Totaal,CPI_Verzekeringen_Vervoer,Jaarmutatie_CPI_Verzekeringen_Vervoer,CPI_Nieuwe_Autos,Jaarmutatie_CPI_Nieuwe_Autos,CPI_Tweedehands_Autos,Jaarmutatie_CPI_Tweedehands_Autos,CPI_Onderhoud_en_Reparatie_Privevoertuigen,Jaarmutatie_CPI_Onderhoud_en_Reparatie_Privevoertuigen,CPI_Brandstoffen,Jaarmutatie_CPI_Brandstoffen,Datum,Year,Maand,Kwartaal,Is_Year_Start,Sin_Maand,Cos_Maand,Royementen_lag1,Royementen_lag2,Royementen_lag3,Royementen_lag6,Royementen_lag12,NewBusiness_lag1,NewBusiness_lag2,NewBusiness_lag3,NewBusiness_lag6,NewBusiness_lag12,Prolongaties_lag1,Prolongaties_lag2,Prolongaties_lag3,Prolongaties_lag6,Prolongaties_lag12,Royementen_roll_mean6,Royementen_roll_std3,NewBusiness_roll_mean6,NewBusiness_roll_std3,Prolongaties_roll_mean6,Prolongaties_roll_std3,Royementen_diff1,Royementen_pct_change1,NewBusiness_diff1,NewBusiness_pct_change1,Prolongaties_diff1,Prolongaties_pct_change1,CPI_Maintenance_vs_Insurance,CPI_Used_vs_New_Car_Trend,Total_Auto_Inflation_Index,Premium_vs_New_Car_Price_Index,CPI_Brandstoffen_Lag3,Insurance_Price_Shock,Prolongatie_Pct_Increase,Avg_Premium_Per_New_Policy,New_vs_Existing_Premium_Gap,Avg_Premium_Churned_Policy,Avg_Mutation_Premium_Impact,Portfolio_Yield_Trend,New_Business_Risk_Premium_Ratio,Royementen_acceleration,NewBusiness_acceleration,Prolongaties_acceleration,Premium_Market_Density,Portfolio_Value_Growth_Ratio,Months_Since_Year_Start,Retention_Rate,Market_Capture_Index,Label_Historical_Avg_Royementen
201507,Auto Particulier,BCS Polis,50,29585.43,106,59337.54,56,28886.31,0,0.0,0,0.0,0.0,38,20242.19,21107.99,591.7086,559.788113,0.0,0.0,0.0,260815,100.09,3.9,99.73,3.2,99.55,1.6,100.25,1.4,105.52,-6.8,2015-07-01,2015,7,3,0,-0.4999999999999998,-0.8660254037844388,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,-1.6,-0.5000000000000001,0.6999999999999997,,0,,515.8269642857143,0.8717584369835326,,22.784210526315867,0.9460537044754799,0.8717584369835326,,,,0.11075402104940284,2.0056338542316268,6,1.0,0.00021471157717155837,26.023809523809526
201508,Auto Particulier,BCS Polis,106,59337.54,168,91685.32,65,32911.85,1,372.97,0,0.0,0.0,46,21866.59,22007.44,559.788113,545.745952,0.0,0.0,0.0,232190,100.12,4.2,99.73,2.7,99.88,0.7,100.11,1.0,100.42,-9.7,2015-08-01,2015,8,3,0,-0.8660254037844384,-0.5000000000000004,0.0,,,,,56.0,,,,,0.0,,,,,,,,,,,1.0,0.0,9.0,0.1607142857142858,0.0,,-3.2,-2.0,-1.4999999999999998,1.5,,0,,506.3361538461538,0.9045139439146216,372.97,3.061956521739099,0.9749152211811972,0.9045139439146216,,,,0.14174533786984797,1.5451486529438194,7,0.9905660377358491,0.0002799431500064602,26.023809523809526
201509,Auto Particulier,BCS Polis,168,91685.32,216,111434.76,54,23342.33,6,4892.77,0,0.0,0.0,26,12065.7,13365.58,545.745952,515.901666,0.0,0.0,0.0,255645,100.24,3.3,100.27,3.5,100.41,1.6,100.17,1.0,96.83,-13.5,2015-09-01,2015,9,3,0,-1.0,-1.8369701987210297e-16,1.0,0.0,,,,65.0,56.0,,,,0.0,0.0,,,,,,,,,,5.0,5.0,-11.0,-0.16923076923076918,0.0,,-2.3,-1.9,-3.0666666666666664,-0.20000000000000018,,0,,432.2653703703704,0.7920633561939282,815.4616666666667,49.99538461538459,0.9453146910377817,0.7920633561939282,4.0,-20.0,0.0,0.09130759451583251,1.2154046034850507,8,0.9642857142857143,0.00021123041718007393,26.023809523809526
201510,Auto Particulier,BCS Polis,216,111434.76,265,133615.83,57,26433.61,6,3611.0,0,0.0,0.0,45,23305.39,23313.57,515.901666,504.210679,0.0,0.0,0.0,271074,100.21,2.3,100.31,3.4,100.54,1.8,100.27,1.0,95.32,-12.4,2015-10-01,2015,10,4,0,-0.8660254037844386,0.5000000000000001,6.0,1.0,0.0,,,54.0,65.0,56.0,,,0.0,0.0,0.0,,,,3.2145502536643185,,5.859465277082316,,0.0,0.0,0.0,3.0,0.05555555555555558,0.0,,-1.2999999999999998,-1.5999999999999999,-3.0333333333333337,-1.1,-6.8,0,,463.7475438596491,0.8989068545858294,601.8333333333334,0.18177777777778426,0.977338729896639,0.8989068545858294,-5.0,14.0,0.0,0.09751436877015132,1.199049829694074,9,0.9722222222222222,0.00021027468514132672,26.023809523809526
201511,Auto Particulier,BCS Polis,265,133615.83,309,157925.46,49,26034.01,5,2195.18,0,0.0,0.0,27,14114.42,14585.22,504.210679,511.085631,0.0,0.0,0.0,255282,100.32,2.3,100.4,3.5,100.98,2.0,100.26,0.6,96.82,-8.6,2015-11-01,2015,11,4,0,-0.5000000000000004,0.8660254037844384,6.0,6.0,1.0,,,57.0,54.0,65.0,,,0.0,0.0,0.0,,,,2.886751345948129,,5.686240703077327,,0.0,-1.0,-0.16666666666666663,-8.0,-0.14035087719298245,0.0,,-1.6999999999999997,-1.5,-1.9000000000000001,-1.2000000000000002,-9.7,0,,531.3063265306122,1.0537387418774051,439.03599999999994,17.437037037037012,1.013635078125745,1.0537387418774051,-1.0,-11.0,0.0,0.10198137745708667,1.1819367510571166,10,0.9811320754716981,0.00019194459460518173,26.023809523809526
201512,Auto Particulier,BCS Polis,309,157925.46,362,189921.27,55,29052.72,2,408.54,0,0.0,0.0,39,20897.45,24309.15,511.085631,524.644392,0.0,0.0,0.0,294494,100.5,2.5,100.4,3.5,101.05,1.5,100.77,1.0,93.12,-7.1,2015-12-01,2015,12,4,0,-2.4492935982947064e-16,1.0,5.0,6.0,6.0,,,49.0,57.0,54.0,,,0.0,0.0,0.0,,,,0.5773502691896258,,4.041451884327381,,0.0,-3.0,-0.6,6.0,0.12244897959183665,0.0,,-1.5,-2.0,-1.2,-1.0,-13.5,0,,528.2312727272728,1.0335474931935091,204.27,87.4794871794872,1.026529333202874,1.0335474931935091,-2.0,14.0,0.0,0.09865301160634853,1.2026007079542462,11,0.9935275080906149,0.00018676102059804274,26.023809523809526
201601,Auto Particulier,BCS Polis,362,189921.27,414,213983.45,55,24711.91,4,1784.53,0,0.0,0.0,31,14000.11,14485.19,524.644392,516.868236,0.0,0.0,0.0,277579,100.7,1.0,101.82,1.7,100.27,1.1,101.41,1.3,90.5,-5.0,2016-01-01,2016,1,1,1,0.49999999999999994,0.8660254037844387,2.0,5.0,6.0,0.0,,55.0,49.0,57.0,56.0,,0.0,0.0,0.0,0.0,,3.3333333333333335,2.0816659994661326,56.0,4.163331998932266,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.30000000000000004,-0.5999999999999999,-0.9,-0.7,-12.4,0,,449.30745454545456,0.8564038068388512,446.1325,15.647741935483868,0.9851782347842193,0.8564038068388512,5.0,-6.0,0.0,0.08902658342309756,1.126695551267112,0,0.988950276243094,0.00019814179026511372,26.023809523809526
201602,Auto Particulier,BCS Polis,414,213983.45,461,238785.32,53,26840.31,6,2986.99,0,0.0,0.0,36,18862.39,19810.94,516.868236,517.972494,0.0,0.0,0.0,262034,100.38,0.7,101.7,1.7,100.13,1.2,102.03,3.4,88.61,-10.2,2016-02-01,2016,2,1,0,0.8660254037844386,0.5000000000000001,4.0,2.0,5.0,1.0,,55.0,55.0,49.0,65.0,,0.0,0.0,0.0,0.0,,4.0,1.5275252316519465,55.833333333333336,3.464101615137754,0.0,0.0,2.0,0.5,-2.0,-0.036363636363636376,0.0,,2.7,-0.5,-2.0333333333333328,-1.0,-8.6,0,,506.42094339622645,0.9797873193279891,497.83166666666665,26.34861111111109,1.002136440050071,0.9797873193279891,0.0,-2.0,0.0,0.10243063877206775,1.1159055525088506,1,0.9855072463768116,0.000202263828358152,26.023809523809526
201603,Auto Particulier,BCS Polis,461,238785.32,515,266500.13,60,31453.63,7,5316.63,0,0.0,0.0,35,19659.15,20001.37,517.972494,517.47598,0.0,0.0,0.0,278227,100.61,0.9,101.76,1.7,100.37,0.6,101.53,1.9,90.14,-12.2,2016-03-01,2016,3,1,0,1.0,6.123233995736766e-17,6.0,4.0,2.0,6.0,,53.0,55.0,55.0,54.0,,0.0,0.0,0.0,0.0,,4.833333333333333,1.9999999999999998,53.833333333333336,1.1547005383792526,0.0,0.0,1.0,0.16666666666666674,7.0,0.13207547169811318,0.0,,0.9999999999999999,-1.1,-3.133333333333333,-0.7999999999999999,-7.1,0,,524.2271666666667,1.0120752988606896,759.5185714285715,9.777714285714215,0.9990414278639284,1.0120752988606896,-1.0,9.0,0.0,0.11305024314678302,1.1160658033751822,2,0.9848156182212582,0.00021565124880043994,26.023809523809526
201604,Auto Particulier,BCS Polis,515,266500.13,565,295008.22,56,30534.9,6,3312.62,0,0.0,0.0,32,15753.59,17039.4,517.47598,522.138442,0.0,0.0,0.0,264313,103.44,3.7,101.75,2.1,100.69,1.3,102.68,2.8,93.06,-10.4,2016-04-01,2016,4,2,0,0.8660254037844387,-0.49999999999999983,7.0,6.0,4.0,6.0,,60.0,53.0,55.0,57.0,,0.0,0.0,0.0,0.0,,5.0,1.5275252316519463,54.833333333333336,3.6055512754639896,0.0,0.0,-1.0,-0.1428571428571429,-4.0,-0.06666666666666665,0.0,,-0.9000000000000004,-0.8,-1.3,1.6,-5.0,0,,545.2660714285714,1.0537031524218214,552.1033333333334,40.18156250000004,1.009010006609389,1.0537031524218214,-2.0,-11.0,0.0,0.11552553222883476,1.106972142940418,3,0.9883495145631068,0.00021187001774411397,26.023809523809526
201605,Auto Particulier,BCS Polis,565,295008.22,750,382485.99,191,88796.88,5,1653.78,0,0.0,0.0,55,28014.75,29021.35,522.138442,509.98132,0.0,0.0,0.0,253759,102.21,2.4,101.81,2.3,100.87,1.3,102.48,2.6,95.32,-9.7,2016-05-01,2016,5,2,0,0.49999999999999994,-0.8660254037844387,6.0,7.0,6.0,5.0,,56.0,60.0,53.0,49.0,,0.0,0.0,0.0,0.0,,5.0,0.5773502691896244,54.666666666666664,3.511884584284247,0.0,0.0,-1.0,-0.16666666666666663,135.0,2.4107142857142856,0.0,,0.20000000000000018,-0.9999999999999998,-1.5666666666666664,0.10000000000000009,-10.2,0,,464.90513089005236,0.8903867125915473,330.756,18.301818181818156,0.9767166693311579,0.8903867125915473,0.0,139.0,0.0,0.34992603218013946,1.2965265510228834,4,0.9911504424778761,0.0007526826634720345,26.023809523809526
201606,Auto Particulier,BCS Polis,750,382485.99,908,455768.36,173,78043.58,14,7706.12,38,20488.69,19844.16,75,36208.41,40985.25,509.98132,501.947533,-644.53,539.176052,522.214736,293318,102.47,2.6,101.96,2.2,101.01,0.3,102.45,2.4,97.0,-8.5,2016-06-01,2016,6,2,0,1.2246467991473532e-16,-1.0,5.0,6.0,7.0,2.0,,191.0,56.0,60.0,55.0,,0.0,0.0,0.0,0.0,,5.0,0.9999999999999992,78.33333333333333,76.81362726322286,0.0,0.0,9.0,1.7999999999999998,-18.0,-0.09424083769633507,38.0,0.0,-0.20000000000000018,-1.9000000000000001,-1.1666666666666665,0.3999999999999999,-12.2,0,-0.03145784332722101,451.11895953757227,0.8845793793732921,550.4371428571428,63.69119999999995,0.984246899474671,0.8845793793732921,10.0,-153.0,38.0,0.26607156737738563,1.1915949130581227,5,0.9813333333333333,0.0005898035579132545,26.023809523809526
201607,Auto Particulier,BCS Polis,908,455768.36,1064,524304.1,168,76141.62,12,6137.3,47,24169.08,23779.4,68,31617.55,30538.65,501.947533,492.767011,-389.68,514.235744,505.94468,264924,102.5,2.4,102.11,2.4,101.61,2.1,102.02,1.8,94.22,-10.7,2016-07-01,2016,7,3,0,-0.4999999999999998,-0.8660254037844388,14.0,5.0,6.0,4.0,0.0,173.0,191.0,56.0,55.0,56.0,38.0,0.0,0.0,0.0,0.0,7.0,4.932882862316247,98.0,73.30075033722369,6.333333333333333,21.93931022920578,-2.0,-0.1428571428571429,-5.0,-0.028901734104046284,9.0,0.23684210526315796,-0.5999999999999999,-0.2999999999999998,-2.166666666666666,0.0,-10.4,0,-0.016123079571088383,453.22392857142853,0.9029308817649444,511.44166666666666,-15.866176470588202,0.9817101959937314,0.9029308817649444,-11.0,13.0,-29.0,0.2874092947411333,1.1503740628243697,6,0.986784140969163,0.0006341441319019795,26.023809523809526
201608,Auto Particulier,BCS Polis,1064,524304.1,1231,598383.89,177,79634.6,13,7527.43,52,25648.88,26765.37,58,32738.32,32376.86,492.767011,486.095767,1116.49,493.247692,514.718653,239804,102.5,2.4,102.15,2.4,102.26,2.4,102.21,2.1,93.42,-7.0,2016-08-01,2016,8,3,0,-0.8660254037844384,-0.5000000000000004,12.0,14.0,5.0,6.0,1.0,168.0,173.0,191.0,53.0,65.0,47.0,38.0,0.0,0.0,0.0,8.333333333333334,4.725815626252608,116.83333333333333,12.096831541082668,14.166666666666666,24.94660965609021,1.0,0.08333333333333326,9.0,0.0535714285714286,5.0,0.1063829787234043,-0.2999999999999998,0.0,-0.8333333333333335,0.0,-9.7,0,0.04352977595902807,449.91299435028253,0.9130339172609152,579.0330769230769,-6.232068965517226,0.9864616667693284,0.9130339172609152,3.0,14.0,-4.0,0.332082033660823,1.1412916473474077,7,0.9877819548872181,0.0007381027839402179,26.023809523809526
201609,Auto Particulier,BCS Polis,1231,598383.89,1374,660796.73,162,70031.3,18,7684.53,47,20973.13,20769.53,53,24035.43,24435.12,486.095767,480.929206,-203.6,446.236808,441.904893,257549,102.22,2.0,102.13,1.9,102.4,2.0,102.02,1.8,95.21,-1.7,2016-09-01,2016,9,3,0,-1.0,-1.8369701987210297e-16,13.0,12.0,14.0,7.0,6.0,177.0,168.0,173.0,60.0,54.0,52.0,47.0,38.0,0.0,0.0,9.5,0.9999999999999947,137.5,4.509249752822815,22.833333333333332,7.094598884597588,5.0,0.3846153846153846,-15.0,-0.0847457627118644,-5.0,-0.09615384615384615,-0.19999999999999996,0.10000000000000009,0.7000000000000001,0.10000000000000009,-8.5,0,-0.009707659276417147,432.291975308642,0.8893144204414395,426.9183333333333,7.541320754716956,0.9893713104479678,0.8893144204414395,4.0,-24.0,-10.0,0.2719144706444211,1.1043023400914085,8,0.9853777416734363,0.0006290065191478126,26.023809523809526
201610,Auto Particulier,BCS Polis,1374,660796.73,1533,729309.48,170,75488.96,11,5523.59,46,22630.13,22193.88,47,24381.46,23365.09,480.929206,475.740039,-436.25,491.959347,482.475652,264286,102.23,2.0,102.05,1.7,102.41,1.9,103.14,2.9,97.39,2.2,2016-10-01,2016,10,4,0,-0.8660254037844386,0.5000000000000001,18.0,13.0,12.0,6.0,6.0,162.0,177.0,168.0,56.0,57.0,47.0,52.0,47.0,0.0,0.0,11.333333333333334,3.2145502536643167,154.5,7.549834435270702,30.666666666666668,2.88675134594813,-7.0,-0.38888888888888884,8.0,0.04938271604938271,-1.0,-0.021276595744680882,0.8999999999999999,0.19999999999999996,2.3666666666666667,0.30000000000000004,-10.7,0,-0.019277396992416707,444.052705882353,0.9233223941121034,502.1445454545455,-21.624893617021254,0.9892101229551861,0.9233223941121034,-12.0,23.0,4.0,0.2856335939096282,1.1036820354725423,9,0.9919941775836972,0.0006432425478458942,26.023809523809526
201611,Auto Particulier,BCS Polis,1533,729309.48,1706,810416.56,200,91920.31,26,12810.09,39,21289.58,22456.14,52,24360.99,25530.11,475.740039,475.039015,1166.56,545.886666,575.798461,260395,102.23,1.9,101.61,1.2,102.08,1.1,103.88,3.6,96.56,-0.3,2016-11-01,2016,11,4,0,-0.5000000000000004,0.8660254037844384,11.0,18.0,13.0,5.0,5.0,170.0,162.0,177.0,191.0,49.0,46.0,47.0,52.0,0.0,0.0,12.166666666666666,3.6055512754639873,173.5,7.505553499465087,38.333333333333336,3.2145502536643202,15.0,1.3636363636363638,30.0,0.17647058823529416,-7.0,-0.15217391304347827,1.7000000000000002,-0.09999999999999987,1.7333333333333334,0.7,-7.0,0,0.0547948808759966,459.60155,0.9660770848005079,492.69576923076926,22.483076923076904,0.9985264557478207,0.9660770848005079,22.0,22.0,-6.0,0.35300336027957524,1.1112107853033806,10,0.9830397912589693,0.0007680639029167227,26.023809523809526
201612,Auto Particulier,BCS Polis,1706,810416.56,1848,870270.9,166,70229.67,22,11535.81,46,25888.24,25656.95,53,25287.24,27208.0,475.039015,470.925811,-231.29,562.787826,557.759782,260253,104.29,3.8,101.61,1.2,102.7,1.6,103.83,3.0,99.92,7.3,2016-12-01,2016,12,4,0,-2.4492935982947064e-16,1.0,26.0,11.0,18.0,14.0,2.0,200.0,170.0,162.0,173.0,55.0,39.0,46.0,47.0,38.0,0.0,15.666666666666666,7.505553499465135,175.0,20.033305601755604,44.833333333333336,4.358898943540676,-4.0,-0.15384615384615385,-34.0,-0.17000000000000004,7.0,0.17948717948717952,-0.7999999999999998,0.40000000000000013,4.7,2.5999999999999996,-1.7,0,-0.008934172427326081,423.07030120481926,0.8906011671584896,524.355,36.2407547169811,0.9913413343533478,0.8906011671584896,-19.0,-64.0,14.0,0.26985152908900184,1.0738562647337808,11,0.9871043376318874,0.0006378408702301222,26.023809523809526
201701,Auto Particulier,BCS Polis,1848,870270.9,2009,944062.02,183,81019.62,20,7177.29,40,19755.72,19160.48,61,27995.71,29046.87,470.925811,469.916386,-595.24,493.893,479.012,293648,105.38,4.6,103.62,1.8,103.2,2.9,103.19,1.8,101.2,11.8,2017-01-01,2017,1,1,1,0.49999999999999994,0.8660254037844387,22.0,26.0,11.0,12.0,4.0,166.0,200.0,170.0,168.0,55.0,46.0,39.0,46.0,47.0,0.0,17.0,7.767453465154028,173.83333333333334,18.58314648635511,46.166666666666664,4.041451884327383,-2.0,-0.09090909090909094,17.0,0.10240963855421681,-6.0,-0.13043478260869568,-2.8,1.0999999999999999,6.066666666666667,2.8,2.2,0,-0.030130007916694623,442.73016393442623,0.9401271996416994,358.8645,17.232131147540983,0.9978565095044238,0.9401271996416994,2.0,51.0,-13.0,0.2759072767394976,1.0847909771543551,0,0.9891774891774892,0.0006231951179643655,26.023809523809526
201702,Auto Particulier,BCS Polis,2009,944062.02,2159,1012387.72,179,83893.58,28,15224.53,36,18087.89,17550.74,46,23069.2,23728.26,469.916386,468.915108,-537.15,502.441388,487.520555,258559,107.19,6.8,103.64,1.9,102.83,2.7,104.21,2.1,102.06,15.2,2017-02-01,2017,2,1,0,0.8660254037844386,0.5000000000000001,20.0,22.0,26.0,13.0,6.0,183.0,166.0,200.0,177.0,53.0,40.0,46.0,39.0,52.0,0.0,18.333333333333332,3.0550504633038904,176.33333333333334,16.99999999999997,45.0,3.7859388972001846,8.0,0.3999999999999999,-4.0,-0.021857923497267784,-4.0,-0.09999999999999998,-4.699999999999999,0.8000000000000003,8.033333333333333,4.9,-0.3,0,-0.029696664453399357,468.67921787709497,0.997367259027854,543.7332142857143,14.327391304347776,0.9978692422102514,0.997367259027854,10.0,-21.0,2.0,0.32446590526726976,1.0723741645702471,1,0.9860627177700348,0.0006922984695949474,26.023809523809526
201703,Auto Particulier,BCS Polis,2159,1012387.72,2324,1084842.81,195,86750.71,30,12727.61,52,27231.7,25731.75,69,34398.12,35226.83,468.915108,466.799832,-1499.95,523.686538,494.841346,290407,107.16,6.5,103.45,1.7,102.86,2.5,103.73,2.2,100.05,11.0,2017-03-01,2017,3,1,0,1.0,6.123233995736766e-17,28.0,20.0,22.0,18.0,7.0,179.0,183.0,166.0,162.0,60.0,36.0,40.0,46.0,47.0,0.0,20.833333333333332,4.163331998932264,176.66666666666666,8.888194417315532,42.333333333333336,5.033222956847168,2.0,0.0714285714285714,16.0,0.0893854748603351,16.0,0.4444444444444444,-4.3,0.8,6.566666666666666,4.8,7.3,0,-0.05508102689145378,444.8754358974359,0.9487334238278284,424.2536666666667,12.01028985507245,0.9954890001112953,0.9487334238278284,-6.0,20.0,20.0,0.2987211396419508,1.0715685192230504,2,0.9861046780917091,0.0006714714176999866,26.023809523809526
201704,Auto Particulier,BCS Polis,2324,1084842.81,2465,1141443.87,167,69499.48,26,14299.03,39,21923.87,21666.44,57,24254.68,26266.75,466.799832,463.060393,-257.43,562.150512,555.549743,247092,107.17,3.6,103.49,1.7,102.98,2.3,102.45,-0.2,101.43,9.0,2017-04-01,2017,4,2,0,0.8660254037844387,-0.49999999999999983,30.0,28.0,20.0,11.0,6.0,195.0,179.0,183.0,170.0,56.0,52.0,36.0,40.0,46.0,0.0,22.833333333333332,5.2915026221291805,182.16666666666666,8.326663997864474,43.166666666666664,8.326663997864532,-4.0,-0.1333333333333333,-28.0,-0.14358974358974363,-13.0,-0.25,-3.8000000000000003,0.5999999999999999,4.133333333333334,1.9000000000000001,11.8,0,-0.01174199628076611,416.1645508982036,0.8915267795087887,549.9626923076924,35.29947368421052,0.9919892023440146,0.8915267795087887,-6.0,-44.0,-29.0,0.28126964855195635,1.0521744343772717,3,0.9888123924268503,0.0006758616223916597,26.023809523809526
201705,Auto Particulier,BCS Polis,2465,1141443.87,2466,1141996.05,33,17148.0,28,11960.37,153,71987.81,70461.49,52,27737.16,25859.67,463.060393,463.096532,-1526.32,470.508562,460.532614,280324,106.09,3.8,104.2,2.3,103.12,2.2,101.88,-0.6,98.63,3.5,2017-05-01,2017,5,2,0,0.49999999999999994,-0.8660254037844387,26.0,30.0,28.0,26.0,5.0,167.0,195.0,179.0,200.0,191.0,39.0,52.0,36.0,39.0,0.0,25.333333333333332,1.9999999999999973,181.66666666666666,14.047538337136956,42.0,8.504900548115385,2.0,0.07692307692307687,-134.0,-0.8023952095808383,114.0,2.923076923076923,-4.3999999999999995,-0.09999999999999964,2.233333333333333,1.5,15.2,0,-0.021202478586304974,519.6363636363636,1.1221783842704156,427.15607142857147,-36.10557692307695,1.0000780438157666,1.1221783842704156,6.0,-106.0,127.0,0.06117207231631969,1.0004837557189736,4,0.9886409736308317,0.00011772092293203579,26.023809523809526
201706,Auto Particulier,BCS Polis,2466,1141996.05,2461,1142746.7,35,19797.48,38,20070.0,173,81814.55,84954.79,56,27250.76,26905.09,463.096532,464.342421,3140.24,472.916473,491.06815,289854,108.57,6.0,104.31,2.3,103.06,2.0,100.42,-2.0,97.04,0.0,2017-06-01,2017,6,2,0,1.2246467991473532e-16,-1.0,28.0,26.0,30.0,22.0,14.0,33.0,167.0,195.0,166.0,173.0,153.0,39.0,52.0,46.0,38.0,25.666666666666668,1.9999999999999973,153.83333333333334,86.58714300248815,61.0,62.40459384799594,10.0,0.3571428571428572,2.0,0.06060606060606055,20.0,0.130718954248366,-8.0,-0.2999999999999998,1.3333333333333333,3.7,11.0,0,0.038382414863859626,565.6422857142857,1.2214349420225967,528.1578947368421,-6.17267857142854,1.0026903440512052,1.2214349420225967,8.0,136.0,-94.0,0.06830155871576725,1.000657314007347,5,0.9845904298459043,0.00012075044677665308,26.023809523809526
201707,Auto Particulier,BCS Polis,2461,1142746.7,2482,1160058.97,54,29799.21,29,12976.87,180,85015.87,87994.32,66,30491.2,30590.59,464.342421,467.388787,2978.45,472.310388,488.857333,275438,108.57,5.9,104.55,2.4,103.05,1.4,98.55,-3.4,96.69,2.6,2017-07-01,2017,7,3,0,-0.4999999999999998,-0.8660254037844388,38.0,28.0,26.0,20.0,12.0,35.0,33.0,167.0,183.0,168.0,173.0,153.0,39.0,40.0,47.0,28.333333333333332,6.429100507328635,132.0,76.79409699536372,82.16666666666667,72.28646715211175,-9.0,-0.23684210526315785,19.0,0.5428571428571429,7.0,0.040462427745664664,-9.3,-1.0,1.7000000000000002,3.5000000000000004,9.0,0,0.0350340471726045,551.8372222222222,1.188427327044113,447.478275862069,1.505909090909082,1.0065606023964802,1.188427327044113,-19.0,17.0,-13.0,0.10818844894313784,1.0151497002791607,6,0.9882161722876879,0.00019605137998388023,26.023809523809526
201708,Auto Particulier,BCS Polis,2482,1160058.97,2477,1157479.99,30,14393.05,34,20668.49,181,81840.13,84606.63,48,22857.05,24185.5,467.388787,467.291073,2766.5,452.155414,467.439944,255378,108.9,6.2,104.6,2.4,103.1,0.8,99.25,-2.9,98.09,5.0,2017-08-01,2017,8,3,0,-0.8660254037844384,-0.5000000000000004,29.0,38.0,28.0,28.0,13.0,54.0,35.0,33.0,179.0,177.0,180.0,173.0,153.0,36.0,52.0,29.833333333333332,5.5075705472861,110.5,11.590225767142371,105.5,14.01189970465575,5.0,0.17241379310344818,-24.0,-0.4444444444444444,1.0,0.005555555555555536,-9.1,-1.5999999999999999,2.766666666666667,3.8000000000000003,3.5,0,0.03380370974484026,479.7683333333333,1.0264866138804767,607.8967647058824,27.67604166666668,0.999790936362365,1.0264866138804767,14.0,-43.0,-6.0,0.05635978823547839,0.9977768543956003,7,0.9863013698630136,0.00011747292249136574,26.023809523809526
201709,Auto Particulier,BCS Polis,2477,1157479.99,2482,1166019.34,29,13483.54,24,11489.63,171,71199.51,74680.79,50,22686.63,25750.79,467.291073,469.790225,3481.28,416.371403,436.729766,268701,108.9,6.5,104.63,2.4,103.2,0.8,100.41,-1.6,100.22,5.3,2017-09-01,2017,9,3,0,-1.0,-1.8369701987210297e-16,34.0,29.0,38.0,30.0,18.0,30.0,54.0,35.0,195.0,162.0,181.0,180.0,173.0,52.0,47.0,30.833333333333332,4.5092497528228925,85.66666666666667,12.662279942148292,129.66666666666666,4.358898943540521,-10.0,-0.2941176470588235,-1.0,-0.033333333333333326,-10.0,-0.05524861878453036,-8.1,-1.5999999999999999,3.4,4.1,0.0,0,0.04889471851702343,464.9496551724138,0.9949893803608224,478.7345833333333,61.283199999999994,1.0053481697905238,0.9949893803608224,-15.0,23.0,-11.0,0.05018046080959878,1.0073775357447001,8,0.9903108599111828,0.00010792665453422205,26.023809523809526
201710,Auto Particulier,BCS Polis,2482,1166019.34,2474,1166946.81,24,12635.17,30,14807.34,185,81834.13,85233.5,46,23739.28,24171.26,469.790225,471.68424,3399.37,442.346648,460.721621,274231,111.15,8.7,104.91,2.8,103.57,1.1,101.74,-1.4,99.33,2.0,2017-10-01,2017,10,4,0,-0.8660254037844386,0.5000000000000001,24.0,34.0,29.0,26.0,11.0,29.0,30.0,54.0,167.0,170.0,171.0,181.0,180.0,39.0,46.0,29.833333333333332,4.999999999999995,58.0,14.153915830374679,149.5,5.507570547285986,6.0,0.25,-5.0,-0.1724137931034483,14.0,0.08187134502923987,-10.1,-1.6999999999999997,3.0999999999999996,5.8999999999999995,2.6,0,0.04153975853351155,526.4654166666667,1.120639359123887,493.57800000000003,9.390869565217383,1.0040316185803992,1.120639359123887,16.0,-4.0,24.0,0.0460749149439706,1.000795415623209,9,0.9879129734085415,8.751745790957259e-05,26.023809523809526
