Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie
201806,Auto Particulier,Dealer Zeker Polis,1358,729264.70,1387,754951.90,44,29999.25,16,9011.89,6,7658.86,7499.15,24,16007.42,22651.93,537.013770,544.305623,-159.71,1276.476666,1249.858333
201807,Auto Particulier,Dealer Zeker Polis,1387,754951.90,1394,759494.37,33,20344.92,24,15872.35,4,3561.62,3332.49,18,11766.35,12065.38,544.305623,544.830968,-229.13,890.405000,833.122500
201808,Auto Particulier,Dealer Zeker Polis,1394,759494.37,1418,784716.58,41,31410.56,16,10481.87,8,6445.79,7036.36,27,22836.34,26539.29,544.830968,553.396741,590.57,805.723750,879.545000
201809,Auto Particulier,Dealer Zeker Polis,1418,784716.58,1441,802559.69,34,22371.31,11,4584.25,4,2187.00,2220.00,18,11119.16,10587.37,553.396741,556.946349,33.00,546.750000,555.000000
201810,Auto Particulier,Dealer Zeker Polis,1441,802559.69,1468,827162.70,47,34680.13,20,10952.65,6,4563.97,4468.83,27,18143.77,19114.44,556.946349,563.462329,-95.14,760.661666,744.805000
201811,Auto Particulier,Dealer Zeker Polis,1468,827162.70,1511,862326.79,60,48111.50,17,12020.74,12,10883.55,11238.57,33,29069.58,27787.89,563.462329,570.699397,355.02,906.962500,936.547500
201812,Auto Particulier,Dealer Zeker Polis,1511,862326.79,1535,888662.12,50,37293.17,27,12883.79,32,19907.65,20498.51,35,27624.13,27836.84,570.699397,578.932977,590.86,622.114062,640.578437
201901,Auto Particulier,Dealer Zeker Polis,1535,888662.12,1585,928722.72,75,61259.42,12,8792.22,946,442471.00,438908.92,223,137374.92,133763.83,578.932977,585.944933,-3562.08,467.728329,463.962917
201902,Auto Particulier,Dealer Zeker Polis,1585,928722.72,1606,947145.57,47,35008.45,24,12803.54,34,30748.57,33249.56,42,37785.53,32675.22,585.944933,589.754402,2500.99,904.369705,977.928235
201903,Auto Particulier,Dealer Zeker Polis,1606,947145.57,1638,974502.24,50,43031.16,15,11186.27,37,29612.60,29798.17,46,39555.97,39088.54,589.754402,594.934212,185.57,800.340540,805.355945
201904,Auto Particulier,Dealer Zeker Polis,1638,974502.24,1657,991055.55,36,25859.01,16,8813.63,40,32351.68,32969.91,29,18265.62,18211.39,594.934212,598.102323,618.23,808.792000,824.247750
201905,Auto Particulier,Dealer Zeker Polis,1657,991055.55,1684,1018808.84,50,40333.98,21,13082.70,32,23558.64,23574.37,40,35192.26,36289.93,598.102323,604.993372,15.73,736.207500,736.699062
201906,Auto Particulier,Dealer Zeker Polis,1684,1018808.84,1699,1041772.47,41,32876.25,24,12138.15,39,33079.26,34349.83,43,36573.99,37888.50,604.993372,613.168022,1270.57,848.186153,880.764871
201907,Auto Particulier,Dealer Zeker Polis,1699,1041772.47,1711,1064231.49,36,32982.24,23,11552.62,30,20805.88,22809.13,30,26722.36,25748.51,613.168022,621.993857,2003.25,693.529333,760.304333
201908,Auto Particulier,Dealer Zeker Polis,1711,1064231.49,1742,1092677.11,52,39296.55,19,10852.48,38,34908.97,35859.41,45,37150.40,36201.51,621.993857,627.254368,950.44,918.657105,943.668684
201909,Auto Particulier,Dealer Zeker Polis,1742,1092677.11,1753,1111255.19,31,29922.22,18,10763.85,33,22842.22,23389.44,30,30800.75,30284.80,627.254368,633.916252,547.22,692.188484,708.770909
201910,Auto Particulier,Dealer Zeker Polis,1753,1111255.19,1765,1120832.32,36,26046.82,24,17285.77,42,32958.74,33884.06,22,17927.58,17426.55,633.916252,635.032475,925.32,784.731904,806.763333
201911,Auto Particulier,Dealer Zeker Polis,1765,1120832.32,1792,1158985.71,45,43897.07,18,10602.92,59,49598.18,51728.91,45,44688.02,47416.53,635.032475,646.755418,2130.73,840.647118,876.761186
201912,Auto Particulier,Dealer Zeker Polis,1792,1158985.71,1793,1165674.63,33,28088.31,30,19218.98,68,47748.81,48929.06,32,26782.67,25847.34,646.755418,650.125281,1180.25,702.188382,719.545000
202001,Auto Particulier,Dealer Zeker Polis,1793,1165674.63,1806,1189928.20,40,31515.75,14,12421.24,853,406434.61,420304.68,173,94355.59,93348.32,650.125281,658.874972,13870.07,476.476682,492.737022
202002,Auto Particulier,Dealer Zeker Polis,1806,1189928.20,1805,1183482.24,19,11131.09,19,16458.04,66,52290.05,52437.22,30,31994.10,30727.92,658.874972,655.668831,147.17,792.273484,794.503333
202003,Auto Particulier,Dealer Zeker Polis,1805,1183482.24,1808,1185291.41,22,14228.22,19,15084.77,73,59104.02,59048.77,35,26175.33,25671.66,655.668831,655.581532,-55.25,809.644109,808.887260
202004,Auto Particulier,Dealer Zeker Polis,1808,1185291.41,1816,1194011.88,20,16451.97,11,5873.07,68,52575.75,53630.28,23,24823.10,21910.14,655.581532,657.495528,1054.53,773.172794,788.680588
202005,Auto Particulier,Dealer Zeker Polis,1816,1194011.88,1833,1208727.34,31,27323.81,13,11446.01,70,53372.80,54084.52,39,28805.99,27803.07,657.495528,659.425717,711.72,762.468571,772.636000
202006,Auto Particulier,Dealer Zeker Polis,1833,1208727.34,1842,1219825.04,29,21778.76,19,12186.87,63,56764.31,58125.63,28,24872.27,26353.52,659.425717,662.228577,1361.32,901.020793,922.629047
202007,Auto Particulier,Dealer Zeker Polis,1842,1219825.04,1863,1244970.17,44,37489.94,22,12392.36,52,45528.78,44964.32,49,38118.26,39715.87,662.228577,668.260960,-564.46,875.553461,864.698461
202008,Auto Particulier,Dealer Zeker Polis,1863,1244970.17,1855,1250156.72,29,28486.95,35,24870.87,67,57579.32,59973.28,46,47518.32,48269.46,668.260960,673.938932,2393.96,859.392835,895.123582
202009,Auto Particulier,Dealer Zeker Polis,1855,1250156.72,1855,1258193.15,24,20889.24,27,17666.02,51,39737.29,40894.70,24,25521.40,27088.57,673.938932,678.271239,1157.41,779.162549,801.856862
202010,Auto Particulier,Dealer Zeker Polis,1855,1258193.15,1865,1278968.63,30,31064.93,19,12663.85,66,52049.75,53034.61,27,29344.43,31158.56,678.271239,685.774064,984.86,788.632575,803.554696
202011,Auto Particulier,Dealer Zeker Polis,1865,1278968.63,1889,1309030.02,45,36484.80,20,12910.50,85,77230.32,82012.09,63,65059.60,67370.93,685.774064,692.975129,4781.77,908.592000,964.848117
202012,Auto Particulier,Dealer Zeker Polis,1889,1309030.02,1883,1310778.26,32,28639.57,30,23630.10,86,66459.75,69527.81,39,32060.28,30340.10,692.975129,696.111662,3068.06,772.787790,808.462906
202101,Auto Particulier,Dealer Zeker Polis,1883,1310778.26,1874,1351240.05,28,23262.06,21,13913.46,740,372631.16,412634.74,177,99280.37,100085.73,696.111662,721.045917,40003.58,503.555621,557.614513
202102,Auto Particulier,Dealer Zeker Polis,1874,1351240.05,1874,1361933.81,23,26099.07,23,16964.54,75,56495.58,57500.48,19,17452.47,18006.80,721.045917,726.752299,1004.90,753.274400,766.673066
202103,Auto Particulier,Dealer Zeker Polis,1874,1361933.81,1885,1376278.55,45,35266.32,32,21733.22,79,61516.02,62012.92,40,33261.20,33617.91,726.752299,730.121246,496.90,778.683797,784.973670
202104,Auto Particulier,Dealer Zeker Polis,1885,1376278.55,1895,1387962.11,34,27133.90,23,15897.45,70,57076.20,57273.32,38,30248.98,33728.95,730.121246,732.433831,197.12,815.374285,818.190285
202105,Auto Particulier,Dealer Zeker Polis,1895,1387962.11,1904,1403240.56,38,28718.46,29,17144.32,78,63381.30,65189.57,48,37577.21,40096.82,732.433831,736.996092,1808.27,812.580769,835.763717
202106,Auto Particulier,Dealer Zeker Polis,1904,1403240.56,1916,1416471.99,33,32895.29,21,18304.24,75,66921.53,64694.48,31,28547.15,28711.00,736.996092,739.286007,-2227.05,892.287066,862.593066
202107,Auto Particulier,Dealer Zeker Polis,1916,1416471.99,1925,1434164.38,36,36722.73,24,16050.04,87,70205.95,68839.51,34,34995.75,35514.91,739.286007,745.020457,-1366.44,806.964942,791.258735
202108,Auto Particulier,Dealer Zeker Polis,1925,1434164.38,1932,1443502.78,30,27885.56,23,18489.83,83,75056.19,72980.19,42,43008.46,45027.13,745.020457,747.154648,-2076.00,904.291445,879.279397
202109,Auto Particulier,Dealer Zeker Polis,1932,1443502.78,1936,1451714.56,30,27783.18,26,19403.41,65,54507.28,53628.98,27,20748.91,21459.22,747.154648,749.852561,-878.30,838.573538,825.061230
202110,Auto Particulier,Dealer Zeker Polis,1936,1451714.56,1937,1454037.53,31,27590.59,28,24423.84,74,63368.20,64309.99,34,34642.35,35819.56,749.852561,750.664703,941.79,856.327027,869.053918
202111,Auto Particulier,Dealer Zeker Polis,1937,1454037.53,1941,1463265.73,32,30932.59,27,18931.69,107,97368.77,99316.60,50,55904.79,51184.26,750.664703,753.872091,1947.83,909.988504,928.192523
202112,Auto Particulier,Dealer Zeker Polis,1941,1463265.73,1924,1466342.45,30,30525.66,46,30378.13,101,81863.90,82257.55,37,34441.94,36977.48,753.872091,762.132250,393.65,810.533663,814.431188
202201,Auto Particulier,Dealer Zeker Polis,1924,1466342.45,1920,1499726.20,37,39809.17,28,24323.47,657,373635.39,400443.52,116,67424.96,66634.76,762.132250,781.107395,26808.13,568.699223,609.503074
202202,Auto Particulier,Dealer Zeker Polis,1920,1499726.20,1906,1489604.61,24,24962.48,35,31669.04,78,68988.15,70167.92,28,28571.34,26109.75,781.107395,781.534422,1179.77,884.463461,899.588717
202203,Auto Particulier,Dealer Zeker Polis,1906,1489604.61,1896,1477748.06,25,19765.88,35,30624.99,106,83738.95,81544.54,24,24296.44,25493.41,781.534422,779.402985,-2194.41,789.990094,769.288113
202204,Auto Particulier,Dealer Zeker Polis,1896,1477748.06,1889,1475503.06,24,20456.43,30,21241.24,86,72771.56,71740.91,24,17951.83,17830.23,779.402985,781.102731,-1030.65,846.180930,834.196627
202205,Auto Particulier,Dealer Zeker Polis,1889,1475503.06,1880,1473024.36,14,11036.03,22,18054.53,100,80500.90,84947.24,15,10716.13,10809.59,781.102731,783.523595,4446.34,805.009000,849.472400
202206,Auto Particulier,Dealer Zeker Polis,1880,1473024.36,1862,1450154.33,20,17823.18,38,35292.53,82,69915.07,70339.93,28,42078.78,37927.36,783.523595,778.815429,424.86,852.622804,857.804024
202207,Auto Particulier,Dealer Zeker Polis,1862,1450154.33,1863,1448625.28,25,22168.50,22,19343.55,101,89497.27,89549.95,28,24838.76,24536.21,778.815429,777.576639,52.68,886.111584,886.633168
202208,Auto Particulier,Dealer Zeker Polis,1863,1448625.28,1868,1456198.49,35,34038.29,26,24091.61,89,86831.46,85881.87,40,42510.62,45514.59,777.576639,779.549512,-949.59,975.634382,964.964831
202209,Auto Particulier,Dealer Zeker Polis,1868,1456198.49,1823,1404972.08,26,22202.79,70,75274.64,71,59368.78,60960.01,21,17700.17,18295.21,779.549512,770.692309,1591.23,836.180000,858.591690
202210,Auto Particulier,Dealer Zeker Polis,1823,1404972.08,1829,1405207.06,33,22311.18,28,23937.96,81,66479.82,65554.37,36,25566.27,25710.94,770.692309,768.292542,-925.45,820.738518,809.313209
202211,Auto Particulier,Dealer Zeker Polis,1829,1405207.06,1831,1399909.10,26,23237.16,24,27902.44,116,102276.16,101775.52,28,33200.08,33068.04,768.292542,764.559858,-500.64,881.691034,877.375172
202212,Auto Particulier,Dealer Zeker Polis,1831,1399909.10,1833,1396830.96,32,20791.82,30,23105.95,102,88887.31,88233.90,25,22438.62,22328.02,764.559858,762.046350,-653.41,871.444215,865.038235
202301,Auto Particulier,Dealer Zeker Polis,1833,1396830.96,1849,1423947.58,48,37800.82,25,25872.19,561,342398.74,362112.27,140,104480.33,103390.21,762.046350,770.117674,19713.53,610.336434,645.476417
202302,Auto Particulier,Dealer Zeker Polis,1849,1423947.58,1865,1431137.19,31,23161.08,15,13477.88,81,71909.77,70737.54,31,28328.22,27498.58,770.117674,767.365785,-1172.23,887.774938,873.302962
202303,Auto Particulier,Dealer Zeker Polis,1865,1431137.19,1877,1449786.47,35,31256.61,23,16156.45,105,75293.06,74854.96,42,47678.33,52774.66,767.365785,772.395562,-438.10,717.076761,712.904380
202304,Auto Particulier,Dealer Zeker Polis,1877,1449786.47,1872,1447855.20,16,11676.72,20,14120.89,86,68452.08,70002.18,25,19768.22,19841.18,772.395562,773.426923,1550.10,795.954418,813.978837
202305,Auto Particulier,Dealer Zeker Polis,1872,1447855.20,1884,1460755.39,31,27866.84,18,15634.20,97,75849.92,77079.68,30,31379.63,31297.95,773.426923,775.347871,1229.76,781.957938,794.635876
202306,Auto Particulier,Dealer Zeker Polis,1884,1460755.39,1885,1463522.66,25,21014.91,22,17070.35,85,67918.94,68576.90,33,34352.20,34512.19,775.347871,776.404594,657.96,799.046352,806.787058
202307,Auto Particulier,Dealer Zeker Polis,1885,1463522.66,1900,1473252.71,35,26251.15,18,17134.89,114,98582.64,100517.26,48,46334.32,47022.96,776.404594,775.396163,1934.62,864.760000,881.730350
202308,Auto Particulier,Dealer Zeker Polis,1900,1473252.71,1899,1480910.79,32,26652.81,29,23570.14,94,85410.66,86530.24,43,42728.44,49978.68,775.396163,779.837172,1119.58,908.624042,920.534468
202309,Auto Particulier,Dealer Zeker Polis,1899,1480910.79,1911,1495231.29,47,42688.62,32,27898.37,82,67076.49,69380.86,34,28914.37,30956.27,779.837172,782.433956,2304.37,818.005975,846.108048
202310,Auto Particulier,Dealer Zeker Polis,1911,1495231.29,1921,1502940.88,33,25642.12,20,21993.71,92,74553.39,77163.19,62,56340.81,59030.36,782.433956,782.374221,2609.80,810.362934,838.730326
202311,Auto Particulier,Dealer Zeker Polis,1921,1502940.88,1936,1511795.69,41,30345.61,23,17761.93,120,107590.41,108936.95,47,50168.18,47737.19,782.374221,780.886203,1346.54,896.586750,907.807916
202312,Auto Particulier,Dealer Zeker Polis,1936,1511795.69,1942,1525290.75,34,24538.61,29,20096.00,110,87559.25,94059.31,39,31076.41,33276.95,780.886203,785.422631,6500.06,795.993181,855.084636
202401,Auto Particulier,Dealer Zeker Polis,1942,1525290.75,1969,1561343.35,61,46251.04,25,19545.31,534,338266.90,351392.37,113,78372.72,79749.83,785.422631,792.962595,13125.47,633.458614,658.038146
202402,Auto Particulier,Dealer Zeker Polis,1969,1561343.35,2054,1624348.55,107,75613.23,22,14978.81,95,77978.43,78960.66,64,47044.86,50975.68,792.962595,790.822078,982.23,820.825578,831.164842
202403,Auto Particulier,Dealer Zeker Polis,2054,1624348.55,2104,1665053.08,83,65851.26,32,26386.15,120,93169.92,92547.66,72,62887.65,66923.25,790.822078,791.375038,-622.26,776.416000,771.230500
202404,Auto Particulier,Dealer Zeker Polis,2104,1665053.08,2134,1687560.46,59,44707.33,31,31457.33,91,74935.49,79343.74,30,22897.78,24703.42,791.375038,790.796841,4408.25,823.466923,871.909230
202405,Auto Particulier,Dealer Zeker Polis,2134,1687560.46,2145,1697028.58,45,32880.53,32,27476.76,100,82199.50,85285.89,42,37008.95,37918.34,790.796841,791.155515,3086.39,821.995000,852.858900
202406,Auto Particulier,Dealer Zeker Polis,2145,1697028.58,2190,1752419.26,79,66615.40,33,28716.72,88,70747.29,80598.37,60,52680.72,62154.68,791.155515,800.191442,9851.08,803.946477,915.890568
202407,Auto Particulier,Dealer Zeker Polis,2190,1752419.26,2223,1784347.23,69,60466.51,37,40222.93,110,92413.10,100883.38,42,36590.80,37573.38,800.191442,802.675317,8470.28,840.119090,917.121636
202408,Auto Particulier,Dealer Zeker Polis,2223,1784347.23,2239,1808997.88,53,49440.82,36,31483.49,110,101777.89,110035.94,32,35159.93,35134.91,802.675317,807.949030,8258.05,925.253545,1000.326727
202409,Auto Particulier,Dealer Zeker Polis,2239,1808997.88,2246,1820642.18,51,43777.68,42,34731.13,106,91730.76,97427.41,10,9199.40,8827.25,807.949030,810.615396,5696.65,865.384528,919.126509
202410,Auto Particulier,Dealer Zeker Polis,2246,1820642.18,2268,1844339.65,65,58075.18,45,44253.95,114,95589.58,110320.50,2274,1847006.44,1841987.60,810.615396,813.200903,14730.92,838.505087,967.723684
202411,Auto Particulier,Dealer Zeker Polis,2268,1844339.65,2304,1874688.69,91,78110.11,52,55812.19,134,112517.54,120471.64,91,79701.51,80584.40,813.200903,813.666966,7954.10,839.683134,899.042089
202412,Auto Particulier,Dealer Zeker Polis,2304,1874688.69,2342,1925485.67,77,60956.79,39,28541.86,123,97042.34,108803.63,71,55817.54,62438.30,813.666966,822.154427,11761.29,788.962113,884.582357
202501,Auto Particulier,Dealer Zeker Polis,2342,1925485.67,2377,1985385.50,95,78249.68,60,50176.00,534,351857.69,386600.83,116,115315.77,112398.78,822.154427,835.248422,34743.14,658.909531,723.971591
202502,Auto Particulier,Dealer Zeker Polis,2377,1985385.50,2412,2026662.94,87,69243.01,52,45698.62,175,137278.38,152491.87,78,70794.44,73314.00,835.248422,840.241683,15213.49,784.447885,871.382114
202503,Auto Particulier,Dealer Zeker Polis,2412,2026662.94,2460,2076137.37,90,70042.91,42,39859.03,180,141029.80,154982.93,99,86430.26,91767.68,840.241683,843.958280,13953.13,783.498888,861.016277
202504,Auto Particulier,Dealer Zeker Polis,2460,2076137.37,2479,2109118.43,68,63131.19,49,46294.48,132,109279.81,122953.54,86,75589.45,78060.07,843.958280,850.794041,13673.73,827.877348,931.466212
202505,Auto Particulier,Dealer Zeker Polis,2479,2109118.43,2497,2136112.88,63,54186.20,45,40257.99,115,98292.67,106716.50,107,92938.49,97580.90,850.794041,855.471718,8423.83,854.718869,927.969565
202506,Auto Particulier,Dealer Zeker Polis,2497,2136112.88,2498,2140632.14,51,49005.84,50,54225.85,144,133090.17,146056.19,109,109731.04,106504.29,855.471718,856.938406,12966.02,924.237291,1014.279097
202507,Auto Particulier,Dealer Zeker Polis,2498,2140632.14,2519,2175062.45,57,55439.61,36,36679.87,135,116187.88,131329.41,91,91745.92,92274.96,856.938406,863.462663,15141.53,860.650962,972.810444
202508,Auto Particulier,Dealer Zeker Polis,2519,2175062.45,2531,2201291.96,54,53000.80,42,42724.34,133,124289.67,139009.92,53,49939.97,51172.77,863.462663,869.732105,14720.25,934.508796,1045.187368
202509,Auto Particulier,Dealer Zeker Polis,2531,2201291.96,2530,2215451.13,48,49637.70,49,48538.90,140,127923.82,139174.35,217,256593.58,258403.42,869.732105,875.672383,11250.53,913.741571,994.102500
202510,Auto Particulier,Dealer Zeker Polis,2530,2215451.13,2533,2222269.19,50,43795.48,47,46517.59,133,115838.15,124097.07,243,241364.69,242645.94,875.672383,877.326960,8258.92,870.963533,933.060676
202511,Auto Particulier,Dealer Zeker Polis,2533,2222269.19,2541,2250408.54,56,57013.22,48,43727.36,176,147974.46,163996.04,66,62796.71,62858.26,877.326960,885.638937,16021.58,840.763977,931.795681
202512,Auto Particulier,Dealer Zeker Polis,2541,2250408.54,2537,2260730.52,48,45527.91,52,48463.54,152,131102.82,143628.63,56,50181.40,51027.20,885.638937,891.103870,12525.81,862.518552,944.925197
201809,Auto Particulier,DS Polis,1,865.25,1,865.25,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,865.250000,865.250000,0.00,0.000000,0.000000
201810,Auto Particulier,DS Polis,1,865.25,1,865.25,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,865.250000,865.250000,0.00,0.000000,0.000000
201811,Auto Particulier,DS Polis,1,865.25,1,865.25,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,865.250000,865.250000,0.00,0.000000,0.000000
201812,Auto Particulier,DS Polis,1,865.25,1,904.23,1,904.23,1,865.25,0,0.00,0.00,0,0.00,0.00,865.250000,904.230000,0.00,0.000000,0.000000
201901,Auto Particulier,DS Polis,1,904.23,3,2578.37,2,1674.14,0,0.00,0,0.00,0.00,1,936.26,936.26,904.230000,859.456666,0.00,0.000000,0.000000
201902,Auto Particulier,DS Polis,3,2578.37,3,2578.37,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,859.456666,859.456666,0.00,0.000000,0.000000
201903,Auto Particulier,DS Polis,3,2578.37,3,2578.37,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,859.456666,859.456666,0.00,0.000000,0.000000
201904,Auto Particulier,DS Polis,3,2578.37,4,3262.98,1,684.61,0,0.00,0,0.00,0.00,0,0.00,0.00,859.456666,815.745000,0.00,0.000000,0.000000
201905,Auto Particulier,DS Polis,4,3262.98,5,4318.77,1,681.36,0,0.00,0,0.00,0.00,1,681.36,1055.79,815.745000,863.754000,0.00,0.000000,0.000000
201906,Auto Particulier,DS Polis,5,4318.77,5,4318.77,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,863.754000,863.754000,0.00,0.000000,0.000000
201907,Auto Particulier,DS Polis,5,4318.77,6,5106.59,1,787.82,0,0.00,0,0.00,0.00,1,787.82,787.82,863.754000,851.098333,0.00,0.000000,0.000000
201908,Auto Particulier,DS Polis,6,5106.59,6,5106.59,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,851.098333,851.098333,0.00,0.000000,0.000000
201909,Auto Particulier,DS Polis,6,5106.59,6,5106.59,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,851.098333,851.098333,0.00,0.000000,0.000000
201910,Auto Particulier,DS Polis,6,5106.59,7,5921.22,1,814.63,0,0.00,0,0.00,0.00,1,814.63,814.63,851.098333,845.888571,0.00,0.000000,0.000000
201911,Auto Particulier,DS Polis,7,5921.22,9,7161.27,2,1240.05,0,0.00,0,0.00,0.00,2,1240.05,1240.05,845.888571,795.696666,0.00,0.000000,0.000000
201912,Auto Particulier,DS Polis,9,7161.27,13,9667.56,4,2201.90,0,0.00,1,904.23,1076.71,3,1584.63,1716.54,795.696666,743.658461,172.48,904.230000,1076.710000
202001,Auto Particulier,DS Polis,13,9667.56,13,9798.36,1,765.87,1,617.27,2,1674.14,1779.76,1,993.38,869.96,743.658461,753.720000,105.62,837.070000,889.880000
202002,Auto Particulier,DS Polis,13,9798.36,14,10872.89,1,1074.53,0,0.00,0,0.00,0.00,0,0.00,0.00,753.720000,776.635000,0.00,0.000000,0.000000
202003,Auto Particulier,DS Polis,14,10872.89,15,12280.19,1,1450.22,0,0.00,0,0.00,0.00,1,1450.22,1407.30,776.635000,818.679333,0.00,0.000000,0.000000
202004,Auto Particulier,DS Polis,15,12280.19,15,12325.62,0,0.00,0,0.00,1,684.61,730.04,0,0.00,0.00,818.679333,821.708000,45.43,684.610000,730.040000
202005,Auto Particulier,DS Polis,15,12325.62,17,13171.00,2,884.27,0,0.00,1,1055.79,1016.90,0,0.00,0.00,821.708000,774.764705,-38.89,1055.790000,1016.900000
202006,Auto Particulier,DS Polis,17,13171.00,19,15045.04,2,1874.04,0,0.00,0,0.00,0.00,0,0.00,0.00,774.764705,791.844210,0.00,0.000000,0.000000
202007,Auto Particulier,DS Polis,19,15045.04,21,16366.65,2,1315.59,0,0.00,1,787.82,793.84,2,1315.59,1315.59,791.844210,779.364285,6.02,787.820000,793.840000
202008,Auto Particulier,DS Polis,21,16366.65,21,16366.65,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,779.364285,779.364285,0.00,0.000000,0.000000
202009,Auto Particulier,DS Polis,21,16366.65,21,16366.65,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,779.364285,779.364285,0.00,0.000000,0.000000
202010,Auto Particulier,DS Polis,21,16366.65,22,17029.10,1,643.22,0,0.00,1,814.63,833.86,1,643.22,643.22,779.364285,774.050000,19.23,814.630000,833.860000
202011,Auto Particulier,DS Polis,22,17029.10,22,17068.55,0,0.00,0,0.00,2,1240.05,1279.50,0,0.00,0.00,774.050000,775.843181,39.45,620.025000,639.750000
202012,Auto Particulier,DS Polis,22,17068.55,22,17290.59,0,0.00,0,0.00,4,2793.25,2781.37,1,1077.61,1311.53,775.843181,785.935909,-11.88,698.312500,695.342500
202101,Auto Particulier,DS Polis,22,17290.59,22,17330.21,0,0.00,0,0.00,3,2422.21,2461.83,0,0.00,0.00,785.935909,787.736818,39.62,807.403333,820.610000
202102,Auto Particulier,DS Polis,22,17330.21,22,17501.15,1,1245.47,1,1074.53,0,0.00,0.00,0,0.00,0.00,787.736818,795.506818,0.00,0.000000,0.000000
202103,Auto Particulier,DS Polis,22,17501.15,21,16673.35,0,0.00,1,793.84,1,1407.30,1373.34,0,0.00,0.00,795.506818,793.969047,-33.96,1407.300000,1373.340000
202104,Auto Particulier,DS Polis,21,16673.35,22,17475.87,1,793.90,0,0.00,1,730.04,738.66,1,793.90,793.90,793.969047,794.357727,8.62,730.040000,738.660000
202105,Auto Particulier,DS Polis,22,17475.87,22,17407.01,0,0.00,0,0.00,3,1901.17,1832.31,0,0.00,0.00,794.357727,791.227727,-68.86,633.723333,610.770000
202106,Auto Particulier,DS Polis,22,17407.01,24,18532.20,2,1170.02,0,0.00,2,1874.04,1829.21,1,584.84,584.84,791.227727,772.175000,-44.83,937.020000,914.605000
202107,Auto Particulier,DS Polis,24,18532.20,24,18539.36,0,0.00,0,0.00,2,1315.59,1322.75,0,0.00,0.00,772.175000,772.473333,7.16,657.795000,661.375000
202108,Auto Particulier,DS Polis,24,18539.36,24,18539.36,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,772.473333,772.473333,0.00,0.000000,0.000000
202109,Auto Particulier,DS Polis,24,18539.36,23,17380.78,0,0.00,1,1158.58,0,0.00,0.00,0,0.00,0.00,772.473333,755.686086,0.00,0.000000,0.000000
202110,Auto Particulier,DS Polis,23,17380.78,22,16107.54,0,0.00,1,1311.53,2,1477.08,1515.37,1,646.91,646.91,755.686086,732.160909,38.29,738.540000,757.685000
202111,Auto Particulier,DS Polis,22,16107.54,23,17055.36,1,929.95,0,0.00,2,1279.50,1297.37,0,0.00,0.00,732.160909,741.537391,17.87,639.750000,648.685000
202112,Auto Particulier,DS Polis,23,17055.36,24,17853.32,3,2312.38,2,1515.37,3,1703.76,1704.71,1,866.67,866.67,741.537391,743.888333,0.95,567.920000,568.236666
202201,Auto Particulier,DS Polis,24,17853.32,24,18757.84,2,2188.54,1,470.86,2,1590.19,1648.67,1,1327.76,1327.76,743.888333,781.576666,58.48,795.095000,824.335000
202202,Auto Particulier,DS Polis,24,18757.84,28,22614.36,4,3058.68,0,0.00,1,1245.47,1304.48,2,1179.86,1918.69,781.576666,807.655714,59.01,1245.470000,1304.480000
202203,Auto Particulier,DS Polis,28,22614.36,30,24018.96,2,1401.18,0,0.00,1,1373.34,1376.76,0,0.00,0.00,807.655714,800.632000,3.42,1373.340000,1376.760000
202204,Auto Particulier,DS Polis,30,24018.96,33,26736.95,3,2748.21,0,0.00,2,1532.56,1535.09,2,2013.78,1981.03,800.632000,810.210606,2.53,766.280000,767.545000
202205,Auto Particulier,DS Polis,33,26736.95,34,27237.72,1,635.79,0,0.00,2,1361.45,1226.43,0,0.00,0.00,810.210606,801.109411,-135.02,680.725000,613.215000
202206,Auto Particulier,DS Polis,34,27237.72,36,28626.32,2,1450.24,0,0.00,3,1840.65,1829.03,2,1526.59,1476.57,801.109411,795.175555,-11.62,613.550000,609.676666
202207,Auto Particulier,DS Polis,36,28626.32,36,28634.73,0,0.00,0,0.00,2,1322.75,1331.16,0,0.00,0.00,795.175555,795.409166,8.41,661.375000,665.580000
202208,Auto Particulier,DS Polis,36,28634.73,36,28634.73,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,795.409166,795.409166,0.00,0.000000,0.000000
