Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie
201610,Auto Particulier,Louwman Polis,148,66189.79,150,66820.25,3,1769.82,1,617.83,14,7430.58,7066.69,4,1673.94,1516.30,447.228310,445.468333,-363.89,530.755714,504.763571
201611,Auto Particulier,Louwman Polis,150,66820.25,149,66842.45,2,874.13,3,816.52,11,5686.16,5710.91,5,2720.66,2660.50,445.468333,448.607046,24.75,516.923636,519.173636
201612,Auto Particulier,Louwman Polis,149,66842.45,155,70076.04,7,4030.36,1,426.01,13,5141.65,5142.76,3,2128.47,1756.60,448.607046,452.103483,1.11,395.511538,395.596923
201701,Auto Particulier,Louwman Polis,155,70076.04,153,69518.99,2,917.70,4,1267.95,16,6632.82,6457.61,4,1794.48,1762.89,452.103483,454.372483,-175.21,414.551250,403.600625
201702,Auto Particulier,Louwman Polis,153,69518.99,150,68202.91,1,662.01,2,874.89,12,3772.81,3557.39,5,1522.26,1398.38,454.372483,454.686066,-215.42,314.400833,296.449166
201703,Auto Particulier,Louwman Polis,150,68202.91,151,68383.82,4,1676.02,3,1378.22,7,3159.99,3237.41,6,2567.72,2373.41,454.686066,452.872980,77.42,451.427142,462.487142
201704,Auto Particulier,Louwman Polis,151,68383.82,151,70197.61,1,697.03,1,99.24,12,7172.24,6982.42,4,2337.35,3743.17,452.872980,464.884834,-189.82,597.686666,581.868333
201705,Auto Particulier,Louwman Polis,151,70197.61,151,69953.34,0,0.00,0,0.00,6,2733.30,2674.31,3,1486.87,1301.59,464.884834,463.267152,-58.99,455.550000,445.718333
201706,Auto Particulier,Louwman Polis,151,69953.34,152,70744.94,2,1173.67,1,377.78,5,2570.95,2529.76,1,615.07,651.97,463.267152,465.427236,-41.19,514.190000,505.952000
201707,Auto Particulier,Louwman Polis,152,70744.94,152,69885.49,2,769.58,2,1006.58,8,3961.04,3277.10,3,1745.83,1807.32,465.427236,459.772960,-683.94,495.130000,409.637500
201708,Auto Particulier,Louwman Polis,152,69885.49,159,73277.67,8,3281.41,1,252.57,13,5120.64,5130.66,9,3633.43,3986.75,459.772960,460.865849,10.02,393.895384,394.666153
201709,Auto Particulier,Louwman Polis,159,73277.67,157,71319.90,4,1815.65,5,3199.27,11,5128.41,5035.11,5,1595.61,1596.05,460.865849,454.266878,-93.30,466.219090,457.737272
201710,Auto Particulier,Louwman Polis,157,71319.90,159,71953.64,3,1306.96,1,365.25,16,7776.75,7468.02,5,1460.16,1460.92,454.266878,452.538616,-308.73,486.046875,466.751250
201711,Auto Particulier,Louwman Polis,159,71953.64,160,71973.53,1,288.86,0,0.00,11,5105.30,4975.44,2,1333.59,1194.48,452.538616,449.834562,-129.86,464.118181,452.312727
201712,Auto Particulier,Louwman Polis,160,71973.53,157,70572.52,3,921.87,5,2020.85,16,6305.12,6447.65,7,2311.90,2520.69,449.834562,449.506496,142.53,394.070000,402.978125
201801,Auto Particulier,Louwman Polis,157,70572.52,154,69782.23,1,551.72,4,2133.24,16,6678.62,7273.07,4,1382.85,1579.63,449.506496,453.131363,594.45,417.413750,454.566875
201802,Auto Particulier,Louwman Polis,154,69782.23,151,69209.84,1,621.33,4,1545.37,9,2607.78,2775.13,9,2936.66,3120.96,453.131363,458.343311,167.35,289.753333,308.347777
201803,Auto Particulier,Louwman Polis,151,69209.84,152,69236.32,4,2434.74,3,2675.32,6,2219.51,2484.09,1,518.33,520.81,458.343311,455.502105,264.58,369.918333,414.015000
201804,Auto Particulier,Louwman Polis,152,69236.32,153,70659.67,4,2549.60,3,1491.59,10,6378.39,6602.03,5,4421.66,4563.36,455.502105,461.827908,223.64,637.839000,660.203000
201805,Auto Particulier,Louwman Polis,153,70659.67,151,69975.98,0,0.00,2,516.85,6,2244.34,2077.50,0,0.00,0.00,461.827908,463.417086,-166.84,374.056666,346.250000
201806,Auto Particulier,Louwman Polis,151,69975.98,146,67640.96,0,0.00,5,2383.11,3,1414.87,1462.96,0,0.00,0.00,463.417086,463.294246,48.09,471.623333,487.653333
201807,Auto Particulier,Louwman Polis,146,67640.96,146,68863.45,1,987.91,1,359.38,10,5092.74,5505.80,2,1494.93,1675.83,463.294246,471.667465,413.06,509.274000,550.580000
201808,Auto Particulier,Louwman Polis,146,68863.45,143,66791.16,1,370.72,4,2880.62,17,6828.05,7336.62,3,1495.37,1424.41,471.667465,467.071048,508.57,401.650000,431.565882
201809,Auto Particulier,Louwman Polis,143,66791.16,144,67575.12,3,1428.49,2,976.48,12,5795.97,6185.21,4,2560.90,2503.61,467.071048,469.271666,389.24,482.997500,515.434166
201810,Auto Particulier,Louwman Polis,144,67575.12,142,67044.77,1,317.45,3,1490.98,15,7527.80,7983.38,5,1139.15,1326.75,469.271666,472.146267,455.58,501.853333,532.225333
201811,Auto Particulier,Louwman Polis,142,67044.77,142,67724.20,0,0.00,0,0.00,11,5310.46,5889.85,5,2730.07,2830.11,472.146267,476.930985,579.39,482.769090,535.440909
201812,Auto Particulier,Louwman Polis,142,67724.20,138,66095.96,0,0.00,4,2188.91,17,6448.76,6815.77,4,1646.72,1840.38,476.930985,478.956231,367.01,379.338823,400.927647
201901,Auto Particulier,Louwman Polis,138,66095.96,139,67496.46,3,2137.29,2,742.00,11,3707.17,3609.37,5,4087.24,4190.25,478.956231,485.586043,-97.80,337.015454,328.124545
201902,Auto Particulier,Louwman Polis,139,67496.46,139,67680.80,2,780.55,2,975.64,10,3662.74,3621.31,2,495.18,916.04,485.586043,486.912230,-41.43,366.274000,362.131000
201903,Auto Particulier,Louwman Polis,139,67680.80,141,69230.87,2,1503.13,0,0.00,6,3015.52,3089.42,3,2224.38,2197.42,486.912230,490.999078,73.90,502.586666,514.903333
201904,Auto Particulier,Louwman Polis,141,69230.87,140,69501.55,1,950.25,2,1692.09,9,6544.09,7806.80,4,2782.37,2532.18,490.999078,496.439642,1262.71,727.121111,867.422222
201905,Auto Particulier,Louwman Polis,140,69501.55,142,70801.11,3,1484.95,1,305.63,6,2077.50,2197.74,0,0.00,0.00,496.439642,498.599366,120.24,346.250000,366.290000
201906,Auto Particulier,Louwman Polis,142,70801.11,141,70536.43,2,1414.55,3,1678.00,3,1462.96,1461.73,0,0.00,0.00,498.599366,500.258368,-1.23,487.653333,487.243333
201907,Auto Particulier,Louwman Polis,141,70536.43,140,70294.69,2,1236.67,3,1518.65,9,4786.87,5107.87,3,1897.48,1616.72,500.258368,502.104928,321.00,531.874444,567.541111
201908,Auto Particulier,Louwman Polis,140,70294.69,142,71453.50,4,1606.78,1,272.98,14,5718.83,5924.07,6,2781.49,2909.47,502.104928,503.193661,205.24,408.487857,423.147857
201909,Auto Particulier,Louwman Polis,142,71453.50,138,69758.95,2,737.09,6,2375.23,11,5561.53,5849.08,3,1826.79,1482.83,503.193661,505.499637,287.55,505.593636,531.734545
201910,Auto Particulier,Louwman Polis,138,69758.95,136,69773.14,2,1259.71,4,1603.50,15,7266.54,7507.75,4,1474.88,1591.65,505.499637,513.037794,241.21,484.436000,500.516666
201911,Auto Particulier,Louwman Polis,136,69773.14,136,70900.54,2,1342.69,2,731.13,10,5575.76,5673.35,3,2940.62,3358.87,513.037794,521.327500,97.59,557.576000,567.335000
201912,Auto Particulier,Louwman Polis,136,70900.54,133,69077.25,0,0.00,3,2008.12,15,6318.88,6688.02,9,3163.71,2979.40,521.327500,519.377819,369.14,421.258666,445.868000
202001,Auto Particulier,Louwman Polis,133,69077.25,135,69724.95,2,745.43,0,0.00,13,6402.77,6351.61,3,2106.91,2060.34,519.377819,516.481111,-51.16,492.520769,488.585384
202002,Auto Particulier,Louwman Polis,135,69724.95,134,69579.82,2,885.98,3,1175.43,11,4074.45,4216.86,3,1305.06,1306.97,516.481111,519.252388,142.41,370.404545,383.350909
202003,Auto Particulier,Louwman Polis,134,69579.82,133,68667.02,0,0.00,1,645.18,7,4136.29,3980.22,2,579.12,467.57,519.252388,516.293383,-156.07,590.898571,568.602857
202004,Auto Particulier,Louwman Polis,133,68667.02,132,67503.83,0,0.00,1,420.99,8,7953.85,7211.65,1,965.96,965.96,516.293383,511.392651,-742.20,994.231250,901.456250
202005,Auto Particulier,Louwman Polis,132,67503.83,130,64146.54,2,1064.30,4,4734.83,7,2874.77,2979.06,5,2709.39,2918.34,511.392651,493.434923,104.29,410.681428,425.580000
202006,Auto Particulier,Louwman Polis,130,64146.54,129,63828.28,0,0.00,1,256.74,4,2221.95,2160.43,0,0.00,0.00,493.434923,494.792868,-61.52,555.487500,540.107500
202007,Auto Particulier,Louwman Polis,129,63828.28,127,62877.14,1,867.12,3,1876.16,4,1901.80,1979.21,4,2428.02,2408.51,494.792868,495.095590,77.41,475.450000,494.802500
202008,Auto Particulier,Louwman Polis,127,62877.14,126,63231.08,1,904.53,2,858.11,13,5821.19,6422.70,11,4689.47,4395.48,495.095590,501.833968,601.51,447.783846,494.053846
202009,Auto Particulier,Louwman Polis,126,63231.08,124,62743.35,0,0.00,2,972.22,9,4658.40,5111.94,6,2475.11,2506.06,501.833968,505.994758,453.54,517.600000,567.993333
202010,Auto Particulier,Louwman Polis,124,62743.35,124,62885.20,1,893.94,1,904.53,12,5514.99,5984.94,5,3102.44,2784.93,505.994758,507.138709,469.95,459.582500,498.745000
202011,Auto Particulier,Louwman Polis,124,62885.20,123,62468.76,1,469.57,2,1110.02,9,6171.00,6471.47,3,1862.72,1786.26,507.138709,507.876097,300.47,685.666666,719.052222
202012,Auto Particulier,Louwman Polis,123,62468.76,119,59769.55,1,268.55,5,3138.34,12,4340.36,4625.28,1,508.17,393.83,507.876097,502.265126,284.92,361.696666,385.440000
202101,Auto Particulier,Louwman Polis,119,59769.55,118,60106.26,1,567.79,1,540.93,9,5050.24,5380.26,1,440.43,597.43,502.265126,509.375084,330.02,561.137777,597.806666
202102,Auto Particulier,Louwman Polis,118,60106.26,119,61566.30,1,1545.55,0,0.00,11,4142.11,4298.09,6,2556.34,2314.85,509.375084,517.363865,155.98,376.555454,390.735454
202103,Auto Particulier,Louwman Polis,119,61566.30,117,60743.61,1,426.64,3,1470.20,7,3868.67,4180.82,2,1400.65,1309.37,517.363865,519.176153,312.15,552.667142,597.260000
202104,Auto Particulier,Louwman Polis,117,60743.61,117,60645.31,1,325.66,1,609.55,3,2212.10,2397.69,1,617.86,617.86,519.176153,518.335982,185.59,737.366666,799.230000
202105,Auto Particulier,Louwman Polis,117,60645.31,116,60603.84,0,0.00,1,310.97,8,3893.90,4188.23,1,358.41,333.58,518.335982,522.446896,294.33,486.737500,523.528750
202106,Auto Particulier,Louwman Polis,116,60603.84,115,60022.28,1,328.98,2,915.66,2,1250.58,1255.70,0,0.00,0.00,522.446896,521.932869,5.12,625.290000,627.850000
202107,Auto Particulier,Louwman Polis,115,60022.28,115,59289.39,2,454.81,2,1478.18,6,3345.95,3629.20,4,2704.52,2711.75,521.932869,515.559913,283.25,557.658333,604.866666
202108,Auto Particulier,Louwman Polis,115,59289.39,112,57306.88,1,606.95,4,2795.44,13,5858.41,6671.70,4,3369.30,2761.99,515.559913,511.668571,813.29,450.646923,513.207692
202109,Auto Particulier,Louwman Polis,112,57306.88,111,57095.11,0,0.00,1,385.90,10,5489.69,5663.82,0,0.00,0.00,511.668571,514.370360,174.13,548.969000,566.382000
202110,Auto Particulier,Louwman Polis,111,57095.11,108,55702.34,0,0.00,3,1385.73,10,4526.69,4944.97,4,2342.11,1916.79,514.370360,515.762407,418.28,452.669000,494.497000
202111,Auto Particulier,Louwman Polis,108,55702.34,107,55532.86,1,984.77,2,1267.36,8,6133.96,6262.16,2,619.07,603.98,515.762407,518.998691,128.20,766.745000,782.770000
202112,Auto Particulier,Louwman Polis,107,55532.86,105,55178.73,2,2116.64,4,2464.22,11,4073.65,4212.19,3,1506.41,1361.32,518.998691,525.511714,138.54,370.331818,382.926363
202201,Auto Particulier,Louwman Polis,105,55178.73,104,55299.69,0,0.00,1,282.56,8,4811.28,5224.12,4,2240.44,2231.12,525.511714,531.727788,412.84,601.410000,653.015000
202202,Auto Particulier,Louwman Polis,104,55299.69,105,56938.82,2,1867.43,1,440.09,10,3641.24,3763.60,2,662.19,751.62,531.727788,542.274476,122.36,364.124000,376.360000
202203,Auto Particulier,Louwman Polis,105,56938.82,106,57742.08,2,1084.91,1,503.37,8,4516.18,4585.65,4,3369.85,3522.10,542.274476,544.736603,69.47,564.522500,573.206250
202204,Auto Particulier,Louwman Polis,106,57742.08,103,56162.98,0,0.00,3,1610.28,2,1779.83,1811.01,0,0.00,0.00,544.736603,545.271650,31.18,889.915000,905.505000
202205,Auto Particulier,Louwman Polis,103,56162.98,104,56661.44,2,1028.35,1,728.71,6,2747.77,3028.08,2,774.07,692.58,545.271650,544.821538,280.31,457.961666,504.680000
202206,Auto Particulier,Louwman Polis,104,56661.44,104,56628.03,1,588.45,1,491.41,2,1255.70,1238.92,2,1340.04,1226.37,544.821538,544.500288,-16.78,627.850000,619.460000
202207,Auto Particulier,Louwman Polis,104,56628.03,104,56823.83,1,1009.04,0,0.00,7,3574.18,3554.70,5,3522.14,2728.38,544.500288,546.382980,-19.48,510.597142,507.814285
202208,Auto Particulier,Louwman Polis,104,56823.83,105,56399.90,3,926.19,2,1394.85,12,5678.82,5494.64,2,1028.45,1257.36,546.382980,537.141904,-184.18,473.235000,457.886666
202209,Auto Particulier,Louwman Polis,105,56399.90,105,56247.61,2,1048.82,2,1281.32,8,4703.98,4784.19,0,0.00,0.00,537.141904,535.691523,80.21,587.997500,598.023750
202210,Auto Particulier,Louwman Polis,105,56247.61,107,57498.50,2,817.45,0,0.00,10,4864.42,5101.28,6,3212.94,3409.52,535.691523,537.369158,236.86,486.442000,510.128000
202211,Auto Particulier,Louwman Polis,107,57498.50,108,57570.46,5,2944.70,4,2927.59,7,4837.24,4866.19,4,2279.84,2305.74,537.369158,533.059814,28.95,691.034285,695.170000
202212,Auto Particulier,Louwman Polis,108,57570.46,108,58550.11,2,2166.55,2,1175.51,11,5242.19,5208.06,2,1589.09,1611.83,533.059814,542.130648,-34.13,476.562727,473.460000
202301,Auto Particulier,Louwman Polis,108,58550.11,108,58918.01,2,1944.44,2,1619.68,8,5214.80,5257.94,2,1086.77,1086.77,542.130648,545.537129,43.14,651.850000,657.242500
202302,Auto Particulier,Louwman Polis,108,58918.01,108,58747.30,0,0.00,0,0.00,12,5304.38,5133.67,1,402.00,402.00,545.537129,543.956481,-170.71,442.031666,427.805833
202303,Auto Particulier,Louwman Polis,108,58747.30,110,60437.69,2,1737.34,0,0.00,7,3588.43,3599.51,2,867.36,809.33,543.956481,549.433545,11.08,512.632857,514.215714
202304,Auto Particulier,Louwman Polis,110,60437.69,109,60096.40,2,1258.67,3,1136.30,2,1811.01,1884.01,1,1015.59,478.93,549.433545,551.343119,73.00,905.505000,942.005000
202305,Auto Particulier,Louwman Polis,109,60096.40,109,59794.28,3,1433.80,3,1870.78,7,3100.43,3235.29,2,526.72,526.72,551.343119,548.571376,134.86,442.918571,462.184285
202306,Auto Particulier,Louwman Polis,109,59794.28,109,59748.23,1,351.39,1,436.88,1,654.03,674.17,1,487.33,506.63,548.571376,548.148899,20.14,654.030000,674.170000
202307,Auto Particulier,Louwman Polis,109,59748.23,111,61750.02,5,4241.57,3,2463.70,7,3557.78,3711.21,4,2367.36,2437.85,548.148899,556.306486,153.43,508.254285,530.172857
202308,Auto Particulier,Louwman Polis,111,61750.02,115,64193.24,4,2400.27,0,0.00,14,6371.39,6546.12,7,2955.62,2823.84,556.306486,558.202086,174.73,455.099285,467.580000
202309,Auto Particulier,Louwman Polis,115,64193.24,118,66196.93,4,1907.38,1,486.29,7,4211.90,4509.26,7,3592.49,3877.73,558.202086,560.990932,297.36,601.700000,644.180000
202310,Auto Particulier,Louwman Polis,118,66196.93,120,69407.52,4,3841.19,2,943.19,11,5859.92,6046.10,9,6406.00,6532.41,560.990932,578.396000,186.18,532.720000,549.645454
202311,Auto Particulier,Louwman Polis,120,69407.52,128,75066.47,8,5396.47,0,0.00,9,5739.18,6030.04,9,6116.67,6088.29,578.396000,586.456796,290.86,637.686666,670.004444
202312,Auto Particulier,Louwman Polis,128,75066.47,129,76297.05,7,5194.79,5,4033.48,7,5157.91,5290.17,6,3835.44,4046.72,586.456796,591.450000,132.26,736.844285,755.738571
202401,Auto Particulier,Louwman Polis,129,76297.05,138,85097.71,9,8482.53,0,0.00,9,5784.19,6143.20,13,9365.98,9325.10,591.450000,616.650072,359.01,642.687777,682.577777
202402,Auto Particulier,Louwman Polis,138,85097.71,141,87401.22,4,2413.06,1,420.00,10,4133.28,4136.33,9,3114.98,3422.38,616.650072,619.866808,3.05,413.328000,413.633000
202403,Auto Particulier,Louwman Polis,141,87401.22,144,91965.71,5,4151.14,2,978.33,7,3147.12,3266.55,3,2454.37,3726.62,619.866808,638.650763,119.43,449.588571,466.650000
202404,Auto Particulier,Louwman Polis,144,91965.71,146,95233.39,4,3601.97,2,1579.00,4,2606.02,2806.43,3,2854.61,3898.91,638.650763,652.283493,200.41,651.505000,701.607500
202405,Auto Particulier,Louwman Polis,146,95233.39,151,99888.59,7,4901.82,2,1382.69,7,3072.12,3416.34,5,3292.12,4083.97,652.283493,661.513841,344.22,438.874285,488.048571
202406,Auto Particulier,Louwman Polis,151,99888.59,163,112318.34,12,12433.23,0,0.00,3,1532.19,1627.72,6,7366.47,7267.46,661.513841,689.069570,95.53,510.730000,542.573333
202407,Auto Particulier,Louwman Polis,163,112318.34,174,123134.64,13,11059.87,2,817.00,11,7086.01,7630.73,6,5004.79,5910.03,689.069570,707.670344,544.72,644.182727,693.702727
202408,Auto Particulier,Louwman Polis,174,123134.64,184,132501.62,11,9345.65,0,0.00,13,6414.10,7071.82,7,4135.09,4345.19,707.670344,720.117500,657.72,493.392307,543.986153
202409,Auto Particulier,Louwman Polis,184,132501.62,183,132165.63,3,2586.84,4,3283.73,10,6393.12,6714.64,1,372.15,411.53,720.117500,722.216557,321.52,639.312000,671.464000
202410,Auto Particulier,Louwman Polis,183,132165.63,193,143933.95,14,12227.39,4,3121.50,14,8851.33,9705.39,195,145190.16,146719.03,722.216557,745.771761,854.06,632.237857,693.242142
202411,Auto Particulier,Louwman Polis,193,143933.95,196,147778.65,5,3765.65,2,1768.08,16,10650.84,11696.99,8,8272.09,9073.07,745.771761,753.972704,1046.15,665.677500,731.061875
202412,Auto Particulier,Louwman Polis,196,147778.65,199,152557.52,5,4349.07,2,780.02,10,7529.41,8170.26,10,8602.75,9171.72,753.972704,766.620703,640.85,752.941000,817.026000
202501,Auto Particulier,Louwman Polis,199,152557.52,198,154563.33,4,4181.74,5,3541.34,16,13298.80,14307.97,10,10718.58,11074.82,766.620703,780.622878,1009.17,831.175000,894.248125
202502,Auto Particulier,Louwman Polis,198,154563.33,199,155940.07,6,6379.68,5,6465.61,11,6013.94,6774.85,7,8698.08,9399.84,780.622878,783.618442,760.91,546.721818,615.895454
202503,Auto Particulier,Louwman Polis,199,155940.07,205,163834.47,8,8134.50,2,1740.80,9,4489.76,4908.32,5,8095.73,9177.87,783.618442,799.192536,418.56,498.862222,545.368888
202504,Auto Particulier,Louwman Polis,205,163834.47,202,161924.22,4,4421.47,7,6375.54,8,7452.63,7415.38,9,7908.43,7989.50,799.192536,801.605049,-37.25,931.578750,926.922500
202505,Auto Particulier,Louwman Polis,202,161924.22,206,166279.62,8,8826.03,4,5027.93,13,8682.19,9379.69,6,4729.72,4589.52,801.605049,807.182621,697.50,667.860769,721.514615
202506,Auto Particulier,Louwman Polis,206,166279.62,209,173298.51,7,7419.30,4,2374.51,14,13611.71,14527.09,8,8397.54,9456.26,807.182621,829.179473,915.38,972.265000,1037.649285
202507,Auto Particulier,Louwman Polis,209,173298.51,216,183621.02,9,10114.44,2,880.92,21,15618.76,16823.49,13,14052.48,13936.74,829.179473,850.097314,1204.73,743.750476,801.118571
202508,Auto Particulier,Louwman Polis,216,183621.02,218,188978.14,6,7193.66,4,3170.36,20,13217.98,14366.73,6,5738.72,5923.79,850.097314,866.872201,1148.75,660.899000,718.336500
202509,Auto Particulier,Louwman Polis,218,188978.14,220,193848.63,6,8319.86,4,3598.08,13,7651.33,8352.94,7,7045.64,6492.74,866.872201,881.130136,701.61,588.563846,642.533846
202510,Auto Particulier,Louwman Polis,220,193848.63,220,196222.64,6,5794.27,6,5166.49,20,17714.07,19776.26,3,5299.56,4983.60,881.130136,891.921090,2062.19,885.703500,988.813000
202511,Auto Particulier,Louwman Polis,220,196222.64,226,204450.70,8,9245.31,2,2039.63,19,14678.88,15972.61,10,8969.62,8698.27,891.921090,904.649115,1293.73,772.572631,840.663684
202512,Auto Particulier,Louwman Polis,226,204450.70,228,211687.94,7,6243.11,5,5102.56,14,12305.06,18426.23,6,5377.96,5353.48,904.649115,928.455877,6121.17,878.932857,1316.159285
201506,Auto Particulier,Mitsubishi Polis,2,476.09,5,2055.26,3,1579.17,0,0.00,0,0.00,0.00,0,0.00,0.00,238.045000,411.052000,0.00,0.000000,0.000000
201507,Auto Particulier,Mitsubishi Polis,5,2055.26,5,2055.26,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,411.052000,411.052000,0.00,0.000000,0.000000
201508,Auto Particulier,Mitsubishi Polis,5,2055.26,8,2971.22,3,903.11,0,0.00,0,0.00,0.00,2,446.68,459.53,411.052000,371.402500,0.00,0.000000,0.000000
201509,Auto Particulier,Mitsubishi Polis,8,2971.22,8,2971.22,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,371.402500,371.402500,0.00,0.000000,0.000000
201510,Auto Particulier,Mitsubishi Polis,8,2971.22,8,2959.10,1,317.01,1,317.01,0,0.00,0.00,1,317.01,304.89,371.402500,369.887500,0.00,0.000000,0.000000
201511,Auto Particulier,Mitsubishi Polis,8,2959.10,8,2959.10,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,369.887500,369.887500,0.00,0.000000,0.000000
201512,Auto Particulier,Mitsubishi Polis,8,2959.10,8,2959.10,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,369.887500,369.887500,0.00,0.000000,0.000000
201601,Auto Particulier,Mitsubishi Polis,8,2959.10,8,2959.10,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,369.887500,369.887500,0.00,0.000000,0.000000
201602,Auto Particulier,Mitsubishi Polis,8,2959.10,8,2959.10,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,369.887500,369.887500,0.00,0.000000,0.000000
201603,Auto Particulier,Mitsubishi Polis,8,2959.10,10,3991.50,2,1049.00,0,0.00,0,0.00,0.00,3,1812.57,1795.97,369.887500,399.150000,0.00,0.000000,0.000000
201604,Auto Particulier,Mitsubishi Polis,10,3991.50,10,3991.50,0,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,399.150000,399.150000,0.00,0.000000,0.000000
201605,Auto Particulier,Mitsubishi Polis,10,3991.50,14,6527.17,5,2755.00,0,0.00,2,476.09,485.89,2,912.90,978.59,399.150000,466.226428,9.80,238.045000,242.945000
201606,Auto Particulier,Mitsubishi Polis,14,6527.17,20,10356.15,6,3846.97,0,0.00,3,1579.17,1561.18,1,1521.99,1521.99,466.226428,517.807500,-17.99,526.390000,520.393333
201607,Auto Particulier,Mitsubishi Polis,20,10356.15,29,13948.19,9,3596.53,0,0.00,0,0.00,0.00,2,468.23,463.74,517.807500,480.972068,0.00,0.000000,0.000000
201608,Auto Particulier,Mitsubishi Polis,29,13948.19,35,16370.46,6,2496.61,0,0.00,2,598.95,603.36,2,1144.59,1065.84,480.972068,467.727428,4.41,299.475000,301.680000
201609,Auto Particulier,Mitsubishi Polis,35,16370.46,40,17682.29,5,1311.83,0,0.00,0,0.00,0.00,0,0.00,0.00,467.727428,442.057250,0.00,0.000000,0.000000
201610,Auto Particulier,Mitsubishi Polis,40,17682.29,45,19483.73,5,1798.66,0,0.00,1,304.89,307.67,0,0.00,0.00,442.057250,432.971777,2.78,304.890000,307.670000
201611,Auto Particulier,Mitsubishi Polis,45,19483.73,50,22958.51,6,3755.08,2,534.55,0,0.00,0.00,2,214.02,173.45,432.971777,459.170200,0.00,0.000000,0.000000
201612,Auto Particulier,Mitsubishi Polis,50,22958.51,59,27062.76,10,4739.11,1,406.67,0,0.00,0.00,4,2825.39,2597.20,459.170200,458.690847,0.00,0.000000,0.000000
201701,Auto Particulier,Mitsubishi Polis,59,27062.76,62,27918.65,5,1892.52,2,930.41,0,0.00,0.00,2,708.88,602.66,458.690847,450.300806,0.00,0.000000,0.000000
201702,Auto Particulier,Mitsubishi Polis,62,27918.65,69,32168.13,8,4151.86,1,209.31,0,0.00,0.00,3,1012.33,1319.26,450.300806,466.204782,0.00,0.000000,0.000000
201703,Auto Particulier,Mitsubishi Polis,69,32168.13,74,33723.66,7,2832.31,2,1678.15,1,792.67,796.91,4,1166.17,1563.30,466.204782,455.725135,4.24,792.670000,796.910000
201704,Auto Particulier,Mitsubishi Polis,74,33723.66,84,38847.82,10,5161.07,0,0.00,0,0.00,0.00,1,975.59,938.68,455.725135,462.474047,0.00,0.000000,0.000000
201705,Auto Particulier,Mitsubishi Polis,84,38847.82,82,38150.51,0,0.00,2,1046.87,6,3011.76,3361.32,0,0.00,0.00,462.474047,465.250121,349.56,501.960000,560.220000
201706,Auto Particulier,Mitsubishi Polis,82,38150.51,82,39217.13,1,1917.69,1,506.02,7,4255.89,3897.22,2,843.53,857.15,465.250121,478.257682,-358.67,607.984285,556.745714
201707,Auto Particulier,Mitsubishi Polis,82,39217.13,82,38722.83,0,0.00,0,0.00,7,3113.92,2714.01,1,232.44,138.05,478.257682,472.229634,-399.91,444.845714,387.715714
201708,Auto Particulier,Mitsubishi Polis,82,38722.83,82,37663.92,0,0.00,0,0.00,8,3021.22,2870.46,2,402.02,254.37,472.229634,459.316097,-150.76,377.652500,358.807500
201709,Auto Particulier,Mitsubishi Polis,82,37663.92,82,37580.91,0,0.00,0,0.00,4,905.16,809.59,3,659.60,672.16,459.316097,458.303780,-95.57,226.290000,202.397500
201710,Auto Particulier,Mitsubishi Polis,82,37580.91,81,37850.76,1,881.00,2,658.90,4,1134.52,1022.58,5,1502.69,1662.38,458.303780,467.293333,-111.94,283.630000,255.645000
201711,Auto Particulier,Mitsubishi Polis,81,37850.76,81,37592.62,1,742.13,1,327.32,5,3355.89,2791.58,5,1466.47,1357.83,467.293333,464.106419,-564.31,671.178000,558.316000
201712,Auto Particulier,Mitsubishi Polis,81,37592.62,79,36843.19,0,0.00,2,601.55,6,1896.84,1686.27,1,278.84,341.53,464.106419,466.369493,-210.57,316.140000,281.045000
201801,Auto Particulier,Mitsubishi Polis,79,36843.19,83,40905.41,4,4320.01,0,0.00,5,1786.30,1548.46,1,726.52,706.57,466.369493,492.836265,-237.84,357.260000,309.692000
201802,Auto Particulier,Mitsubishi Polis,83,40905.41,80,37256.75,0,0.00,2,2471.97,5,2350.55,2093.11,2,798.40,1017.07,492.836265,465.709375,-257.44,470.110000,418.622000
201803,Auto Particulier,Mitsubishi Polis,80,37256.75,81,37596.27,1,743.23,0,0.00,6,3006.69,2576.67,2,1208.61,1234.92,465.709375,464.151481,-430.02,501.115000,429.445000
